"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","study_id","es_id","ni","author","transfer","test","allocation","comparison","baseline","age_group","mean_age_exp","mean_age_control","pop","year","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.74369291866994,0.0928659403726075,"from_dataset",23,147,57,"Dahlin (2011) and (2013)","Near","Digit span back","Non-random","Non-Active",0.130472441871919,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.28149517176531,0.74369291866994,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.0858836443365948,0.088079070575105,"from_dataset",23,148,57,"Dahlin (2011) and (2013)","Far","Stroop: time (s)","Non-random","Non-Active",-0.00538643065525662,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.36948586138675,0.0858836443365948,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.169860103712783,0.0882674605265856,"from_dataset",23,149,57,"Dahlin (2011) and (2013)","Far","Raven; RCPM","Non-random","Non-Active",0.509580311138351,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.36588818032373,0.169860103712783,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.445658201571548,0.0897565726125037,"from_dataset",23,150,57,"Dahlin (2011) and (2013)","Far","Word decoding","Non-random","Non-Active",-0.413519388958215,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.33785041315925,0.445658201571548,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",-0.241650171862625,0.0885266039540234,"from_dataset",23,151,57,"Dahlin (2011) and (2013)","Far","Orthographical verification","Non-random","Non-Active",-0.311936232930701,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.3609580970044,0.241650171862625,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.608185974043654,0.0912590195107093,"from_dataset",23,152,57,"Dahlin (2011) and (2013)","Far","Reading comprehension","Non-random","Non-Active",-0.407072683822047,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.31025995886212,0.608185974043654,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.453907722837553,0.0898216690004299,"from_dataset",23,153,57,"Dahlin (2011) and (2013)","Far","Addition","Non-random","Non-Active",-0.361734890230693,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.33664067507667,0.453907722837553,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.00326776222317974,0.088014462486556,"from_dataset",23,154,57,"Dahlin (2011) and (2013)","Far","Subtraction","Non-random","Non-Active",-0.348016676768649,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.37072234059026,0.00326776222317974,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.245390228830837,0.0885425825403779,"from_dataset",23,155,57,"Dahlin (2011) and (2013)","Far","Basic Number Screening Test","Non-random","Non-Active",-0.414001919806626,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.3606548204299,0.245390228830837,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.844793267125449,0.0942746816612099,"from_dataset",23,156,57,"Dahlin (2011) and (2013)","Near","Span board forward","Non-random","Non-Active",0.382972947763537,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.256885290414,0.844793267125449,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.636612702366127,0.0915694191053626,"from_dataset",23,157,57,"Dahlin (2011) and (2013)","Near","Span board back","Non-random","Non-Active",0.0537982565379826,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.30464468036985,0.636612702366127,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.338252678732933,0.0890180080690126,"from_dataset",23,158,57,"Dahlin (2011) and (2013)","Near","Digit span forward","Non-random","Non-Active",-0.125278769901086,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.35166854820983,0.338252678732933,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.521889767487677,0.0904035699526823,"from_dataset",23,159,57,"Dahlin (2011) and (2013)","Near","Digit span back","Non-random","Non-Active",0.130472441871919,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.32588485619785,0.521889767487677,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.127179612693564,0.0881562517463362,"from_dataset",23,160,57,"Dahlin (2011) and (2013)","Far","Stroop: time (s)","Non-random","Non-Active",-0.00538643065525662,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.36801053884238,0.127179612693564,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",-0.0775904177453458,0.088067178229152,"from_dataset",23,161,57,"Dahlin (2011) and (2013)","Far","Raven; RCPM","Non-random","Non-Active",0.509580311138351,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.36971335669018,0.0775904177453458,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.16712182558933,0.0882593662261908,"from_dataset",23,162,57,"Dahlin (2011) and (2013)","Far","Word decoding","Non-random","Non-Active",-0.413519388958215,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.36604252023443,0.16712182558933,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",-0.0923759659751861,0.0880892224937481,"from_dataset",23,163,57,"Dahlin (2011) and (2013)","Far","Orthographical verification","Non-random","Non-Active",-0.311936232930701,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.36929169613606,0.0923759659751861,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.642108697695491,0.091631066884681,"from_dataset",23,164,57,"Dahlin (2011) and (2013)","Far","Reading comprehension","Non-random","Non-Active",-0.407072683822047,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.30353283975766,0.642108697695491,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.245214516935229,0.0885418263553791,"from_dataset",23,165,57,"Dahlin (2011) and (2013)","Far","Addition","Non-random","Non-Active",-0.361734890230693,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.36066917111273,0.245214516935229,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",-0.240180523403716,0.0885203923598239,"from_dataset",23,166,57,"Dahlin (2011) and (2013)","Far","Subtraction","Non-random","Non-Active",-0.348016676768649,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.36107601639584,0.240180523403716,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dahlin (2011) and (2013) 2013",0.270983074782519,0.0886585076492634,"from_dataset",23,167,57,"Dahlin (2011) and (2013)","Far","Basic Number Screening Test","Non-random","Non-Active",-0.414001919806626,"children","10.7","10.7","Learning disabilities/ADHD",2013,3.35845699576806,0.270983074782519,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dentz et al. (2017) 2017",0.525299390637265,0.0909894246824411,"from_dataset",37,168,44,"Dentz et al. (2017)","Near","Digit Span","Random","Active",0.086860529160493,"adult","39.479999999999997","43.9","Adults with ADHD",2017,3.31516035742912,0.525299390637265,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dentz et al. (2017) 2017",-0.0185283908498736,0.0878576502672548,"from_dataset",37,169,44,"Dentz et al. (2017)","Near","Letter–Number Sequencing","Random","Active",0.0463209771246849,"adult","39.479999999999997","43.9","Adults with ADHD",2017,3.37372910668028,0.0185283908498736,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dentz et al. (2017) 2017",0.818196632785883,0.0954610869562851,"from_dataset",37,170,44,"Dentz et al. (2017)","Near","Corsi block-tapping","Random","Active",0.187724768561263,"adult","39.479999999999997","43.9","Adults with ADHD",2017,3.23658347518843,0.818196632785883,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dentz et al. (2017) 2017",0.1046903885252,0.0879782954511419,"from_dataset",37,171,44,"Dentz et al. (2017)","Far","WAIS-III Matrix Reasoning subtest","Random","Active",0.21265235169181,"adult","39.479999999999997","43.9","Adults with ADHD",2017,3.37141510525059,0.1046903885252,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",0.0995022789320982,0.0613075309712292,"from_dataset",34,172,64,"Dunning et al. (2013)_S1","Near","AWMA - Digit recall","Random","Active",0.254725834066172,"children","8.42","8.42","Children with low WM",2013,4.03871387945904,0.0995022789320982,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",1.07966550751666,0.0703370380384834,"from_dataset",34,173,64,"Dunning et al. (2013)_S1","Near","AWMA - Dot matrix","Random","Active",-0.4449117555772,"children","8.42","8.42","Children with low WM",2013,3.77057828526715,1.07966550751666,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",1.57383030532155,0.0805812897715093,"from_dataset",34,174,64,"Dunning et al. (2013)_S1","Near","AWMA - Backward digit recall","Random","Active",-0.650303486564337,"children","8.42","8.42","Children with low WM",2013,3.52275867312903,1.57383030532155,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",1.04234641324456,0.0697183539531911,"from_dataset",34,175,64,"Dunning et al. (2013)_S1","Near","AWMA - MrX","Random","Active",-0.32022931282475,"children","8.42","8.42","Children with low WM",2013,3.78727148113161,1.04234641324456,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",0.787116807410948,0.0694208285443236,"from_dataset",34,176,61,"Dunning et al. (2013)_S1","Near","Following instructions","Random","Active",-0.0942654859174788,"children","8.42","8.42","Children with low WM",2013,3.79537859230551,0.787116807410948,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",-0.0860742118755135,0.0630319183331884,"from_dataset",34,177,62,"Dunning et al. (2013)_S1","Far","Rhyme recall","Random","Active",0.0407719950989276,"children","8.42","8.42","Children with low WM",2013,3.98308649632693,0.0860742118755135,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",0.440355456416887,0.0627451264750061,"from_dataset",34,178,64,"Dunning et al. (2013)_S1","Near","Sentence counting (storage)","Random","Active",-0.534717339934791,"children","8.42","8.42","Children with low WM",2013,3.99217895104934,0.440355456416887,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",0.236048280941006,0.0616654847792177,"from_dataset",34,179,64,"Dunning et al. (2013)_S1","Near","Sentence counting (processing)","Random","Active",-0.268985250374634,"children","8.42","8.42","Children with low WM",2013,4.02697492145108,0.236048280941006,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",0.170580635454541,0.0663642891860327,"from_dataset",34,180,60,"Dunning et al. (2013)_S1","Far","Verbal IQ","Random","Active",-0.142760617655088,"children","8.42","8.42","Children with low WM",2013,3.88179661015688,0.170580635454541,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",-0.348014598642854,0.06575580475481,"from_dataset",34,181,61,"Dunning et al. (2013)_S1","Far","Performance IQ","Random","Active",0.301726942665726,"children","8.42","8.42","Children with low WM",2013,3.89971573995611,0.348014598642854,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",-0.210772606148986,0.0635278419776095,"from_dataset",34,182,62,"Dunning et al. (2013)_S1","Far","aWOND - Number operations","Random","Active",0.296313436566593,"children","8.42","8.42","Children with low WM",2013,3.96750925618874,0.210772606148986,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",-0.102740565364488,0.0632547011088078,"from_dataset",34,183,62,"Dunning et al. (2013)_S1","Far","aWOND - Maths reasoning","Random","Active",0.0778337616397637,"children","8.42","8.42","Children with low WM",2013,3.97606610297474,0.102740565364488,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",0.114658530668824,0.0624309572354001,"from_dataset",34,184,63,"Dunning et al. (2013)_S1","Far","WORD - Basic reading","Random","Active",-0.128990847002427,"children","8.42","8.42","Children with low WM",2013,4.00221120064481,0.114658530668824,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",0.0133836769318569,0.0672038760390077,"from_dataset",34,185,58,"Dunning et al. (2013)_S1","Far","WORD - Reading accuracy","Random","Active",-0.1345803069259,"children","8.42","8.42","Children with low WM",2013,3.8574725027852,0.0133836769318569,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",0.215489817927009,0.0676026410288525,"from_dataset",34,186,58,"Dunning et al. (2013)_S1","Far","WORD - Reading comprehension","Random","Active",-0.321748590215155,"children","8.42","8.42","Children with low WM",2013,3.84607871667418,0.215489817927009,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",0.0274489007768719,0.0695445464382561,"from_dataset",34,187,56,"Dunning et al. (2013)_S1","Far","WORD - Reading rate","Random","Active",-0.115677510416818,"children","8.42","8.42","Children with low WM",2013,3.79200115088021,0.0274489007768719,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",0.39362652938653,0.0678070867475971,"from_dataset",34,188,59,"Dunning et al. (2013)_S1","Far","KTEA - written expression","Random","Active",-0.807013426714153,"children","8.42","8.42","Children with low WM",2013,3.84027616736639,0.39362652938653,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",0.330000574092293,0.064047803972758,"from_dataset",34,189,62,"Dunning et al. (2013)_S1","Far","D-KEFS - Visual scanning speed","Random","Active",-0.516522637709675,"children","8.42","8.42","Children with low WM",2013,3.95137163768844,0.330000574092293,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",0.159745758431681,0.0658149883208917,"from_dataset",34,190,60,"Dunning et al. (2013)_S1","Far","Conners' CPT - Omissions","Random","Active",-0.0808224323831839,"children","8.42","8.42","Children with low WM",2013,3.89796195256319,0.159745758431681,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",-0.0814894083112264,0.0656576701236417,"from_dataset",34,191,60,"Dunning et al. (2013)_S1","Far","Conners' CPT - Commissions","Random","Active",0.491264718676249,"children","8.42","8.42","Children with low WM",2013,3.90262898888156,0.0814894083112264,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S1 2013",-0.263591419129316,0.0661813360617391,"from_dataset",34,192,60,"Dunning et al. (2013)_S1","Far","Conners' CPT - Hit Rate","Random","Active",0.20409309355157,"children","8.42","8.42","Children with low WM",2013,3.88715836864651,0.263591419129316,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",-0.208752589702735,0.061570632066502,"from_dataset",34,193,64,"Dunning et al. (2013)_S2","Near","AWMA - Digit recall","Random","Non-Active",0.339846366171347,"children","8.42","8.42","Children with low WM",2013,4.03007560829508,0.208752589702735,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",0.645849160782525,0.0644889406194387,"from_dataset",34,194,64,"Dunning et al. (2013)_S2","Near","AWMA - Dot matrix","Random","Non-Active",0.28454803605491,"children","8.42","8.42","Children with low WM",2013,3.93783376617973,0.645849160782525,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",2.26491144839173,0.101306930702036,"from_dataset",34,195,64,"Dunning et al. (2013)_S2","Near","AWMA - Backward digit recall","Random","Non-Active",-0.631751220053078,"children","8.42","8.42","Children with low WM",2013,3.14181364221032,2.26491144839173,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",1.07176692921871,0.0702042782138403,"from_dataset",34,196,64,"Dunning et al. (2013)_S2","Near","AWMA - MrX","Random","Non-Active",0.300822310420394,"children","8.42","8.42","Children with low WM",2013,3.77414177806324,1.07176692921871,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",0.556726841909252,0.0894482081213646,"from_dataset",34,197,50,"Dunning et al. (2013)_S2","Near","Following instructions","Random","Non-Active",-0.0808919342945066,"children","8.42","8.42","Children with low WM",2013,3.34359892958647,0.556726841909252,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",0.212099538604471,0.0633349622390452,"from_dataset",34,198,62,"Dunning et al. (2013)_S2","Far","Rhyme recall","Random","Non-Active",-0.245842647018818,"children","8.42","8.42","Children with low WM",2013,3.97354597258897,0.212099538604471,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",0.948029532783204,0.0682517441862016,"from_dataset",34,199,64,"Dunning et al. (2013)_S2","Near","Sentence counting (storage)","Random","Non-Active",-0.766913442938055,"children","8.42","8.42","Children with low WM",2013,3.82774610143038,0.948029532783204,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",0.510884482560522,0.0632692673072327,"from_dataset",34,200,64,"Dunning et al. (2013)_S2","Near","Sentence counting (processing)","Random","Non-Active",-0.409288136596782,"children","8.42","8.42","Children with low WM",2013,3.97560838073375,0.510884482560522,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",-0.140791017529083,0.0613850419642307,"from_dataset",34,201,64,"Dunning et al. (2013)_S2","Far","Verbal IQ","Random","Non-Active",0.19864079205836,"children","8.42","8.42","Children with low WM",2013,4.03616322871265,0.140791017529083,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",-0.294514368262006,0.0619078279212299,"from_dataset",34,202,64,"Dunning et al. (2013)_S2","Far","Performance IQ","Random","Non-Active",0.414962196970744,"children","8.42","8.42","Children with low WM",2013,4.01908523503181,0.294514368262006,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",-0.132336364885391,0.0622137859618372,"from_dataset",34,203,63,"Dunning et al. (2013)_S2","Far","aWOND - Number operations","Random","Non-Active",0.342558194521041,"children","8.42","8.42","Children with low WM",2013,4.0091904264435,0.132336364885391,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",-0.145801539427623,0.0622435095763482,"from_dataset",34,204,63,"Dunning et al. (2013)_S2","Far","aWOND - Maths reasoning","Random","Non-Active",0.551962970690285,"children","8.42","8.42","Children with low WM",2013,4.00823304259978,0.145801539427623,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",-0.270489918327093,0.0618017816931348,"from_dataset",34,205,64,"Dunning et al. (2013)_S2","Far","WORD - Basic reading","Random","Non-Active",0.0435353166700596,"children","8.42","8.42","Children with low WM",2013,4.02253194919368,0.270489918327093,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",0.0360834015839386,0.0672135561171253,"from_dataset",34,206,58,"Dunning et al. (2013)_S2","Far","WORD - Reading accuracy","Random","Non-Active",0.00649501228510919,"children","8.42","8.42","Children with low WM",2013,3.85719471671149,0.0360834015839386,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",0.224964376007943,0.0676386161050803,"from_dataset",34,207,58,"Dunning et al. (2013)_S2","Far","WORD - Reading comprehension","Random","Non-Active",-0.139153222272955,"children","8.42","8.42","Children with low WM",2013,3.84505577012592,0.224964376007943,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",0.2344705708123,0.0700286804241774,"from_dataset",34,208,56,"Dunning et al. (2013)_S2","Far","WORD - Reading rate","Random","Non-Active",-0.021498734286515,"children","8.42","8.42","Children with low WM",2013,3.77887066927337,0.2344705708123,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",0.275493506549188,0.0914920146831973,"from_dataset",34,209,48,"Dunning et al. (2013)_S2","Far","KTEA - written expression","Random","Non-Active",-0.339801789057788,"children","8.42","8.42","Children with low WM",2013,3.30604228885911,0.275493506549188,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",0.517541006204757,0.0642005778636813,"from_dataset",34,210,63,"Dunning et al. (2013)_S2","Far","D-KEFS - Visual scanning speed","Random","Non-Active",-0.560669423388487,"children","8.42","8.42","Children with low WM",2013,3.94666742789844,0.517541006204757,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",0.360296831714491,0.0747987719446523,"from_dataset",34,211,55,"Dunning et al. (2013)_S2","Far","Conners' CPT - Omissions","Random","Non-Active",0.348192451656892,"children","8.42","8.42","Children with low WM",2013,3.65639213581176,0.360296831714491,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",-0.534604352202135,0.076216844730561,"from_dataset",34,212,55,"Dunning et al. (2013)_S2","Far","Conners' CPT - Commissions","Random","Non-Active",0.813232891697316,"children","8.42","8.42","Children with low WM",2013,3.62221743942597,0.534604352202135,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S2 2013",-0.107802039012013,0.0737242944234854,"from_dataset",34,213,55,"Dunning et al. (2013)_S2","Far","Conners' CPT - Hit Rate","Random","Non-Active",-0.413360136344073,"children","8.42","8.42","Children with low WM",2013,3.68294037231514,0.107802039012013,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Dunning et al. (2013)_S3 (subsample S1) 2013",-0.18177640058095,0.114214598047927,"from_dataset",34,214,34,"Dunning et al. (2013)_S3 (subsample S1)","Near","AWMA - Digit recall","Random","Active",0.676579893536123,"children","8.42","8.42","Children with low WM",2013,2.95896066672202,0.18177640058095,"CRAN",NA,NA,"CRAN"
