"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","study_id","es_id","ni","author","comparison","age","test","model","year","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 1 2012",0.531034482758621,0.17660225921522,"from_dataset",5,444,24,"Chooi & Thompson, 2012 comp 1","Active","adults","Mill Hill Vocab",2,2012,2.37958856056775,0.531034482758621,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 2 2012",0.43118052173913,0.134342792149492,"from_dataset",5,445,31,"Chooi & Thompson, 2012 comp 2","Non-Active","adults","ETS: Card Rotation",2,2012,2.72830434610377,0.43118052173913,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 2 2012",0.451174956521739,0.134647668861448,"from_dataset",5,446,31,"Chooi & Thompson, 2012 comp 2","Non-Active","adults","ETS: Paper Folding",2,2012,2.72521380673901,0.451174956521739,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 2 2012",-0.924059408695652,0.145886037802805,"from_dataset",5,447,31,"Chooi & Thompson, 2012 comp 2","Non-Active","adults","Mental Rotation",2,2012,2.6181416246594,0.924059408695652,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 2 2012",0.431813565217391,0.134352233038522,"from_dataset",5,448,31,"Chooi & Thompson, 2012 comp 2","Non-Active","adults","RAPM",2,2012,2.72820848587689,0.431813565217391,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 2 2012",0.240157217391304,0.132126643187589,"from_dataset",5,449,31,"Chooi & Thompson, 2012 comp 2","Non-Active","adults","Mill Hill Vocab",2,2012,2.75109000644894,0.240157217391304,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 3 2012",-0.314226620689655,0.172420748488276,"from_dataset",5,450,24,"Chooi & Thompson, 2012 comp 3","Active","adults","ETS: Card Rotation",2,2012,2.4082703399521,0.314226620689655,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 3 2012",-0.260795862068966,0.171719707404954,"from_dataset",5,451,24,"Chooi & Thompson, 2012 comp 3","Active","adults","ETS: Paper Folding",2,2012,2.41318118238148,0.260795862068966,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 3 2012",0.114350068965517,0.170466149371029,"from_dataset",5,452,24,"Chooi & Thompson, 2012 comp 3","Active","adults","Mental Rotation",2,2012,2.42203784298147,0.114350068965517,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 3 2012",0.257754482758621,0.171683721799128,"from_dataset",5,453,24,"Chooi & Thompson, 2012 comp 3","Active","adults","RAPM",2,2012,2.41343407542192,0.257754482758621,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 3 2012",-0.149404137931034,0.170677111809169,"from_dataset",5,454,24,"Chooi & Thompson, 2012 comp 3","Active","adults","Mill Hill Vocab",2,2012,2.42054052154413,0.149404137931034,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 4 2012",-0.5611496,0.117304266723821,"from_dataset",5,455,36,"Chooi & Thompson, 2012 comp 4","Non-Active","adults","ETS: Card Rotation",2,2012,2.91973271100563,0.5611496,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 4 2012",0.189874666666667,0.113196826926328,"from_dataset",5,456,36,"Chooi & Thompson, 2012 comp 4","Non-Active","adults","ETS: Paper Folding",2,2012,2.97223314854801,0.189874666666667,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 4 2012",0.362271555555556,0.114599011346488,"from_dataset",5,457,36,"Chooi & Thompson, 2012 comp 4","Non-Active","adults","Mental Rotation",2,2012,2.95399369840738,0.362271555555556,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 4 2012",0.145542222222222,0.112977784514403,"from_dataset",5,458,36,"Chooi & Thompson, 2012 comp 4","Non-Active","adults","RAPM",2,2012,2.97511305039273,0.145542222222222,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Chooi & Thompson, 2012 comp 4 2012",-0.190128888888889,0.113198249984911,"from_dataset",5,459,36,"Chooi & Thompson, 2012 comp 4","Non-Active","adults","Mill Hill Vocab",2,2012,2.9722144659483,0.190128888888889,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Clouter 2013 2013",0.628114910133333,0.11847740701688,"from_dataset",6,460,36,"Clouter 2013","Active","adults","Cattell",2,2013,2.90524143595767,0.628114910133333,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Colom,  et al. 2013 2013",0.316511365581395,0.0729980572120939,"from_dataset",7,461,56,"Colom,  et al. 2013","Non-Active","adults","DAT-NR",2,2013,3.70121530252344,0.316511365581395,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Colom,  et al. 2013 2013",0.304794732986047,0.0729306079464707,"from_dataset",7,462,56,"Colom,  et al. 2013","Non-Active","adults","RAPM",2,2013,3.70292642606553,0.304794732986047,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Colom,  et al. 2013 2013",0.22614976744186,0.0725437167475469,"from_dataset",7,463,56,"Colom,  et al. 2013","Non-Active","adults","DAT-AR",2,2013,3.71278754605649,0.22614976744186,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Colom,  et al. 2013 2013",0.0511418939534884,0.072094078553506,"from_dataset",7,464,56,"Colom,  et al. 2013","Non-Active","adults","PMA-R",2,2013,3.72434755382448,0.0511418939534884,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Colom,  et al. 2013 2013",-0.306078697674419,0.0729378752468871,"from_dataset",7,465,56,"Colom,  et al. 2013","Non-Active","adults","DAT-VR",2,2013,3.70274194750062,0.306078697674419,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Colom,  et al. 2013 2013",-0.191142158139535,0.0724083627047122,"from_dataset",7,466,56,"Colom,  et al. 2013","Non-Active","adults","PMA-V",2,2013,3.71625611068949,0.191142158139535,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Dahlin,  et al.  2008 comp 1 2008",0.290526315789474,0.158593650117196,"from_dataset",8,467,26,"Dahlin,  et al.  2008 comp 1","Non-Active","adults","Raven advanced progressive  matrices",2,2008,2.51106007303396,0.290526315789474,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Estrada et al 2015 2015",-0.00783554195426196,0.0110345621458647,"from_dataset",9,468,363,"Estrada et al 2015","Non-Active","adults","Raven advanced",2,2015,9.51968213786251,0.00783554195426196,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Estrada et al 2015 2015",-0.0408225140956341,0.0110367852850676,"from_dataset",9,469,363,"Estrada et al 2015","Non-Active","adults","DAT-Abstract Reasoning",2,2015,9.5187233149868,0.0408225140956341,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Estrada et al 2015 2015",-0.135270238004158,0.0110598210387675,"from_dataset",9,470,363,"Estrada et al 2015","Non-Active","adults","DAT-Spatial Reasoning",2,2015,9.50880519514196,0.135270238004158,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Estrada et al 2015 2015",0.0356583647401247,0.011036238242511,"from_dataset",9,471,363,"Estrada et al 2015","Non-Active","adults","DAT-Verbal Reasoning",2,2015,9.51895922336869,0.0356583647401247,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Feiyue,  et al. 2009 2009",1.54285714285714,0.303375829344083,"from_dataset",10,472,18,"Feiyue,  et al. 2009","Non-Active","adults","rspm",2,2009,1.81555542576328,1.54285714285714,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 1 2014",-0.11059345034965,0.106828285194036,"from_dataset",11,473,38,"Foster  et al 2014 comp 1","Active","adults","Matrix reasoning",2,2014,3.05954518461901,0.11059345034965,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 1 2014",-0.209673558181818,0.10726967140471,"from_dataset",11,474,38,"Foster  et al 2014 comp 1","Active","adults","Paper Folding",2,2014,3.05324408814076,0.209673558181818,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 4 2014",-0.191779197061224,0.104386062158736,"from_dataset",11,475,39,"Foster  et al 2014 comp 4","Active","adults","Matrix reasoning",2,2014,3.09512891624323,0.191779197061224,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al 2014 comp 4 2014",0.10457012277551,0.104036316683583,"from_dataset",11,476,39,"Foster  et al 2014 comp 4","Active","adults","Paper Folding",2,2014,3.10032709660282,0.10457012277551,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al. 2014 comp 3 2014",0.218150025093525,0.110260619823031,"from_dataset",11,477,37,"Foster  et al. 2014 comp 3","Active","adults","Matrix reasoning",2,2014,3.01154796961,0.218150025093525,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster  et al. 2014 comp 3 2014",-0.0476264192230216,0.109612145389386,"from_dataset",11,478,37,"Foster  et al. 2014 comp 3","Active","adults","Paper Folding",2,2014,3.02044311518416,0.0476264192230216,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster et al   2014 comp 2 2014",-0.112000816653061,0.104058094585805,"from_dataset",11,479,39,"Foster et al   2014 comp 2","Active","adults","Matrix reasoning",2,2014,3.10000265210054,0.112000816653061,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Foster et al   2014 comp 2 2014",0.0452682024489796,0.103916068600918,"from_dataset",11,480,39,"Foster et al   2014 comp 2","Active","adults","Paper Folding",2,2014,3.10212037364904,0.0452682024489796,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Harrison,  et al. 2013 comp 2 2013",0.23759900888189,0.120274112849837,"from_dataset",12,481,34,"Harrison,  et al. 2013 comp 2","Active","adults","RAPM",2,2013,2.88345991860755,0.23759900888189,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Harrison,  et al. 2013 comp 2 2013",-0.116716829732283,0.119603616866724,"from_dataset",12,482,34,"Harrison,  et al. 2013 comp 2","Active","adults","Letter Sets",2,2013,2.8915309382469,0.116716829732283,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Harrison,  et al. 2013 comp 2 2013",-0.487196612188976,0.123106152340788,"from_dataset",12,483,34,"Harrison,  et al. 2013 comp 2","Active","adults","Number Series",2,2013,2.85010015087584,0.487196612188976,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Harrison, et al. 2013 comp 1 2013",0.189674748111888,0.107158581117348,"from_dataset",12,484,38,"Harrison, et al. 2013 comp 1","Active","adults","RAPM",2,2013,3.05482631280944,0.189674748111888,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Harrison, et al. 2013 comp 1 2013",0.0318471353846154,0.10667226382733,"from_dataset",12,485,38,"Harrison, et al. 2013 comp 1","Active","adults","Letter Sets",2,2013,3.06178184850968,0.0318471353846154,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Harrison, et al. 2013 comp 1 2013",-0.12679706993007,0.10688179033323,"from_dataset",12,486,38,"Harrison, et al. 2013 comp 1","Active","adults","Number Series",2,2013,3.0587792829492,0.12679706993007,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Heffernan 2014 2014",0.178967672358209,0.217055449073246,"from_dataset",13,487,19,"Heffernan 2014","Active","adults","CFIT Overall",2,2014,2.14641973853657,0.178967672358209,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Heinzel,  et al 2014 comp 1 2014",0.281869158878505,0.141803676273489,"from_dataset",14,488,29,"Heinzel,  et al 2014 comp 1","Non-Active","adults","mean LPS. Figural Relations",2,2014,2.65556083514065,0.281869158878505,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Heinzel,  et al 2014 comp 1 2014",0.591567567567568,0.141837987436085,"from_dataset",14,489,30,"Heinzel,  et al 2014 comp 1","Non-Active","adults","raven spm",2,2014,2.65523962044985,0.591567567567568,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi  et al  2008 comp 4 2008",0.880745461818182,0.285821644784085,"from_dataset",15,490,16,"Jaeggi  et al  2008 comp 4","Non-Active","adults","BOMAT",2,2008,1.87047730416204,0.880745461818182,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi et al  2008 comp  5 2008",0.879328014117647,0.305655892372581,"from_dataset",15,491,15,"Jaeggi et al  2008 comp  5","Non-Active","adults","BOMAT",2,2008,1.80877111420133,0.879328014117647,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi et al  2008 comp 1 2008",0.590655325176471,0.289153624023862,"from_dataset",15,492,15,"Jaeggi et al  2008 comp 1","Active","adults","Raven advanced",2,2008,1.85966912207558,0.590655325176471,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi et al  2008 comp 2 2008",-0.0471527311272727,0.257931409623247,"from_dataset",15,493,16,"Jaeggi et al  2008 comp 2","Non-Active","adults","Raven advanced",2,2008,1.96900982953391,0.0471527311272727,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi et al 2008 comp 3 2008",0.622430379746835,0.195716012352333,"from_dataset",15,494,22,"Jaeggi et al 2008 comp 3","Non-Active","adults","BOMAT",2,2008,2.26040792211563,0.622430379746835,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al.  2010 comp 2 2010",0.539173350461538,0.0653363258866257,"from_dataset",16,495,64,"Jaeggi,  et al.  2010 comp 2","Non-Active","adults","Bomat",2,2010,3.91221438491462,0.539173350461538,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al.  2010 comp 2 2010",0.50498833502834,0.0650483180677229,"from_dataset",16,496,64,"Jaeggi,  et al.  2010 comp 2","Non-Active","adults","Raven",2,2010,3.92086567615247,0.50498833502834,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al.  2010 comp1 2010",0.29070681460076,0.0598986205465091,"from_dataset",16,497,68,"Jaeggi,  et al.  2010 comp1","Non-Active","adults","Bomat",2,2010,4.08593628057039,0.29070681460076,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al.  2010 comp1 2010",0.781500078403042,0.0638870298986289,"from_dataset",16,498,68,"Jaeggi,  et al.  2010 comp1","Non-Active","adults","Raven",2,2010,3.95634040008423,0.781500078403042,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al. 2014 comp 2 2014",0.552064039408867,0.0791780324575187,"from_dataset",16,499,53,"Jaeggi,  et al. 2014 comp 2","Active","adults","BOMAT",2,2014,3.55383816719658,0.552064039408867,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al. 2014 comp 2 2014",0.197201674876847,0.0765693376352963,"from_dataset",16,500,53,"Jaeggi,  et al. 2014 comp 2","Active","adults","Cattell",2,2014,3.61387024166157,0.197201674876847,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al. 2014 comp 2 2014",0.0788177339901478,0.0762487403145585,"from_dataset",16,501,53,"Jaeggi,  et al. 2014 comp 2","Active","adults","Cattell",2,2014,3.62145975592351,0.0788177339901478,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al. 2014 comp 2 2014",0.285714285714286,0.0769887142257347,"from_dataset",16,502,53,"Jaeggi,  et al. 2014 comp 2","Active","adults","form board",2,2014,3.60401397791664,0.285714285714286,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al. 2014 comp 2 2014",0.160295960591133,0.076439889957786,"from_dataset",16,503,53,"Jaeggi,  et al. 2014 comp 2","Active","adults","RAPM",2,2014,3.6169289144603,0.160295960591133,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al. 2014 comp 2 2014",0.38423645320197,0.0776363104414359,"from_dataset",16,504,53,"Jaeggi,  et al. 2014 comp 2","Active","adults","space relations",2,2014,3.58895122374306,0.38423645320197,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al. 2014 comp 2 2014",0.374384236453202,0.0775629796934815,"from_dataset",16,505,53,"Jaeggi,  et al. 2014 comp 2","Active","adults","AFOQT reading comprehension",2,2014,3.59064738280654,0.374384236453202,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al. 2014 comp 2 2014",0.375423645320197,0.0775706262146069,"from_dataset",16,506,53,"Jaeggi,  et al. 2014 comp 2","Active","adults","AFOQT. Verbal Analogies.",2,2014,3.59047040448976,0.375423645320197,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi,  et al. 2014 comp 2 2014",-0.372590640394089,0.0775498347685458,"from_dataset",16,507,53,"Jaeggi,  et al. 2014 comp 2","Active","adults","ETS. Inferences",2,2014,3.59095168255485,0.372590640394089,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi, et al. 2014 comp 1 2014",0.162209206030151,0.0779303611746601,"from_dataset",16,508,52,"Jaeggi, et al. 2014 comp 1","Active","adults","BOMAT",2,2014,3.58217381943606,0.162209206030151,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi, et al. 2014 comp 1 2014",0.199238432160804,0.0780643074938864,"from_dataset",16,509,52,"Jaeggi, et al. 2014 comp 1","Active","adults","Cattell",2,2014,3.57909927093891,0.199238432160804,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi, et al. 2014 comp 1 2014",0.206834170854271,0.0780951759182461,"from_dataset",16,510,52,"Jaeggi, et al. 2014 comp 1","Active","adults","ets sd",2,2014,3.57839185160499,0.206834170854271,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi, et al. 2014 comp 1 2014",0.531859296482412,0.0804979998562585,"from_dataset",16,511,52,"Jaeggi, et al. 2014 comp 1","Active","adults","form board",2,2014,3.52458067128078,0.531859296482412,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi, et al. 2014 comp 1 2014",-0.0726565105527638,0.0777198675016309,"from_dataset",16,512,52,"Jaeggi, et al. 2014 comp 1","Active","adults","RAPM",2,2014,3.58702145425364,0.0726565105527638,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi, et al. 2014 comp 1 2014",0.167437185929648,0.0779476085491237,"from_dataset",16,513,52,"Jaeggi, et al. 2014 comp 1","Active","adults","space relations",2,2014,3.58177748584448,0.167437185929648,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi, et al. 2014 comp 1 2014",0.0984924623115578,0.0777641201756755,"from_dataset",16,514,52,"Jaeggi, et al. 2014 comp 1","Active","adults","AFOQT reading comprehension",2,2014,3.58600068863663,0.0984924623115578,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi, et al. 2014 comp 1 2014",0.109664393846154,0.0793276748799843,"from_dataset",16,515,51,"Jaeggi, et al. 2014 comp 1","Active","adults","AFOQT. Verbal Analogies.",2,2014,3.55048463397469,0.109664393846154,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jaeggi, et al. 2014 comp 1 2014",-0.113446572864322,0.0777958386505353,"from_dataset",16,516,52,"Jaeggi, et al. 2014 comp 1","Active","adults","ETS. Inferences",2,2014,3.58526958225206,0.113446572864322,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jausovec & Jausovec 2012 2012",0.252710280373832,0.141514248797516,"from_dataset",17,517,29,"Jausovec & Jausovec 2012","Non-Active","adults","paper folding",2,2012,2.65827504834894,0.252710280373832,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jausovec & Jausovec 2012 2012",0.544299065420561,0.145829349348385,"from_dataset",17,518,29,"Jausovec & Jausovec 2012","Non-Active","adults","Raven",2,2012,2.61865045220988,0.544299065420561,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Jausovec & Jausovec 2012 2012",0.281869158878505,0.141803676273489,"from_dataset",17,519,29,"Jausovec & Jausovec 2012","Non-Active","adults","word analogies",2,2012,2.65556083514065,0.281869158878505,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Kundu,  et al, 2013 comp 1 2013",-0.0126298028169014,0.205043139751715,"from_dataset",18,520,20,"Kundu,  et al, 2013 comp 1","Active","adults","RAPM",2,2013,2.20839816847958,0.0126298028169014,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Lindeløv et al 2014 comp 1 2014",0.169662199047619,0.229343256519724,"from_dataset",19,521,18,"Lindeløv et al 2014 comp 1","Active","adults","Raven advanced",2,2014,2.08812749811641,0.169662199047619,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 1 2012",0.087504677260274,0.0708640174693201,"from_dataset",20,522,57,"Minear, et al 2012 comp 1","Active","adults","ETS math",2,2012,3.75653219264461,0.087504677260274,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 1 2012",0,0.0707943625248146,"from_dataset",20,523,57,"Minear, et al 2012 comp 1","Active","adults","ETS arithmetic",2,2012,3.75837977415611,0,"CRAN",NA,NA,"CRAN"
"psymetadata_sala2019","psymetadata","sala2019","Studies on the impact of working-memory training on near- and far-transfer measures","Minear, et al 2012 comp 1 2012",-0.510238306849315,0.0731626561030279,"from_dataset",20,524,57,"Minear, et al 2012 comp 1","Active","adults","Raven standard",2,2012,3.69704952314398,0.510238306849315,"CRAN",NA,NA,"CRAN"
