"dataset_id","source_pkg","object","title","slab","yi","vi","measure","year","article","species","amniotes","environment","reprounit"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Sato, T. & Suzuki, N 2010",0.410621191791374,0.037037037037037,"ZCOR","2010",77,"Birgus_latro","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Sinervo, B. 1990",0.21317134656486,0.00221238938053097,"ZCOR","1990",78,"Sceloporus_occidentalis","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Sinervo, B. 1990",-0.0902441878561468,0.0033112582781457,"ZCOR","1990",78,"Sceloporus_occidentalis","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Sinervo, B. 1990",0.459896681212679,0.00529100529100529,"ZCOR","1990",78,"Sceloporus_occidentalis","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Sinervo, B. 1990",0.331647108705132,0.0025706940874036,"ZCOR","1990",78,"Sceloporus_occidentalis","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Weatherhead, P.J., Brown, G.P., Prosser, M.R. & Kissner, K.J. 1999",0.100335347731076,0.0138888888888889,"ZCOR","1999",81,"Nerodia_sipedon","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Wilkinson, L.R. & Gibbons, J.W. 2005",0.46358306205021,0.00158227848101266,"ZCOR","2005",82,"Kinosternon_subrubrum","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Wilkinson, L.R. & Gibbons, J.W. 2005",0.41180003447869,0.0232558139534884,"ZCOR","2005",82,"Sternotherus_odoratus","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Wilkinson, L.R. & Gibbons, J.W. 2005",0.644565306333121,0.0131578947368421,"ZCOR","2005",82,"Pseudemys_floridana","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Hendry, A.P., Day, T. & Cooper, A.B. 2001",0.46604719852364,0.000570776255707763,"ZCOR","2001",83,"Oncorhynchus_nerka","no","captive","life"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Hendry, A.P., Day, T. & Cooper, A.B. 2001",0.725005087752999,0.0050251256281407,"ZCOR","2001",83,"Oncorhynchus_nerka","no","captive","life"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Hendry, A.P., Day, T. & Cooper, A.B. 2001",0.637214567662943,0.00203252032520325,"ZCOR","2001",83,"Oncorhynchus_kisutch","no","captive","life"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Hendry, A.P., Day, T. & Cooper, A.B. 2001",0.562729769352149,0.00666666666666667,"ZCOR","2001",83,"Oncorhynchus_masou","no","wild","life"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Hendry, A.P., Day, T. & Cooper, A.B. 2001",0.865342428461528,0.00171526586620926,"ZCOR","2001",83,"Oncorhynchus_nerka","no","wild","life"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Valentinsson, D. 2002",0.100335347731076,0.0416666666666667,"ZCOR","2002",84,"Buccinum_undatum","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Walker, S.E., Rypstra, A.L. & Marshall, S.D. 2003",-0.0952873492753375,0.0714285714285714,"ZCOR","2003",85,"Hogna_helluo","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Brown, G.P. & Shine, R. 2005",0.758173744684044,0.00317460317460317,"ZCOR","2005",86,"Tropidonophis_mairii","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Stelzer, C.P. 2002",0.472230804420426,0.0192307692307692,"ZCOR","2002",87,"Synchaeta_pectinata","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Ji, X. & Wang, Z.W. 2005",0.554653788892429,0.00680272108843537,"ZCOR","2005",88,"Naja_atra","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Noriyuki, S., Kishi, S. & Nishida, T. 2010",0.0500417292784913,0.0526315789473684,"ZCOR","2010",89,"Ypthima_multistriata","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Noriyuki, S., Kishi, S. & Nishida, T. 2010",0.295293893590915,0.0588235294117647,"ZCOR","2010",89,"Ypthima_multistriata","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Wederkind, C., Strahm, D. & Schochrer, L. 1998",0.590145159841189,0.027027027027027,"ZCOR","1998",90,"Schistocephalus_solidus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Wederkind, C., Strahm, D. & Schochrer, L. 1998",0.354092528962243,0.0526315789473684,"ZCOR","1998",90,"Schistocephalus_solidus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Luiselli, L., Capula, M. & Shine, R. 1996",0.549306144334055,0.04,"ZCOR","1996",91,"Coronella_austriaca","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Newbrey, J.L. & Reed, W.L. 2009",0.444055026670094,0.0434782608695652,"ZCOR","2009",92,"Xanthocephalus_xanthocephalus","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Newbrey, J.L. & Reed, W.L. 2009",-0.327197097131356,0.1,"ZCOR","2009",92,"Xanthocephalus_xanthocephalus","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Fox, C.W. 1997",0.0270065638712766,0.037037037037037,"ZCOR","1997",93,"Stator_limbatus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Fox, C.W. 1997",0.349576602310079,0.037037037037037,"ZCOR","1997",93,"Stator_limbatus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Herbinnger, C.M., Doyle, R.W., Pitman, E.R., Paquet, D., Mesa, K.A., Morris, D.B., Wright, J.M. & Cook, D. 1995",0.133792642123732,0.142857142857143,"ZCOR","1995",95,"Oncorhynchus_mykiss","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Koskela, E., Huitu, O, Koivula, M., Korpimpski, E & Mappes, T. 2004",0.184050430681648,0.0135135135135135,"ZCOR","2004",96,"Microtus_agrestis","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Koskela, E., Huitu, O, Koivula, M., Korpimpski, E & Mappes, T. 2004",0.447692023527421,0.0120481927710843,"ZCOR","2004",96,"Microtus_agrestis","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Rollison, N. NA",0.345074338781844,0.05,"ZCOR",NA,97,"Chelydra_serpentina","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Rollison, N. NA",0.521685710478716,0.0454545454545455,"ZCOR",NA,97,"Glyptemys_inscupta","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Shibata, F. & Kawamichi, T. 2009",0.114497734941074,0.025,"ZCOR","2009",98,"Apodemus_argenteus","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Rowe, J.W., Coval, K.A. & Campbell, K.C. 2003",0.459896681212679,0.00709219858156028,"ZCOR","2003",99,"Chrysemys_picta","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Uller, T. & Olsson, M. 2010",0.435611223236224,0.0108695652173913,"ZCOR","2010",100,"Ctenophorus_fordi","yes","wild","life"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Rollison, N., Brooks, R.J. 2008",0.551976377649714,0.0119047619047619,"ZCOR","2008",101,"Chrysemys_picta","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Heath, D.D., Fox, C.W. & Heath, J.W. 1999",0.829114038301766,0.0175438596491228,"ZCOR","1999",103,"Oncorhynchus_tshawytscha","no","captive","life"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Heath, D.D., Fox, C.W. & Heath, J.W. 1999",0.751427824762976,0.012987012987013,"ZCOR","1999",103,"Oncorhynchus_tshawytscha","no","captive","life"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dziminski, M.A., Vercoe, P.E. & Roberts, J.D.  2006",1.09584066294573,0.0333333333333333,"ZCOR","2006",105,"Crinia_georgiana","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Lampert, W. 1993",0.650490388703677,0.0294117647058824,"ZCOR","1993",106,"Daphnia_magna","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Zuniga-Vega, J.J., Suarez-Rodriguez, M., Espinosa-Perez, H. & Johnson, J.B. 2011",0.0862129645198654,0.00460829493087558,"ZCOR","2011",107,"Poecilia_butleri","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Cox, R.M., Duryea, M.C., Najarro, M. & Calsbeek, R. 2010",-0.0550555592082121,0.00862068965517241,"ZCOR","2010",108,"Anolis_sagrei","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Cox, R.M., Duryea, M.C., Najarro, M. & Calsbeek, R. 2010",0.0841984086627306,0.00769230769230769,"ZCOR","2010",108,"Anolis_sagrei","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Halstead, B.J., Wylie, G.D., Casazza, M.L. & Coates, P.S. 2011",0.164467041014595,0.125,"ZCOR","2011",112,"Thamnophis_gigas","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Lim, J.N. NA",-0.321652106375021,0.0344827586206897,"ZCOR",NA,113,"Gambusia_affinis","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Arcos-Garcia, J. L., Martinez, G. D. M., Gama, R. B., Barros, O. V. E. & Morales, G. E. L. 2010",0.171666663500579,0.00746268656716418,"ZCOR","2010",114,"Iguana_iguana","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bager, A., De Freitas, T. R. O. & Krause, L. 2007",0.517799660419688,0.037037037037037,"ZCOR","2007",115,"Trachemys_dorbignyi","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bauerfeind, S. S. & Fischer, K. 2008",-0.0701146706543251,0.0208333333333333,"ZCOR","2008",119,"Pararge_aegeria","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bauerfeind, S. S. & Fischer, K. 2008",0.0500417292784913,0.0175438596491228,"ZCOR","2008",119,"Lycaena_tityrus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bauerfeind, S. S. & Fischer, K. 2008",-0.0801713250375897,0.00735294117647059,"ZCOR","2008",119,"Pieris_napi","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bauerfeind, S. S. & Fischer, K. 2008",0.309519604203112,0.00469483568075117,"ZCOR","2008",119,"Papilio_machaon","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bauerfeind, S. S. & Fischer, K. 2008",0.510070336613307,0.0222222222222222,"ZCOR","2008",119,"Araschnia_levana","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bidwell, M. T. & Dawson, R. D. 2005",0.130739850028878,0.0555555555555556,"ZCOR","2005",120,"Tachycineta_bicolor","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Blomqvist, D. & Johansson, O. C. 1995",0.553314181828173,0.0263157894736842,"ZCOR","1995",122,"Vanellus_vanellus","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Bradshaw, W. E., Holzapfel, C. M. & Oneill, T. 1993",0.0110004436988797,0.0263157894736842,"ZCOR","1993",123,"Wyeomyia_smithii","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Brana, F., Bea, A. & Arrayago, M. J. 1991",0.662462707371799,0.111111111111111,"ZCOR","1991",124,"Iberolacerta_monticola","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Brana, F., Bea, A. & Arrayago, M. J. 1991",0.907644983319124,0.166666666666667,"ZCOR","1991",124,"Podarcis_muralis","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Brooks, R. J., Shilton, C. M., Brown, G. P. & Quinn, N. W. S. 1992",0.510070336613307,0.0833333333333333,"ZCOR","1992",125,"Clemmys_insculpta","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Brown, C. A., Sanford, B. M. & Swerdon, R. R. 2003",0.290940262008008,0.0769230769230769,"ZCOR","2003",127,"Pirata_sedentarius","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Brown, C. A., Sanford, B. M. & Swerdon, R. R. 2003",-0.503671887277581,0.333333333333333,"ZCOR","2003",127,"Pirata_sedentarius","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Brown, C. A., Sanford, B. M. & Swerdon, R. R. 2003",-0.0450304119590906,0.0666666666666667,"ZCOR","2003",127,"Pirata_sedentarius","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Brown, C. A. 2004",-0.336109830226995,0.0666666666666667,"ZCOR","2004",128,"Centruroides_exilicauda","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Brown, C. A. 2004",0.0841984086627306,0.0909090909090909,"ZCOR","2004",128,"Centruroides_exilicauda","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Brown, C. A. 2004",0.100335347731076,0.0666666666666667,"ZCOR","2004",128,"Vaejovis_sp","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Brown, C. A. 2004",0.290940262008008,0.333333333333333,"ZCOR","2004",128,"Diplocentrus_peloncillensis","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Brown, C. A. 2004",0.562729769352149,1,"ZCOR","2004",128,"Pseudouroctonus_apacheanus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Castilla, A. M., Barbadillo, L. J. & Bauwens, D. 1992",1.47750774617692,0.0909090909090909,"ZCOR","1992",131,"Acanthodactylus_erythrurus","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Castilla, A. M. & Bauwens, D. 2000a",0.0841984086627306,0.0126582278481013,"ZCOR","2000a",132,"Podarcis_atrata","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Castilla, A. M. & Bauwens, D. 2000b",0.1944128945521,0.125,"ZCOR","2000b",133,"Podarcis_lilfordi","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Castro-Franco, R., Bustos-Zagal, M. G. & Mendez-De la Cruz, F. R. 2011",0.185084884559192,0.04,"ZCOR","2011",134,"Ctenosaura_pectinata","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Clark, D. R., Bunck, C. M. & Hall, R. J. 1997",0.151140435936467,0.0227272727272727,"ZCOR","1997",136,"Diadophis_punctatus","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Clark, P. J., Ewert, M. A. & Nelson, C. E. 2001",0.638679838878111,0.0149253731343284,"ZCOR","2001",137,"Sternotherus_odoratus","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Congdon, J. D. & Sels, R. C. V. 1991",0.229970121453215,0.00471698113207547,"ZCOR","1991",139,"Emydoidea_blandingii","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Daza, J. M. & Paez, V. P. 2007",0.372297871197994,0.0196078431372549,"ZCOR","2007",141,"Trachemys_callirostris","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Doughty, P. 1996",0.484700278594052,0.0588235294117647,"ZCOR","1996",144,"Gehyra_dubia","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Doughty, P. 1996",0.266108406873654,0.0416666666666667,"ZCOR","1996",144,"Gehyra_variegata","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Doughty, P. 1996",0.202732554054082,0.0588235294117647,"ZCOR","1996",144,"Oedura_lesueurii","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Du, W. G., Ji, X. & Shine, R. 2005",0.100335347731076,0.0116279069767442,"ZCOR","2005",146,"Takydromus_septentrionalis","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Du, Y., Lin, C. X., Lin, L. H., Qiu, Q. B. & Ji, X. 2011",0.216311830263323,0.0050761421319797,"ZCOR","2011",147,"Leiolepis_reevesii","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Dufva, R. 1996",0.388423099718296,0.0142857142857143,"ZCOR","1996",148,"Parus_major","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Formanowicz, D. R. & Shaffer, L. R. 1993",0.0510442861335116,0.032258064516129,"ZCOR","1993",151,"Centruroides_vittatus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Fox, S. F. & McCoy, J. K. 2000",0.250086529824892,0.0526315789473684,"ZCOR","2000",153,"Uta_stansburiana","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Fuller, R. C. 1998",0.599930344726181,0.0625,"ZCOR","1998",154,"Etheostoma_caeruleum","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Galan, P. 1997",0.688472793134165,0.0256410256410256,"ZCOR","1997",155,"Podarcis_bocagei","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Galan, P. 2007",0.522984277591344,0.032258064516129,"ZCOR","2007",156,"Podarcis_hispanica","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Guill, J. M. & Heins, D. C. 1996",0.279022347851691,0.0232558139534884,"ZCOR","1996",159,"Etheostoma_zonale","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Guill, J. M. & Heins, D. C. 2000",0.73810684614467,0.0555555555555556,"ZCOR","2000",159,"Etheostoma_zonale","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Heins, D. C. 1991",1.64378617807722,0.0333333333333333,"ZCOR","1991",160,"Notropis_longirostris","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Heins, D. C. 1991",0.451340165790876,0.0833333333333333,"ZCOR","1991",160,"Notropis_longirostris","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Heins, D. C. 1991",0.199609495805606,0.0588235294117647,"ZCOR","1991",160,"Notropis_longirostris","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Heins, D. C. 1991",0.193374826148404,0.0555555555555556,"ZCOR","1991",160,"Notropis_longirostris","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Heins, D. C. 1991",0.184050430681648,0.0714285714285714,"ZCOR","1991",160,"Notropis_longirostris","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Heins, D. C. 1991",0.0671005252272048,0.0476190476190476,"ZCOR","1991",160,"Notropis_longirostris","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Heins, D. C. 1991",0.172696604231211,0.142857142857143,"ZCOR","1991",160,"Notropis_longirostris","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Heins, D. C. 1991",1.52752442535521,0.166666666666667,"ZCOR","1991",160,"Etheostoma_simoterum","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L. 2010",0.143986872598515,0.0625,"ZCOR","2010",162,"Gasterosteus_aculeatus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L. 2010",0.0942783384694736,0.0175438596491228,"ZCOR","2010",162,"Gasterosteus_aculeatus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L. 2010",0.143986872598515,0.00526315789473684,"ZCOR","2010",162,"Gasterosteus_aculeatus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L. 2010",0.427225483354929,0.00636942675159236,"ZCOR","2010",162,"Gasterosteus_aculeatus","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Hendrickx, F. & Maelfait, J. P. 2003",0.0200026673068496,0.04,"ZCOR","2003",163,"Pirata_piraticus","no","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Herreras, M. V., Montero, F. E., Marcogliese, D. J., Raga, J. A. & Balbuena, J. A. 2007",0.447692023527421,0.0212765957446809,"ZCOR","2007",164,"Anisakis_simplex","no","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Herrmann, P. A. & Herrmann, H. W. 2005",0.331647108705132,0.0217391304347826,"ZCOR","2005",165,"Chamaeleo_montium","yes","captive","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Iverson, J. B., Higgins, H., Sirulnik, A. & Griffiths, C. 1997",0.662462707371799,0.0555555555555556,"ZCOR","1997",172,"Chelydra_serpentina","yes","wild","single"
"metadat_dat.lim2014","metadat","dat.lim2014","Studies on the Association Between Maternal Size, Offspring Size, and Number of Offsprings","Iverson, J. B., Barthelmess, E. L., Smith, G. R. & Derivera, C. E. 1991",0.576339754969193,0.0588235294117647,"ZCOR","1991",173,"Kinosternon_hirtipes","yes","wild","single"
