"dataset_id","source_pkg","object","title","slab","yi","vi","measure","article","experiment","sample","pairing","stimuli","condition","gen_difficulty","manip_type","present_style","word_status","memory_test","memory_type","gen_constraint","learning_type","stimuli_relation","gen_mode","gen_task","attention","pacing","filler_task","age_grp","retention_delay"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",273,0.151,0.000388621841060109,"from_dataset",80,"1",2,131,12,"read",NA,"within","mixed","words","cued recall","item",NA,"incidental","antonym","writing/typing","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",274,0.177,0.000472604481697857,"from_dataset",80,"1",3,132,12,"generate",NA,"within","mixed","words","cued recall","cue word","high","incidental","antonym","writing/typing","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",275,0.094,0.000242090295509309,"from_dataset",80,"1",3,132,12,"read",NA,"within","mixed","words","cued recall","cue word",NA,"incidental","antonym","writing/typing","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",276,0.903,0.000533330761582298,"from_dataset",80,"2",1,135,15,"generate",NA,"between","mixed","words","cued recall","item","medium","incidental","semantic","verbal/speaking","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",277,0.736,0.00118275198128287,"from_dataset",80,"2",2,135,15,"read",NA,"between","pure","words","cued recall","item",NA,"incidental","semantic","verbal/speaking","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",278,0.779,0.00101285233949262,"from_dataset",80,"2",1,136,15,"generate",NA,"between","pure","words","cued recall","cue word","medium","incidental","semantic","verbal/speaking","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",279,0.676,0.00138579048261972,"from_dataset",80,"2",2,136,15,"read",NA,"between","pure","words","cued recall","cue word",NA,"incidental","semantic","verbal/speaking","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",280,0.885,0.000595939258189011,"from_dataset",80,"2",2,139,15,"generate",NA,"between","pure","words","cued recall","item","medium","intentional","semantic","verbal/speaking","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",281,0.755,0.00110915598537315,"from_dataset",80,"2",1,139,15,"read",NA,"between","pure","words","cued recall","item",NA,"intentional","semantic","verbal/speaking","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",282,0.803,0.000914972130844756,"from_dataset",80,"2",2,140,15,"generate",NA,"between","pure","words","cued recall","cue word","medium","intentional","semantic","verbal/speaking","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",283,0.745,0.00114826979032361,"from_dataset",80,"2",1,140,15,"read",NA,"between","pure","words","cued recall","cue word",NA,"intentional","semantic","verbal/speaking","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",284,0.28,0.000959444196021819,"from_dataset",85,"1",1,143,6,"generate",NA,"between","pure","words","free recall","item","low","intentional",NA,"covert/thinking","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",285,0.24,0.000763087240760943,"from_dataset",85,"1",2,143,6,"read",NA,"between","pure","words","free recall","item",NA,"intentional",NA,"covert/thinking","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",286,0.22,0.000672921120315858,"from_dataset",85,"1",3,144,6,"generate",NA,"between","pure","words","free recall","item","low","intentional",NA,"covert/thinking","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",287,0.15,0.000408480081821489,"from_dataset",85,"1",4,144,6,"read",NA,"between","pure","words","free recall","item",NA,"intentional",NA,"covert/thinking","word fragment","full","timed","yes","younger","short"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",288,0.34,0.000894034221293633,"from_dataset",86,"1",1,145,36,"generate",NA,"between","pure","words","free recall","item","medium","incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",289,0.25,0.000566578206263155,"from_dataset",86,"1",2,145,36,"read",NA,"between","pure","words","free recall","item",NA,"incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",290,0.66,0.0013223547475971,"from_dataset",86,"1",1,146,36,"generate",NA,"between","pure","words","cued recall","cue word","medium","incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",291,0.46,0.00129672297149292,"from_dataset",86,"1",2,146,36,"read",NA,"between","pure","words","cued recall","cue word",NA,"incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",292,0.7,0.00128870076848938,"from_dataset",86,"2",1,147,36,"generate",NA,"between","pure","words","recognition","cue word","medium","incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",293,0.68,0.00135045517754083,"from_dataset",86,"2",2,147,36,"read",NA,"between","pure","words","recognition","cue word",NA,"incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",294,0.61,0.00132405059351169,"from_dataset",86,"2",3,148,36,"generate",NA,"between","pure","words","cued recall","cue word","medium","incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",295,0.45,0.0012946454295358,"from_dataset",86,"2",4,148,36,"read",NA,"between","pure","words","cued recall","cue word",NA,"incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",296,0.73,0.0006840565946971,"from_dataset",86,"3",1,149,36,"generate",NA,"between","pure","words","recognition","item","medium","incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",297,0.64,0.000921759832775265,"from_dataset",86,"3",2,149,36,"read",NA,"between","pure","words","recognition","item",NA,"incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",298,0.55,0.000880513025707875,"from_dataset",86,"3",1,150,36,"generate",NA,"between","pure","words","cued recall","cue word","medium","incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",299,0.42,0.000797089286796651,"from_dataset",86,"3",2,150,36,"read",NA,"between","pure","words","cued recall","cue word",NA,"incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",300,0.38,0.00110769445801249,"from_dataset",89,"1",1,151,36,"generate",NA,"between","pure","words","free recall","item","low","incidental","category","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",301,0.29,0.000743477300759581,"from_dataset",89,"1",2,151,36,"read",NA,"between","pure","words","free recall","item",NA,"incidental","category","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",302,0.4,0.00118294508102696,"from_dataset",89,"1",3,152,36,"generate",NA,"between","pure","words","free recall","item","low","incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",303,0.31,0.000829575128503558,"from_dataset",89,"1",4,152,36,"read",NA,"between","pure","words","free recall","item",NA,"incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",304,0.81,0.000871179523044669,"from_dataset",89,"1",1,153,36,"generate",NA,"between","pure","words","recognition","item","low","incidental","category","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",305,0.63,0.00145433432335374,"from_dataset",89,"1",2,153,36,"read",NA,"between","pure","words","recognition","item",NA,"incidental","category","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",306,0.75,0.00110937234924991,"from_dataset",89,"1",3,154,36,"generate",NA,"between","pure","words","recognition","item","low","incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",307,0.71,0.00125535404690575,"from_dataset",89,"1",4,154,36,"read",NA,"between","pure","words","recognition","item",NA,"incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",308,0.22,0.000403997705103742,"from_dataset",89,"2",1,155,64,"generate",NA,"between","pure","words","free recall","item","medium","incidental","compound words","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",309,0.2,0.000353598721712975,"from_dataset",89,"2",2,155,64,"read",NA,"between","pure","words","free recall","item",NA,"incidental","compound words","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",310,0.22,0.000403997705103742,"from_dataset",89,"2",1,156,64,"generate",NA,"between","pure","words","free recall","item","medium","incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",311,0.18,0.000307173888483707,"from_dataset",89,"2",2,156,64,"read",NA,"between","pure","words","free recall","item",NA,"incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",312,0.24,0.000418121344424272,"from_dataset",89,"3",1,157,64,"generate",NA,"between","pure","words","free recall","item","medium","incidental","compound words","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",313,0.17,0.000260562966603395,"from_dataset",89,"3",2,157,64,"read",NA,"between","pure","words","free recall","item",NA,"incidental","compound words","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",314,0.19,0.000301070476991212,"from_dataset",89,"3",1,158,64,"generate",NA,"between","pure","words","free recall","item","medium","incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",315,0.16,0.000241720304572822,"from_dataset",89,"3",2,158,64,"read",NA,"between","pure","words","free recall","item",NA,"incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",316,0.69,0.000974197413876628,"from_dataset",89,"3",1,159,64,"generate",NA,"between","pure","words","free recall","item","medium","incidental","compound words","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",317,0.59,0.00112088270283455,"from_dataset",89,"3",2,159,64,"read",NA,"between","pure","words","free recall","item",NA,"incidental","compound words","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",318,0.73,0.000873925558265636,"from_dataset",89,"3",1,160,64,"generate",NA,"between","pure","words","free recall","item","medium","incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",319,0.57,0.00112711510231138,"from_dataset",89,"3",2,160,64,"read",NA,"between","pure","words","free recall","item",NA,"incidental","semantic","writing/typing","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",320,0.84,0.000806666666666667,"from_dataset",93,"1a",1,161,72,"generate",NA,"between","pure","words","recognition","item","high","intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",321,0.71,0.00096,"from_dataset",93,"1a",2,161,72,"read",NA,"between","pure","words","recognition","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",322,0.57,0.00096,"from_dataset",93,"1a",3,162,72,"generate",NA,"between","pure","words","cued recall","item","high","intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",323,0.54,0.00294,"from_dataset",93,"1a",4,162,72,"read",NA,"between","pure","words","cued recall","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",324,0.24,0.000806666666666667,"from_dataset",93,"1a",5,163,72,"generate",NA,"between","pure","words","free recall","item","high","intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",325,0.16,0.000326666666666667,"from_dataset",93,"1a",6,163,72,"read",NA,"between","pure","words","free recall","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",326,0.88,0.000672222222222222,"from_dataset",93,"1b",1,164,72,"generate",NA,"between","pure","words","recognition","item","high","intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",327,0.79,0.000555555555555556,"from_dataset",93,"1b",2,164,72,"read",NA,"between","pure","words","recognition","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",328,0.56,0.00108888888888889,"from_dataset",93,"1b",3,165,72,"generate",NA,"between","pure","words","cued recall","item","high","intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",329,0.44,0.00160555555555556,"from_dataset",93,"1b",4,165,72,"read",NA,"between","pure","words","cued recall","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",330,0.36,0.00160555555555556,"from_dataset",93,"1b",5,166,72,"generate",NA,"between","pure","words","free recall","item","high","intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",331,0.32,0.00200555555555556,"from_dataset",93,"1b",6,166,72,"read",NA,"between","pure","words","free recall","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",332,0.89,0.000864285714285714,"from_dataset",93,"1c",1,167,72,"generate",NA,"between","pure","words","recognition","item","high","intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",333,0.93,0.000178571428571429,"from_dataset",93,"1c",2,167,72,"read",NA,"between","pure","words","recognition","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",334,0.64,0.00102857142857143,"from_dataset",93,"1c",3,168,72,"generate",NA,"between","pure","words","cued recall","item","high","intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",335,0.51,0.00120714285714286,"from_dataset",93,"1c",4,168,72,"read",NA,"between","pure","words","cued recall","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",336,0.38,0.00182857142857143,"from_dataset",93,"1c",5,169,72,"generate",NA,"between","pure","words","free recall","item","high","intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",337,0.48,0.00160714285714286,"from_dataset",93,"1c",6,169,72,"read",NA,"between","pure","words","free recall","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",338,0.62,0.00120714285714286,"from_dataset",93,"2",1,170,72,"generate",NA,"between","pure","words","recognition","item","high","intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",339,0.63,0.000864285714285714,"from_dataset",93,"2",2,170,72,"read",NA,"between","pure","words","recognition","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",340,0.71,0.00102857142857143,"from_dataset",93,"2",1,171,72,"generate",NA,"between","pure","words","cued recall","item","high","intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",341,0.6,0.000864285714285714,"from_dataset",93,"2",2,171,72,"read",NA,"between","pure","words","cued recall","item",NA,"intentional","rhyme","writing/typing","word stem","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",342,0.5,0.000901765884963153,"from_dataset",102,"1",1,172,72,"generate",NA,"within","pure","words",NA,"order","low","intentional",NA,"verbal/speaking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",343,0.59,0.000933072745782427,"from_dataset",102,"1",1,172,72,"read",NA,"within","pure","words",NA,"order",NA,"intentional",NA,"verbal/speaking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",344,0.75,0.000681328009271634,"from_dataset",102,"1",1,173,72,"generate",NA,"within","pure","words","recognition","item","low","incidental",NA,"verbal/speaking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",345,0.66,0.000862638799775998,"from_dataset",102,"1",1,173,72,"read",NA,"within","pure","words","recognition","item",NA,"incidental",NA,"verbal/speaking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",346,0.801,0.000443391333377904,"from_dataset",104,"1",1,174,75,"generate",NA,"between","pure","words","recognition","item","low","intentional",NA,"covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",347,0.856,0.000349873640101221,"from_dataset",104,"1",2,174,75,"read",NA,"between","pure","words","recognition","item",NA,"intentional",NA,"covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",348,0.769,0.000514699296514784,"from_dataset",104,"1",3,175,75,"generate",NA,"between","pure","words","recognition","item","low","intentional",NA,"verbal/speaking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",349,0.712,0.000589975563822184,"from_dataset",104,"1",4,175,75,"read",NA,"between","pure","words","recognition","item",NA,"intentional",NA,"verbal/speaking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",350,0.879,0.000395700567662799,"from_dataset",104,"1",1,176,15,"generate",NA,"between","pure","words","recognition","item","low","intentional",NA,"covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",351,0.897,0.000367379763045068,"from_dataset",104,"1",2,176,15,"read",NA,"between","pure","words","recognition","item",NA,"intentional",NA,"covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",352,0.842,0.00049412686396363,"from_dataset",104,"1",3,177,15,"generate",NA,"between","pure","words","recognition","item","low","intentional",NA,"verbal/speaking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",353,0.782,0.000619934968541422,"from_dataset",104,"1",4,177,15,"read",NA,"between","pure","words","recognition","item",NA,"intentional",NA,"verbal/speaking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",354,0.84,0.000428728962669034,"from_dataset",104,"1",1,178,24,"generate",NA,"between","pure","words","recognition","item","low","intentional",NA,"covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",355,0.876,0.000364252724824318,"from_dataset",104,"1",2,178,24,"read",NA,"between","pure","words","recognition","item",NA,"intentional",NA,"covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",356,0.806,0.000514107050702546,"from_dataset",104,"1",3,179,24,"generate",NA,"between","pure","words","recognition","item","low","intentional",NA,"verbal/speaking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",357,0.747,0.00061729170247884,"from_dataset",104,"1",4,179,24,"read",NA,"between","pure","words","recognition","item",NA,"intentional",NA,"verbal/speaking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",358,0.582,0.00131224333359003,"from_dataset",104,"2",1,180,25,"generate",NA,"between","pure","words","cued recall","item","medium","intentional","category","covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",359,0.613,0.00128784297161413,"from_dataset",104,"2",2,180,25,"read",NA,"between","pure","words","cued recall","item",NA,"intentional","category","covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",360,0.556,0.00134509867071806,"from_dataset",104,"2",3,181,25,"generate",NA,"between","pure","words","cued recall","item","medium","intentional","category","verbal/speaking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",361,0.421,0.0011076235633914,"from_dataset",104,"2",4,181,25,"read",NA,"between","pure","words","cued recall","item",NA,"intentional","category","verbal/speaking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",362,0.502,0.00129665206157636,"from_dataset",104,"2",5,182,25,"generate",NA,"between","pure","words","cued recall","item","medium","intentional","category",NA,"word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",363,0.577,0.00131400203239748,"from_dataset",104,"2",6,182,25,"read",NA,"between","pure","words","cued recall","item",NA,"intentional","category",NA,"word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",364,0.84,0.000556822947283697,"from_dataset",104,"3",1,183,84,"generate",NA,"between","pure","words","recognition","item","low","intentional",NA,"covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",365,0.87,0.000473047801201324,"from_dataset",104,"3",2,183,84,"read",NA,"between","pure","words","recognition","item",NA,"intentional",NA,"covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",366,0.85,0.000540588087833218,"from_dataset",104,"3",3,184,84,"generate",NA,"within","mixed","words","recognition","item","low","intentional",NA,"covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",367,0.83,0.000599281542069484,"from_dataset",104,"3",3,184,84,"read",NA,"within","mixed","words","recognition","item",NA,"intentional",NA,"covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",368,0.62,0.00112229239955335,"from_dataset",104,"4",1,185,50,"generate",NA,"between","pure","words","cued recall","item","medium","intentional","category","covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",369,0.64,0.00109534888964515,"from_dataset",104,"4",2,185,50,"read",NA,"between","pure","words","cued recall","item",NA,"intentional","category","covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",370,0.57,0.00115407853030114,"from_dataset",104,"4",3,186,50,"generate",NA,"within","mixed","words","cued recall","item","medium","intentional","category","covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",371,0.54,0.0011474623074344,"from_dataset",104,"4",3,186,50,"read",NA,"within","mixed","words","cued recall","item",NA,"intentional","category","covert/thinking","word fragment","full","timed","no","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",372,0.8,0.000622413793103448,"from_dataset",112,"1",1,187,8,"generate",NA,"between","pure","words","free recall","item","medium","intentional","category","writing/typing","word fragment","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",373,0.75,0.000760344827586207,"from_dataset",112,"1",2,187,8,"read",NA,"between","pure","words","free recall","item",NA,"intentional","category","writing/typing","word fragment","full","timed","yes","younger","immediate"
"metadat_dat.mccurdy2020","metadat","dat.mccurdy2020","Studies on the Generation Effect",374,0.94,0.000248275862068966,"from_dataset",112,"1",3,188,8,"generate",NA,"between","pure","words","free recall","item","medium","intentional","unrelated","writing/typing","word fragment","full","timed","yes","younger","immediate"
