"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","es_id","study_id","author","domain","n1","n2","n_total","mean_age1","mean_age2","miyake","task","year","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Isaacowitz, 2009 2009",-0.782699055,1.340916899,"from_dataset",246,89,"Isaacowitz, 2009","processing speed",37,27,64,"18.4","68.46","no","Backwards Counting Task",2009,0.863573024894862,0.782699055,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Isaacowitz, 2009 2009",0.078626407,0.070219323,"from_dataset",247,89,"Isaacowitz, 2009","updating",37,27,64,"18.4","68.46","no","Digit Span",2009,3.77373744350626,0.078626407,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Isaacowitz, 2009 2009",-0.45735557,0.076634051,"from_dataset",248,89,"Isaacowitz, 2009","updating",37,27,64,"18.4","68.46","no","Digit Span",2009,3.61234405915836,0.45735557,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Isaacowitz, 2009 2009",0,0.062594304,"from_dataset",249,89,"Isaacowitz, 2009","processing speed",37,27,64,"18.4","68.46","no","Digit Symbol Substitution Task",2009,3.99698568271753,0,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Isaacowitz, 2009 2009",-0.976275161,0.071791366,"from_dataset",250,89,"Isaacowitz, 2009","shifting",37,27,64,"18.4","68.46","no","Attention Task",2009,3.73219126035587,0.976275161,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Jennings, 2007 2007",2.346203019,35.85166538,"from_dataset",251,90,"Jennings, 2007","inhibition",60,63,123,"19.2","69.14","no","Flanker Task",2007,0.167011098608436,2.346203019,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Madden, 2010 2010",1.23663115,0.096228968,"from_dataset",252,91,"Madden, 2010","shifting",20,20,40,"22.4","69.6","no","Task Switching Task",2010,3.22364408148607,1.23663115,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Madden, 2010 2010",1.719834791,967.3362046,"from_dataset",253,91,"Madden, 2010","processing speed",20,20,40,"22.4","69.6","no","Digit Symbol Substitution Task",2010,0.0321522432415718,1.719834791,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Kudiaki, 2008 2008",1.708903082,6.522316839,"from_dataset",254,92,"Kudiaki, 2008","shifting",131,155,286,"27.5","72.59","no","Trail Making Test",2008,0.391560661923706,1.708903082,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Kudiaki, 2008 2008",1.091892616,0.04475732,"from_dataset",255,92,"Kudiaki, 2008","shifting",131,155,286,"27.5","72.59","no","Visual-Verbal Task",2008,4.72680801347806,1.091892616,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McCabe, 2010 2010",0.737475322,0.055327968,"from_dataset",256,93,"McCabe, 2010","updating",49,55,104,"28.7","79.4","no","Reading Span Task",2010,4.25135762849838,0.737475322,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McCabe, 2010 2010",0.581692238,0.059233216,"from_dataset",257,93,"McCabe, 2010","updating",49,55,104,"28.7","79.4","no","Computation Span Task",2010,4.10882215308908,0.581692238,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McCabe, 2010 2010",1.855716268,0.070698841,"from_dataset",258,93,"McCabe, 2010","updating",49,55,104,"28.7","79.4","no","Rotation Span Task",2010,3.76091789910921,1.855716268,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McCabe, 2010 2010",1.483504039,0.087910541,"from_dataset",259,93,"McCabe, 2010","updating",49,55,104,"28.7","79.4","no","Processing Speed Task",2010,3.37271406428768,1.483504039,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McCabe, 2010 2010",-1.890492807,0.735507299,"from_dataset",260,93,"McCabe, 2010","shifting",49,55,104,"28.7","79.4","yes","WCST",2010,1.16602136089122,1.890492807,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McCabe, 2010 2010",0.536728595,0.638933428,"from_dataset",261,93,"McCabe, 2010","updating",49,55,104,"28.7","79.4","no","Verbal Fluency",2010,1.25104287788158,0.536728595,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McCabe, 2010 2010",0.307979448,0.075269174,"from_dataset",262,93,"McCabe, 2010","processing speed",49,55,104,"28.7","79.4","no","Arithmatic Task",2010,3.64494873872476,0.307979448,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McCabe, 2010 2010",2.678880869,0.764882633,"from_dataset",263,93,"McCabe, 2010","processing speed",49,55,104,"28.7","79.4","no","Digit Symbol Substitution Task",2010,1.14341161594271,2.678880869,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McCabe, 2010 2010",2.202772079,0.137124049,"from_dataset",264,93,"McCabe, 2010","processing speed",49,55,104,"28.7","79.4","no","Letter Comparison Task",2010,2.70049380720322,2.202772079,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","McCabe, 2010 2010",2.89733232,0.204433434,"from_dataset",265,93,"McCabe, 2010","processing speed",49,55,104,"28.7","79.4","no","Pattern Comparison Task",2010,2.21168889885895,2.89733232,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Mendelson, 2010 2010",2.117866471,75.81604978,"from_dataset",266,94,"Mendelson, 2010","inhibition",24,22,46,"25.8","74.3","no","Inhibition Task",2010,0.114846938767841,2.117866471,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Mendelson, 2010 2010",2.131803322,21.08433726,"from_dataset",267,94,"Mendelson, 2010","processing speed",24,22,46,"25.8","74.3","no","Inhibition Task",2010,0.217781017606376,2.131803322,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Mendelson, 2010 2010",2.005341179,127.7757389,"from_dataset",268,94,"Mendelson, 2010","inhibition",24,22,46,"25.8","74.3","no","Inhibition Task",2010,0.0884658794957721,2.005341179,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Monti, 2010 2010",0.550723615,223.7016471,"from_dataset",269,95,"Monti, 2010","inhibition",22,15,37,"26.6","69.6","no","Emotion Inhibition Task",2010,0.0668598517222435,0.550723615,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Onor, 2010 2010",0.739321261,1.001517675,"from_dataset",270,96,"Onor, 2010","updating",20,20,40,"27.3","65.4","no","Verbal Fluency",2010,0.999242025160564,0.739321261,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Onor, 2010 2010",0.835112667,0.416297644,"from_dataset",271,96,"Onor, 2010","updating",20,20,40,"27.3","65.4","no","Verbal Fluency",2010,1.54987981945364,0.835112667,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Onor, 2010 2010",0.089840875,2.154152511,"from_dataset",272,96,"Onor, 2010","processing speed",20,20,40,"27.3","65.4","no","Trail Making Test",2010,0.681336689863632,0.089840875,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Onor, 2010 2010",0.466540702,8.71176218,"from_dataset",273,96,"Onor, 2010","shifting",20,20,40,"27.3","65.4","no","Trail Making Test",2010,0.338802802756651,0.466540702,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Ozen, 2010 2010",0.896237849,0.130229053,"from_dataset",274,97,"Ozen, 2010","updating",34,18,52,"19.83","71.67","no","Digit Span",2010,2.77106082552699,0.896237849,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Ozen, 2010 2010",-0.022023584,0.129063096,"from_dataset",275,97,"Ozen, 2010","updating",34,18,52,"19.83","71.67","no","Digit Span",2010,2.78354957546291,0.022023584,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Ozen, 2010 2010",1.130872077,3.122961735,"from_dataset",276,97,"Ozen, 2010","shifting",34,18,52,"19.83","71.67","no","Trail Making Test",2010,0.565869997932653,1.130872077,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Ozen, 2010 2010",2.020669564,2.210716706,"from_dataset",277,97,"Ozen, 2010","processing speed",34,18,52,"19.83","71.67","no","Digit Symbol Substitution Task",2010,0.672563746168753,2.020669564,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Piolino, 2010 2010",2.74606315,0.051835816,"from_dataset",278,98,"Piolino, 2010","updating",50,50,100,"24.48","74.78","no","Verbal Fluency",2010,4.39222955751865,2.74606315,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Piolino, 2010 2010",1.251811562,5.528331093,"from_dataset",279,98,"Piolino, 2010","shifting",50,50,100,"24.48","74.78","no","Trail Making Test",2010,0.425307437490271,1.251811562,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Piolino, 2010 2010",0.434587088,1.526027653,"from_dataset",280,98,"Piolino, 2010","shifting",50,50,100,"24.48","74.78","yes","Plus-Minus Task",2010,0.809503625677199,0.434587088,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Piolino, 2010 2010",1.664932715,1.647273223,"from_dataset",281,98,"Piolino, 2010","updating",50,50,100,"24.48","74.78","no","Running Memory Span Task",2010,0.779143013169824,1.664932715,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Piolino, 2010 2010",2.164456595,0.277859591,"from_dataset",282,98,"Piolino, 2010","updating",50,50,100,"24.48","74.78","no","n-back",2010,1.89708724439217,2.164456595,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Piolino, 2010 2010",1.866809523,0.726882346,"from_dataset",283,98,"Piolino, 2010","inhibition",50,50,100,"24.48","74.78","yes","Stroop",2010,1.17291877850966,1.866809523,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Piolino, 2010 2010",0.990273039,0.086289468,"from_dataset",284,98,"Piolino, 2010","inhibition",50,50,100,"24.48","74.78","no","Hayling Task",2010,3.40424732033294,0.990273039,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Ros, 2010 2010",1.665021768,0.135386772,"from_dataset",285,99,"Ros, 2010","updating",50,46,96,"26.59","65.98","no","Reading Span Task",2010,2.7177648862296,1.665021768,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Ros, 2010 2010",1.350941581,0.214423512,"from_dataset",286,99,"Ros, 2010","updating",50,46,96,"26.59","65.98","no","Dual Task",2010,2.15955265441509,1.350941581,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Ros, 2010 2010",0.270856534,0.041630843,"from_dataset",287,99,"Ros, 2010","processing speed",50,46,96,"26.59","65.98","no","Sustained Attention Response task",2010,4.90108683743621,0.270856534,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Rose, 2009 2009",0.871767839,0.080734451,"from_dataset",288,100,"Rose, 2009","updating",24,24,48,"20.3","75.1","no","Letter Number Sequencing Task",2009,3.51941557623968,0.871767839,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Rose, 2009 2009",0.881563418,0.080829043,"from_dataset",289,100,"Rose, 2009","updating",24,24,48,"20.3","75.1","no","Letter Number Sequencing Task",2009,3.51735563589344,0.881563418,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Rose, 2009 2009",1.552254098,0.080788605,"from_dataset",290,100,"Rose, 2009","updating",24,24,48,"20.3","75.1","no","Grid Span Task",2009,3.51823581592051,1.552254098,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Rose, 2009 2009",1.631928455,0.080767018,"from_dataset",291,100,"Rose, 2009","updating",24,24,48,"20.3","75.1","no","Working Memory Task",2009,3.51870595264436,1.631928455,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Salthouse, 2010A 2010",-0.062230216,0.05352676,"from_dataset",292,101,"Salthouse, 2010A","processing speed",62,114,176,"27","72.6","no","Digit Symbol Substitution Task",2010,4.32229616881502,0.062230216,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Salthouse, 2010B 2010",-0.404895387,0.055549956,"from_dataset",293,102,"Salthouse, 2010B","processing speed",56,83,139,"25.8","70","no","Digit Symbol Substitution Task",2010,4.24285451540362,0.404895387,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Salthouse, 2010B 2010",1.479140339,25.69271837,"from_dataset",294,102,"Salthouse, 2010B","inhibition",62,114,176,"27","72.6","no","Flanker Task",2010,0.197285411393962,1.479140339,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Samanez-Larkin, 2009 2009",0.516602009,0.400273484,"from_dataset",295,103,"Samanez-Larkin, 2009","updating",12,12,24,"22.2","73.3","no","Digit Span",2009,1.58059858688091,0.516602009,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Samanez-Larkin, 2009 2009",2.83191678,3.80366627,"from_dataset",296,103,"Samanez-Larkin, 2009","processing speed",12,12,24,"22.2","73.3","no","Digit Symbol Substitution Task",2009,0.512741886964558,2.83191678,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Samanez-Larkin, 2009 2009",0.74940043,297.2627824,"from_dataset",297,103,"Samanez-Larkin, 2009","inhibition",12,12,24,"22.2","73.3","no","Flanker Task",2009,0.0580002320015776,0.74940043,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Paxton, 2008 2008",0.768340539,110.439064,"from_dataset",298,104,"Paxton, 2008","inhibition",21,20,41,"22.8","73","no","AX-CPT",2008,0.0951565398197276,0.768340539,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Srygley, 2009 2009",0.549648977,0.221176477,"from_dataset",299,105,"Srygley, 2009","updating",52,276,328,"24.1","76.4","no","Verbal Fluency",2009,2.12632934059514,0.549648977,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Srygley, 2009 2009",1.126767598,0.03079095,"from_dataset",300,105,"Srygley, 2009","updating",52,276,328,"24.1","76.4","no","Digit Span",2009,5.69886613674262,1.126767598,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Srygley, 2009 2009",1.039268355,0.031488944,"from_dataset",301,105,"Srygley, 2009","updating",52,276,328,"24.1","76.4","no","Digit Span",2009,5.63535074431322,1.039268355,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Srygley, 2009 2009",1.669986033,1.168741651,"from_dataset",302,105,"Srygley, 2009","processing speed",52,276,328,"24.1","76.4","no","Trail Making Test",2009,0.924997884006456,1.669986033,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Srygley, 2009 2009",1.036922378,2.192373028,"from_dataset",303,105,"Srygley, 2009","shifting",52,276,328,"24.1","76.4","no","Trail Making Test",2009,0.675371569786248,1.036922378,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Zhou, 2015 2015",0.766199528,10.73008484,"from_dataset",304,106,"Zhou, 2015","inhibition",28,28,56,"24.8","67.5","no","Go/No-Go Task",2015,0.305280048544061,0.766199528,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Zhou, 2015 2015",0.218752122,34.14921722,"from_dataset",305,106,"Zhou, 2015","updating",28,28,56,"24.8","67.5","no","n-back",2015,0.171123487844232,0.218752122,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Zamarian, 2008 2008",2.003444741,42.583832,"from_dataset",306,107,"Zamarian, 2008","inhibition",48,48,96,"20","68.7","no","Naming Task",2008,0.153241936014241,2.003444741,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Angel, 2016 2016",1.094134215,0.096144016,"from_dataset",307,108,"Angel, 2016","inhibition",20,20,40,"25.4","66.8","yes","Stroop",2016,3.2250679586869,1.094134215,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Angel, 2016 2016",2.18826843,0.096144016,"from_dataset",308,108,"Angel, 2016","inhibition",20,20,40,"25.4","66.8","yes","Stroop",2016,3.2250679586869,2.18826843,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Angel, 2016 2016",0.37686515,0.148048455,"from_dataset",309,108,"Angel, 2016","updating",20,20,40,"25.4","66.8","no","n-back",2016,2.59895081287511,0.37686515,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Angel, 2016 2016",1.68268756,0.158034512,"from_dataset",310,108,"Angel, 2016","updating",20,20,40,"25.4","66.8","no","n-back",2016,2.51549831150816,1.68268756,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Angel, 2016 2016",-0.196783368,2.481927172,"from_dataset",311,108,"Angel, 2016","shifting",20,20,40,"25.4","66.8","yes","Plus-Minus Task",2016,0.634754053814791,0.196783368,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Angel, 2016 2016",0.881547441,4.137407879,"from_dataset",312,108,"Angel, 2016","shifting",20,20,40,"25.4","66.8","yes","Plus-Minus Task",2016,0.491627119129369,0.881547441,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Archer, 2016 2016",0.812992336,101.9682087,"from_dataset",313,109,"Archer, 2016","inhibition",68,46,114,"29.7","67.8","no","Flanker Task",2016,0.0990301883358028,0.812992336,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Archer, 2016 2016",0.437197004,0.03982369,"from_dataset",314,109,"Archer, 2016","updating",68,46,114,"29.7","67.8","no","Spatial Cueing Task",2016,5.01105593731028,0.437197004,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Bugg, 2016 2016",1.842782373,301.5799798,"from_dataset",315,110,"Bugg, 2016","processing speed",52,50,102,"19.58","72.98","no","Lexical Decision Task",2016,0.0575835911934552,1.842782373,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","El Haj, 2016 2016",0.787085834,0.068152106,"from_dataset",316,111,"El Haj, 2016","updating",40,36,76,"23.13","69.53","no","Digit Span",2016,3.83054315646881,0.787085834,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Fischer, 2017 2017",0.936529262,0.040811765,"from_dataset",317,112,"Fischer, 2017","updating",86,85,171,"19.8","71.4","no","Letter Number Sequencing Task",2017,4.95002407719223,0.936529262,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Fischer, 2017 2017",0.472340569,0.038481159,"from_dataset",318,112,"Fischer, 2017","updating",86,85,171,"19.8","71.4","no","Digit Span",2017,5.09771941937807,0.472340569,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Fischer, 2017 2017",1.51444799,0.299729489,"from_dataset",319,112,"Fischer, 2017","inhibition",86,85,171,"19.8","71.4","yes","Stroop",2017,1.82656555419914,1.51444799,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Fjell, 2017 2017",1.465224545,0.468181723,"from_dataset",320,113,"Fjell, 2017","inhibition",63,56,119,"33","71.6","yes","Stroop",2017,1.46147964896274,1.465224545,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Gombart, 2016 2016",1.623922274,0.177298679,"from_dataset",321,114,"Gombart, 2016","processing speed",57,79,136,"27.4","69.9","no","Modified Domino Task",2016,2.374910513592,1.623922274,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Gombart, 2016 2016",1.944156947,0.114077315,"from_dataset",322,114,"Gombart, 2016","processing speed",57,79,136,"27.4","69.9","no","Processing Speed Task",2016,2.96074056924049,1.944156947,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Gombart, 2016 2016",0.989620481,27872.96575,"from_dataset",323,114,"Gombart, 2016","processing speed",57,79,136,"27.4","69.9","no","Trail Making Test",2016,0.00598974604492343,0.989620481,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Gombart, 2016 2016",0.721148864,0.050551672,"from_dataset",324,114,"Gombart, 2016","updating",57,79,136,"27.4","69.9","no","n-back",2016,4.44766673275031,0.721148864,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Hinault, 2016 2016",0.447458766,3.983376682,"from_dataset",325,115,"Hinault, 2016","processing speed",26,26,52,"21.03","74.7","no","Arithmatic Task",2016,0.501042206928058,0.447458766,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Hsieh, 2017 2017",1.870065337,72.52604194,"from_dataset",326,116,"Hsieh, 2017","inhibition",24,31,55,"23.04","66.04","yes","Stop-Signal Task",2017,0.117422956681967,1.870065337,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Hsieh, 2017 2017",1.874704901,65.21825859,"from_dataset",327,116,"Hsieh, 2017","inhibition",24,31,55,"23.04","66.04","yes","Stop-Signal Task",2017,0.123827014126771,1.874704901,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Hsieh, 2017 2017",1.787655922,37.54637738,"from_dataset",328,116,"Hsieh, 2017","processing speed",24,31,55,"23.04","66.04","no","Choice RT",2017,0.163198431159032,1.787655922,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Kosowicz, 2017 2017",2.25281034,1.166399888,"from_dataset",329,117,"Kosowicz, 2017","processing speed",20,20,40,"21.25","67","no","Digit Symbol Substitution Task",2017,0.925925970380535,2.25281034,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Kosowicz, 2017 2017",1.358649382,0.145060803,"from_dataset",330,117,"Kosowicz, 2017","updating",20,20,40,"21.25","67","no","Digit Span",2017,2.62557822167617,1.358649382,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Kosowicz, 2017 2017",1.094206537,0.149275097,"from_dataset",331,117,"Kosowicz, 2017","updating",20,20,40,"21.25","67","no","Digit Span",2017,2.58825057383284,1.094206537,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Kosowicz, 2017 2017",1.212540685,0.1229194,"from_dataset",332,117,"Kosowicz, 2017","updating",20,20,40,"21.25","67","no","Alpha Span Test",2017,2.85226441811262,1.212540685,"CRAN",NA,NA,"CRAN"
"psymetadata_maldonado2020","psymetadata","maldonado2020","Studies on Age Differences in Executive Functioning","Kosowicz, 2017 2017",1.352608638,2.093832694,"from_dataset",333,117,"Kosowicz, 2017","updating",20,20,40,"21.25","67","no","Breakfast Task",2017,0.691081093254184,1.352608638,"CRAN",NA,NA,"CRAN"
