Species,Site,Regime,covariate,ID,var,Traits
YP,OKA,low,41.17,976,neur.2.1,1.926
YP,OKA,low,41.17,976,neur.2.2,1.85
YP,OKA,low,41.17,976,neur.2.3,1.817
YP,OKA,low,41.17,976,neur.3.1,1.596
YP,OKA,low,41.17,976,neur.3.2,1.543
YP,OKA,low,41.17,976,neur.3.3,1.57
YP,OKA,low,50.6,977,area.1,0.367
YP,OKA,low,50.6,977,area.2,0.492
YP,OKA,low,50.6,977,area.3,0.359
YP,OKA,low,50.6,977,dorsal.1,3.278
YP,OKA,low,50.6,977,dorsal.2,3.09
YP,OKA,low,50.6,977,dorsal.3,2.755
YP,OKA,low,50.6,977,neur.1.1,2.387
YP,OKA,low,50.6,977,neur.1.2,2.352
YP,OKA,low,50.6,977,neur.1.3,2.432
YP,OKA,low,50.6,977,neur.2.1,2.353
YP,OKA,low,50.6,977,neur.2.2,2.352
YP,OKA,low,50.6,977,neur.2.3,2.502
YP,OKA,low,50.6,977,neur.3.1,1.699
YP,OKA,low,50.6,977,neur.3.2,1.769
YP,OKA,low,50.6,977,neur.3.3,1.718
YP,OKA,low,44.07,978,area.1,0.374
YP,OKA,low,44.07,978,area.2,0.46
YP,OKA,low,44.07,978,area.3,0.367
YP,OKA,low,44.07,978,dorsal.1,3.232
YP,OKA,low,44.07,978,dorsal.2,2.977
YP,OKA,low,44.07,978,dorsal.3,2.792
YP,OKA,low,44.07,978,neur.1.1,2.259
YP,OKA,low,44.07,978,neur.1.2,2.341
YP,OKA,low,44.07,978,neur.1.3,2.41
YP,OKA,low,44.07,978,neur.2.1,2.396
YP,OKA,low,44.07,978,neur.2.2,2.278
YP,OKA,low,44.07,978,neur.2.3,2.008
YP,OKA,low,44.07,978,neur.3.1,1.74
YP,OKA,low,44.07,978,neur.3.2,1.616
YP,OKA,low,44.07,978,neur.3.3,1.952
YP,OKA,low,46.6,979,area.1,0.426
YP,OKA,low,46.6,979,area.2,0.423
YP,OKA,low,46.6,979,area.3,0.401
YP,OKA,low,46.6,979,dorsal.1,3.169
YP,OKA,low,46.6,979,dorsal.2,2.99
YP,OKA,low,46.6,979,dorsal.3,2.666
YP,OKA,low,46.6,979,neur.1.1,2.369
YP,OKA,low,46.6,979,neur.1.2,2.321
YP,OKA,low,46.6,979,neur.1.3,2.695
YP,OKA,low,46.6,979,neur.2.1,2.8
YP,OKA,low,46.6,979,neur.2.2,2.625
YP,OKA,low,46.6,979,neur.2.3,2.354
YP,OKA,low,46.6,979,neur.3.1,1.916
YP,OKA,low,46.6,979,neur.3.2,1.79
YP,OKA,low,46.6,979,neur.3.3,2.08
PS,OKA,low,57.677,981,area.1,0.928
PS,OKA,low,57.677,981,area.2,0.833
PS,OKA,low,57.677,981,area.3,0.685
PS,OKA,low,57.677,981,dorsal.1,6.932
PS,OKA,low,57.677,981,dorsal.2,6.427
PS,OKA,low,57.677,981,dorsal.3,6.273
PS,OKA,low,57.677,981,neur.1.1,5.552
PS,OKA,low,57.677,981,neur.1.2,5.579
PS,OKA,low,57.677,981,neur.1.3,5.524
PS,OKA,low,57.677,981,neur.2.1,5.404
PS,OKA,low,57.677,981,neur.2.2,5.544
PS,OKA,low,57.677,981,neur.2.3,5.552
PS,OKA,low,57.677,981,neur.3.1,3.42
PS,OKA,low,57.677,981,neur.3.2,3.51
PS,OKA,low,57.677,981,neur.3.3,3.38
PS,OKA,low,97.947,982,area.1,2.58
PS,OKA,low,97.947,982,area.2,2.567
PS,OKA,low,97.947,982,area.3,2.031
PS,OKA,low,97.947,982,dorsal.1,12.748
PS,OKA,low,97.947,982,dorsal.2,13.395
PS,OKA,low,97.947,982,dorsal.3,12.511
PS,OKA,low,97.947,982,neur.1.1,10.263
PS,OKA,low,97.947,982,neur.1.2,10.632
PS,OKA,low,97.947,982,neur.1.3,9.433
PS,OKA,low,97.947,982,neur.2.1,10.36
PS,OKA,low,97.947,982,neur.2.2,10.165
PS,OKA,low,97.947,982,neur.2.3,8.893
PS,OKA,low,97.947,982,neur.3.1,7.094
PS,OKA,low,97.947,982,neur.3.2,6.58
PS,OKA,low,97.947,982,neur.3.3,6.086
PS,MSA,high,79.37,987,area.1,1.762
PS,MSA,high,79.37,987,area.2,1.459
PS,MSA,high,79.37,987,area.3,1.077
PS,MSA,high,79.37,987,dorsal.1,9.972
PS,MSA,high,79.37,987,dorsal.2,8.684
PS,MSA,high,79.37,987,dorsal.3,8.991
PS,MSA,high,79.37,987,neur.1.1,8.075
PS,MSA,high,79.37,987,neur.1.2,8.244
PS,MSA,high,79.37,987,neur.1.3,7.908
PS,MSA,high,79.37,987,neur.2.1,7.378
PS,MSA,high,79.37,987,neur.2.2,7.286
PS,MSA,high,79.37,987,neur.2.3,6.541
PS,MSA,high,79.37,987,neur.3.1,4.702
PS,MSA,high,79.37,987,neur.3.2,4.383
PS,MSA,high,79.37,987,neur.3.3,4.302
PS,MSA,high,62.55,988,area.1,1.659
PS,MSA,high,62.55,988,area.2,1.252
PS,MSA,high,62.55,988,area.3,0.817
PS,MSA,high,62.55,988,dorsal.1,7.936
PS,MSA,high,62.55,988,dorsal.2,7.847
PS,MSA,high,62.55,988,dorsal.3,7.242
PS,MSA,high,62.55,988,neur.1.1,6.121
PS,MSA,high,62.55,988,neur.1.2,6.248
PS,MSA,high,62.55,988,neur.1.3,5.67
PS,MSA,high,62.55,988,neur.2.1,6.053
PS,MSA,high,62.55,988,neur.2.2,5.832
PS,MSA,high,62.55,988,neur.2.3,5.578
PS,MSA,high,62.55,988,neur.3.1,3.354
PS,MSA,high,62.55,988,neur.3.2,3.747
PS,MSA,high,62.55,988,neur.3.3,3.869
PS,MSA,high,80.279,989,area.1,2.493
PS,MSA,high,80.279,989,area.2,1.966
PS,MSA,high,80.279,989,area.3,1.424
PS,MSA,high,80.279,989,dorsal.1,10.655
PS,MSA,high,80.279,989,dorsal.2,10.518
PS,MSA,high,80.279,989,dorsal.3,10.309
PS,MSA,high,80.279,989,neur.1.1,8.956
PS,MSA,high,80.279,989,neur.1.2,8.11
PS,MSA,high,80.279,989,neur.1.3,8.971
PS,MSA,high,80.279,989,neur.2.1,7.965
PS,MSA,high,80.279,989,neur.2.2,8.389
PS,MSA,high,80.279,989,neur.2.3,8.089
PS,MSA,high,80.279,989,neur.3.1,5.505
PS,MSA,high,80.279,989,neur.3.2,5.261
PS,MSA,high,80.279,989,neur.3.3,4.916
PS,MSA,high,62.71,990,area.1,0.839
PS,MSA,high,62.71,990,area.2,0.966
PS,MSA,high,62.71,990,area.3,0.702
PS,MSA,high,62.71,990,dorsal.1,6.758
PS,MSA,high,62.71,990,dorsal.2,6.554
PS,MSA,high,62.71,990,dorsal.3,6.379
PS,MSA,high,62.71,990,neur.1.1,2.809
PS,MSA,high,62.71,990,neur.1.2,2.836
PS,MSA,high,62.71,990,neur.1.3,3.801
PS,MSA,high,62.71,990,neur.2.1,5.605
PS,MSA,high,62.71,990,neur.2.2,5.505
PS,MSA,high,62.71,990,neur.2.3,4.908
PS,MSA,high,62.71,990,neur.3.1,3.753
PS,MSA,high,62.71,990,neur.3.2,3.805
PS,MSA,high,62.71,990,neur.3.3,4.026
PS,MSA,high,72.156,991,area.1,1.333
PS,MSA,high,72.156,991,area.2,1.021
PS,MSA,high,72.156,991,area.3,0.796
PS,MSA,high,72.156,991,dorsal.1,7.362
PS,MSA,high,72.156,991,dorsal.2,6.467
PS,MSA,high,72.156,991,dorsal.3,6.645
PS,MSA,high,72.156,991,neur.1.1,4.514
PS,MSA,high,72.156,991,neur.1.2,5.043
PS,MSA,high,72.156,991,neur.1.3,5.528
PS,MSA,high,72.156,991,neur.2.1,6.029
PS,MSA,high,72.156,991,neur.2.2,5.567
PS,MSA,high,72.156,991,neur.2.3,5.58
PS,MSA,high,72.156,991,neur.3.1,3.327
PS,MSA,high,72.156,991,neur.3.2,4.183
PS,MSA,high,72.156,991,neur.3.3,3.643
PS,MSA,high,68.772,992,area.1,1.932
PS,MSA,high,68.772,992,area.2,1.537
PS,MSA,high,68.772,992,area.3,1.199
PS,MSA,high,68.772,992,dorsal.1,9.367
PS,MSA,high,68.772,992,dorsal.2,9.157
PS,MSA,high,68.772,992,dorsal.3,9.141
PS,MSA,high,68.772,992,neur.1.1,7.287
PS,MSA,high,68.772,992,neur.1.2,7.098
PS,MSA,high,68.772,992,neur.1.3,7.079
PS,MSA,high,68.772,992,neur.2.1,6.976
PS,MSA,high,68.772,992,neur.2.2,6.843
PS,MSA,high,68.772,992,neur.2.3,6.917
PS,MSA,high,68.772,992,neur.3.1,4.797
PS,MSA,high,68.772,992,neur.3.2,4.358
PS,MSA,high,68.772,992,neur.3.3,4.761
PS,MSA,high,64.303,993,area.1,1.556
PS,MSA,high,64.303,993,area.2,1.122
PS,MSA,high,64.303,993,area.3,0.857
PS,MSA,high,64.303,993,dorsal.1,8.43
PS,MSA,high,64.303,993,dorsal.2,6.578
PS,MSA,high,64.303,993,dorsal.3,7.67
PS,MSA,high,64.303,993,neur.1.1,6.478
PS,MSA,high,64.303,993,neur.1.2,6.412
PS,MSA,high,64.303,993,neur.1.3,7.027
PS,MSA,high,64.303,993,neur.2.1,7.042
PS,MSA,high,64.303,993,neur.2.2,6.692
PS,MSA,high,64.303,993,neur.2.3,6.098
PS,MSA,high,64.303,993,neur.3.1,3.734
PS,MSA,high,64.303,993,neur.3.2,4.124
PS,MSA,high,64.303,993,neur.3.3,4.164
YP,MSA,high,52.107,997,area.1,0.56
YP,MSA,high,52.107,997,area.2,0.591
YP,MSA,high,52.107,997,area.3,0.458
YP,MSA,high,52.107,997,dorsal.1,3.458
YP,MSA,high,52.107,997,dorsal.2,3.261
YP,MSA,high,52.107,997,dorsal.3,3.268
YP,MSA,high,52.107,997,neur.1.1,2.881
YP,MSA,high,52.107,997,neur.1.2,2.675
YP,MSA,high,52.107,997,neur.1.3,2.959
YP,MSA,high,52.107,997,neur.2.1,2.604
YP,MSA,high,52.107,997,neur.2.2,2.737
YP,MSA,high,52.107,997,neur.2.3,2.63
YP,MSA,high,52.107,997,neur.3.1,2.156
YP,MSA,high,52.107,997,neur.3.2,2.08
YP,MSA,high,52.107,997,neur.3.3,2.111
YP,MSA,high,78.612,998,area.1,1.351
YP,MSA,high,78.612,998,area.2,1.213
YP,MSA,high,78.612,998,area.3,1.185
YP,MSA,high,78.612,998,dorsal.1,5.589
YP,MSA,high,78.612,998,dorsal.2,6.019
YP,MSA,high,78.612,998,dorsal.3,5.457
YP,MSA,high,78.612,998,neur.1.1,3.531
YP,MSA,high,78.612,998,neur.1.2,3.223
YP,MSA,high,78.612,998,neur.1.3,3.76
YP,MSA,high,78.612,998,neur.2.1,3.13
YP,MSA,high,78.612,998,neur.2.2,3.261
YP,MSA,high,78.612,998,neur.2.3,3.192
YP,MSA,high,78.612,998,neur.3.1,3.13
YP,MSA,high,78.612,998,neur.3.2,2.94
YP,MSA,high,78.612,998,neur.3.3,3.19
YP,MSA,high,90.233,999,area.1,1.69
YP,MSA,high,90.233,999,area.2,1.816
YP,MSA,high,90.233,999,area.3,1.202
YP,MSA,high,90.233,999,dorsal.1,6.175
YP,MSA,high,90.233,999,dorsal.2,6.532
YP,MSA,high,90.233,999,dorsal.3,6.096
YP,MSA,high,90.233,999,neur.1.1,5.108
YP,MSA,high,90.233,999,neur.1.2,4.843
YP,MSA,high,90.233,999,neur.1.3,5.03
YP,MSA,high,90.233,999,neur.2.1,3.908
YP,MSA,high,90.233,999,neur.2.2,4.364
YP,MSA,high,90.233,999,neur.2.3,3.641
YP,MSA,high,90.233,999,neur.3.1,3.638
YP,MSA,high,90.233,999,neur.3.2,4.058
YP,MSA,high,90.233,999,neur.3.3,3.712
YP,MSA,high,49.806,1001,area.1,0.501
YP,MSA,high,49.806,1001,area.2,0.654
YP,MSA,high,49.806,1001,area.3,0.55
YP,MSA,high,49.806,1001,dorsal.1,3.508
YP,MSA,high,49.806,1001,dorsal.2,3.301
YP,MSA,high,49.806,1001,dorsal.3,2.932
YP,MSA,high,49.806,1001,neur.1.1,2.517
YP,MSA,high,49.806,1001,neur.1.2,2.31
YP,MSA,high,49.806,1001,neur.1.3,2.289
YP,MSA,high,49.806,1001,neur.2.1,2.715
YP,MSA,high,49.806,1001,neur.2.2,2.645
YP,MSA,high,49.806,1001,neur.2.3,2.67
YP,MSA,high,49.806,1001,neur.3.1,2.395
YP,MSA,high,49.806,1001,neur.3.2,2.378
YP,MSA,high,49.806,1001,neur.3.3,2.51
YP,MSA,high,50.686,1002,area.1,0.45
YP,MSA,high,50.686,1002,area.2,0.644
YP,MSA,high,50.686,1002,area.3,0.458
YP,MSA,high,50.686,1002,dorsal.1,3.456
YP,MSA,high,50.686,1002,dorsal.2,3.546
YP,MSA,high,50.686,1002,dorsal.3,2.912
YP,MSA,high,50.686,1002,neur.1.1,2.319
YP,MSA,high,50.686,1002,neur.1.2,2.757
YP,MSA,high,50.686,1002,neur.1.3,2.632
YP,MSA,high,50.686,1002,neur.2.1,2.64
YP,MSA,high,50.686,1002,neur.2.2,2.613
YP,MSA,high,50.686,1002,neur.2.3,2.447
YP,MSA,high,50.686,1002,neur.3.1,2.307
YP,MSA,high,50.686,1002,neur.3.2,2.529
YP,MSA,high,50.686,1002,neur.3.3,2.096
YP,MSA,high,59.12,1004,area.1,0.603
YP,MSA,high,59.12,1004,area.2,0.635
YP,MSA,high,59.12,1004,area.3,0.471
YP,MSA,high,59.12,1004,dorsal.1,3.842
YP,MSA,high,59.12,1004,dorsal.2,3.502
YP,MSA,high,59.12,1004,dorsal.3,3.1
YP,MSA,high,59.12,1004,neur.1.1,2.692
YP,MSA,high,59.12,1004,neur.1.2,3.055
YP,MSA,high,59.12,1004,neur.1.3,2.873
YP,MSA,high,59.12,1004,neur.2.1,2.778
YP,MSA,high,59.12,1004,neur.2.2,2.82
YP,MSA,high,59.12,1004,neur.2.3,2.545
YP,MSA,high,59.12,1004,neur.3.1,2.65
YP,MSA,high,59.12,1004,neur.3.2,2.135
YP,MSA,high,59.12,1004,neur.3.3,2.359
YP,MSA,high,48.641,1006,area.1,0.547
YP,MSA,high,48.641,1006,area.2,0.652
YP,MSA,high,48.641,1006,area.3,0.524
YP,MSA,high,48.641,1006,dorsal.1,3.588
YP,MSA,high,48.641,1006,dorsal.2,3.465
YP,MSA,high,48.641,1006,dorsal.3,3.202
YP,MSA,high,48.641,1006,neur.1.1,2.35
YP,MSA,high,48.641,1006,neur.1.2,2.497
YP,MSA,high,48.641,1006,neur.1.3,2.234
YP,MSA,high,48.641,1006,neur.2.1,2.52
YP,MSA,high,48.641,1006,neur.2.2,2.298
YP,MSA,high,48.641,1006,neur.2.3,2.264
YP,MSA,high,48.641,1006,neur.3.1,2.14
YP,MSA,high,48.641,1006,neur.3.2,1.954
YP,MSA,high,48.641,1006,neur.3.3,1.769
YP,MSA,high,55.094,1007,area.1,0.562
YP,MSA,high,55.094,1007,area.2,0.725
YP,MSA,high,55.094,1007,area.3,0.722
YP,MSA,high,55.094,1007,dorsal.1,3.658
YP,MSA,high,55.094,1007,dorsal.2,3.472
YP,MSA,high,55.094,1007,dorsal.3,3.559
YP,MSA,high,55.094,1007,neur.1.1,2.784
YP,MSA,high,55.094,1007,neur.1.2,3.005
YP,MSA,high,55.094,1007,neur.1.3,2.378
YP,MSA,high,55.094,1007,neur.2.1,2.646
YP,MSA,high,55.094,1007,neur.2.2,2.577
YP,MSA,high,55.094,1007,neur.2.3,2.32
YP,MSA,high,55.094,1007,neur.3.1,2.462
YP,MSA,high,55.094,1007,neur.3.2,2.484
YP,MSA,high,55.094,1007,neur.3.3,2.488
YP,MSA,high,54.37,1009,area.1,0.583
YP,MSA,high,54.37,1009,area.2,0.564
YP,MSA,high,54.37,1009,area.3,0.526
YP,MSA,high,54.37,1009,dorsal.1,3.328
YP,MSA,high,54.37,1009,dorsal.2,3.334
YP,MSA,high,54.37,1009,dorsal.3,3.367
YP,MSA,high,54.37,1009,neur.1.1,2.551
YP,MSA,high,54.37,1009,neur.1.2,2.5
YP,MSA,high,54.37,1009,neur.1.3,2.602
YP,MSA,high,54.37,1009,neur.2.1,2.642
YP,MSA,high,54.37,1009,neur.2.2,2.278
YP,MSA,high,54.37,1009,neur.2.3,2.317
YP,MSA,high,54.37,1009,neur.3.1,2.124
YP,MSA,high,54.37,1009,neur.3.2,1.743
YP,MSA,high,54.37,1009,neur.3.3,1.862
YP,MSA,high,53.23,1011,area.1,0.51
YP,MSA,high,53.23,1011,area.2,0.661
YP,MSA,high,53.23,1011,area.3,0.477
YP,MSA,high,53.23,1011,dorsal.1,3.396
YP,MSA,high,53.23,1011,dorsal.2,3.26
YP,MSA,high,53.23,1011,dorsal.3,3.241
YP,MSA,high,53.23,1011,neur.1.1,2.517
YP,MSA,high,53.23,1011,neur.1.2,2.516
YP,MSA,high,53.23,1011,neur.1.3,2.396
YP,MSA,high,53.23,1011,neur.2.1,2.6
YP,MSA,high,53.23,1011,neur.2.2,2.51
YP,MSA,high,53.23,1011,neur.2.3,2.514
YP,MSA,high,53.23,1011,neur.3.1,1.677
YP,MSA,high,53.23,1011,neur.3.2,2.016
YP,MSA,high,53.23,1011,neur.3.3,2.047
PS,MSA,high,67.775,1016,area.1,1.964
PS,MSA,high,67.775,1016,area.2,1.63
PS,MSA,high,67.775,1016,area.3,1.064
PS,MSA,high,67.775,1016,dorsal.1,10.207
PS,MSA,high,67.775,1016,dorsal.2,8.524
PS,MSA,high,67.775,1016,dorsal.3,8.332
PS,MSA,high,67.775,1016,neur.1.1,6.033
PS,MSA,high,67.775,1016,neur.1.2,5.329
PS,MSA,high,67.775,1016,neur.1.3,6.401
PS,MSA,high,67.775,1016,neur.2.1,6.69
PS,MSA,high,67.775,1016,neur.2.2,6.489
PS,MSA,high,67.775,1016,neur.2.3,6.716
PS,MSA,high,67.775,1016,neur.3.1,3.946
PS,MSA,high,67.775,1016,neur.3.2,3.908
PS,MSA,high,67.775,1016,neur.3.3,4.062
PS,MSA,high,85.4,1017,area.1,2.169
PS,MSA,high,85.4,1017,area.2,1.753
PS,MSA,high,85.4,1017,area.3,1.261
PS,MSA,high,85.4,1017,dorsal.1,9.087
PS,MSA,high,85.4,1017,dorsal.2,9.133
PS,MSA,high,85.4,1017,dorsal.3,8.376
PS,MSA,high,85.4,1017,neur.1.1,8.713
PS,MSA,high,85.4,1017,neur.1.2,8.261
PS,MSA,high,85.4,1017,neur.1.3,8.516
PS,MSA,high,85.4,1017,neur.2.1,7.693
PS,MSA,high,85.4,1017,neur.2.2,7.08
PS,MSA,high,85.4,1017,neur.2.3,6.98
PS,MSA,high,85.4,1017,neur.3.1,5.655
PS,MSA,high,85.4,1017,neur.3.2,4.598
PS,MSA,high,85.4,1017,neur.3.3,4.6
PS,MSA,high,75.2,1018,area.1,1.839
PS,MSA,high,75.2,1018,area.2,1.313
PS,MSA,high,75.2,1018,area.3,0.987
PS,MSA,high,75.2,1018,dorsal.1,9.095
PS,MSA,high,75.2,1018,dorsal.2,8.452
PS,MSA,high,75.2,1018,dorsal.3,8.378
PS,MSA,high,75.2,1018,neur.1.1,6.436
PS,MSA,high,75.2,1018,neur.1.2,6.22
PS,MSA,high,75.2,1018,neur.1.3,5.328
PS,MSA,high,75.2,1018,neur.2.1,7.76
PS,MSA,high,75.2,1018,neur.2.2,7.152
PS,MSA,high,75.2,1018,neur.2.3,6.883
PS,MSA,high,75.2,1018,neur.3.1,4.201
PS,MSA,high,75.2,1018,neur.3.2,4.274
PS,MSA,high,75.2,1018,neur.3.3,4.722
LP,MSA,high,60.121,1020,area.1,0.252
LP,MSA,high,60.121,1020,area.2,0.298
LP,MSA,high,60.121,1020,area.3,0.24
LP,MSA,high,60.121,1020,dorsal.1,1.74
LP,MSA,high,60.121,1020,dorsal.2,1.646
LP,MSA,high,60.121,1020,dorsal.3,1.589
LP,MSA,high,60.121,1020,neur.1.1,1.455
LP,MSA,high,60.121,1020,neur.1.2,1.437
LP,MSA,high,60.121,1020,neur.1.3,1.342
LP,MSA,high,60.121,1020,neur.2.1,1.553
LP,MSA,high,60.121,1020,neur.2.2,1.608
LP,MSA,high,60.121,1020,neur.2.3,1.301
LP,MSA,high,60.121,1020,neur.3.1,1.479
LP,MSA,high,60.121,1020,neur.3.2,1.444
LP,MSA,high,60.121,1020,neur.3.3,1.628
LP,MSA,high,51.26,1022,area.1,0.495
LP,MSA,high,51.26,1022,area.2,0.544
LP,MSA,high,51.26,1022,area.3,0.456
LP,MSA,high,51.26,1022,dorsal.1,2.576
LP,MSA,high,51.26,1022,dorsal.2,2.32
LP,MSA,high,51.26,1022,dorsal.3,2.313
LP,MSA,high,51.26,1022,neur.1.1,1.664
LP,MSA,high,51.26,1022,neur.1.2,1.804
LP,MSA,high,51.26,1022,neur.1.3,1.634
LP,MSA,high,51.26,1022,neur.2.1,1.766
LP,MSA,high,51.26,1022,neur.2.2,1.778
LP,MSA,high,51.26,1022,neur.2.3,1.538
LP,MSA,high,51.26,1022,neur.3.1,2.193
LP,MSA,high,51.26,1022,neur.3.2,2.131
LP,MSA,high,51.26,1022,neur.3.3,2.514
LP,MSA,high,56.52,1023,area.1,0.645
LP,MSA,high,56.52,1023,area.2,0.704
LP,MSA,high,56.52,1023,area.3,0.532
LP,MSA,high,56.52,1023,dorsal.1,2.6
LP,MSA,high,56.52,1023,dorsal.2,1.938
LP,MSA,high,56.52,1023,dorsal.3,1.997
LP,MSA,high,56.52,1023,neur.1.1,2.086
LP,MSA,high,56.52,1023,neur.1.2,1.967
LP,MSA,high,56.52,1023,neur.1.3,1.785
LP,MSA,high,56.52,1023,neur.2.1,1.711
LP,MSA,high,56.52,1023,neur.2.2,1.708
LP,MSA,high,56.52,1023,neur.2.3,1.471
LP,MSA,high,56.52,1023,neur.3.1,2.232
LP,MSA,high,56.52,1023,neur.3.2,2.199
LP,MSA,high,56.52,1023,neur.3.3,2.246
LP,MSA,high,62.08,1024,area.1,0.722
LP,MSA,high,62.08,1024,area.2,0.715
LP,MSA,high,62.08,1024,area.3,0.612
LP,MSA,high,62.08,1024,dorsal.1,2.573
LP,MSA,high,62.08,1024,dorsal.2,2.685
LP,MSA,high,62.08,1024,dorsal.3,2.33
LP,MSA,high,62.08,1024,neur.1.1,2.267
LP,MSA,high,62.08,1024,neur.1.2,2.215
LP,MSA,high,62.08,1024,neur.1.3,2.506
LP,MSA,high,62.08,1024,neur.2.1,1.892
LP,MSA,high,62.08,1024,neur.2.2,2.14
LP,MSA,high,62.08,1024,neur.2.3,2.056
LP,MSA,high,62.08,1024,neur.3.1,2.651
LP,MSA,high,62.08,1024,neur.3.2,3.104
LP,MSA,high,62.08,1024,neur.3.3,2.571
LP,MSA,high,56.52,1025,area.1,0.54
LP,MSA,high,56.52,1025,area.2,0.651
LP,MSA,high,56.52,1025,area.3,0.518
LP,MSA,high,56.52,1025,dorsal.1,2.452
LP,MSA,high,56.52,1025,dorsal.2,2.239
LP,MSA,high,56.52,1025,dorsal.3,1.757
LP,MSA,high,56.52,1025,neur.1.1,2.341
LP,MSA,high,56.52,1025,neur.1.2,1.59
LP,MSA,high,56.52,1025,neur.1.3,2.105
LP,MSA,high,56.52,1025,neur.2.1,2.157
LP,MSA,high,56.52,1025,neur.2.2,1.791
LP,MSA,high,56.52,1025,neur.2.3,1.77
LP,MSA,high,56.52,1025,neur.3.1,1.91
LP,MSA,high,56.52,1025,neur.3.2,2.132
LP,MSA,high,56.52,1025,neur.3.3,2.203
LP,MSA,high,57.25,1026,area.1,0.621
LP,MSA,high,57.25,1026,area.2,0.711
LP,MSA,high,57.25,1026,area.3,0.559
LP,MSA,high,57.25,1026,dorsal.1,2.723
LP,MSA,high,57.25,1026,dorsal.2,2.736
LP,MSA,high,57.25,1026,dorsal.3,2.166
LP,MSA,high,57.25,1026,neur.1.1,2.091
LP,MSA,high,57.25,1026,neur.1.2,1.986
LP,MSA,high,57.25,1026,neur.1.3,1.804
LP,MSA,high,57.25,1026,neur.2.1,1.743
LP,MSA,high,57.25,1026,neur.2.2,1.54
LP,MSA,high,57.25,1026,neur.2.3,2.22
LP,MSA,high,57.25,1026,neur.3.1,1.956
LP,MSA,high,57.25,1026,neur.3.2,2.096
LP,MSA,high,57.25,1026,neur.3.3,2.451
PS,OKA,low,43.12,1028,area.1,0.413
PS,OKA,low,43.12,1028,area.2,0.464
PS,OKA,low,43.12,1028,area.3,0.375
PS,OKA,low,43.12,1028,dorsal.1,5.409
PS,OKA,low,43.12,1028,dorsal.2,4.409
PS,OKA,low,43.12,1028,dorsal.3,4.316
PS,OKA,low,43.12,1028,neur.1.1,3.677
PS,OKA,low,43.12,1028,neur.1.2,3.875
PS,OKA,low,43.12,1028,neur.1.3,4.108
PS,OKA,low,43.12,1028,neur.2.1,4.104
PS,OKA,low,43.12,1028,neur.2.2,3.96
PS,OKA,low,43.12,1028,neur.2.3,3.979
PS,OKA,low,43.12,1028,neur.3.1,2.941
PS,OKA,low,43.12,1028,neur.3.2,2.713
PS,OKA,low,43.12,1028,neur.3.3,2.456
PS,OKA,low,45.71,1029,area.1,0.548
PS,OKA,low,45.71,1029,area.2,0.542
PS,OKA,low,45.71,1029,area.3,0.404
PS,OKA,low,45.71,1029,dorsal.1,5.456
PS,OKA,low,45.71,1029,dorsal.2,5.292
PS,OKA,low,45.71,1029,dorsal.3,4.996
PS,OKA,low,45.71,1029,neur.1.1,4.349
PS,OKA,low,45.71,1029,neur.1.2,4.19
PS,OKA,low,45.71,1029,neur.1.3,4.646
PS,OKA,low,45.71,1029,neur.2.1,4.212
PS,OKA,low,45.71,1029,neur.2.2,3.803
PS,OKA,low,45.71,1029,neur.2.3,3.637
PS,OKA,low,45.71,1029,neur.3.1,2.979
PS,OKA,low,45.71,1029,neur.3.2,2.904
PS,OKA,low,45.71,1029,neur.3.3,3.034
PS,OKA,low,46.216,1030,area.1,0.661
PS,OKA,low,46.216,1030,area.2,0.622
PS,OKA,low,46.216,1030,area.3,0.537
PS,OKA,low,46.216,1030,dorsal.1,5.665
PS,OKA,low,46.216,1030,dorsal.2,5.133
PS,OKA,low,46.216,1030,dorsal.3,4.991
PS,OKA,low,46.216,1030,neur.1.1,4.411
PS,OKA,low,46.216,1030,neur.1.2,4.344
PS,OKA,low,46.216,1030,neur.1.3,4.126
PS,OKA,low,46.216,1030,neur.2.1,4.42
PS,OKA,low,46.216,1030,neur.2.2,4.461
PS,OKA,low,46.216,1030,neur.2.3,4.064
PS,OKA,low,46.216,1030,neur.3.1,3.388
PS,OKA,low,46.216,1030,neur.3.2,3.011
PS,OKA,low,46.216,1030,neur.3.3,2.684
PS,OKA,low,39.89,1031,area.1,0.389
PS,OKA,low,39.89,1031,area.2,0.391
PS,OKA,low,39.89,1031,area.3,0.358
PS,OKA,low,39.89,1031,dorsal.1,4.677
PS,OKA,low,39.89,1031,dorsal.2,4.677
PS,OKA,low,39.89,1031,dorsal.3,4.267
PS,OKA,low,39.89,1031,neur.1.1,3.766
PS,OKA,low,39.89,1031,neur.1.2,3.508
PS,OKA,low,39.89,1031,neur.1.3,3.556
PS,OKA,low,39.89,1031,neur.2.1,3.872
PS,OKA,low,39.89,1031,neur.2.2,3.646
PS,OKA,low,39.89,1031,neur.2.3,3.371
PS,OKA,low,39.89,1031,neur.3.1,2.651
PS,OKA,low,39.89,1031,neur.3.2,2.624
PS,OKA,low,39.89,1031,neur.3.3,2.685
PS,OKA,low,40.59,1034,area.1,0.413
PS,OKA,low,40.59,1034,area.2,0.422
PS,OKA,low,40.59,1034,area.3,0.375
PS,OKA,low,40.59,1034,dorsal.1,5.56
PS,OKA,low,40.59,1034,dorsal.2,5.177
PS,OKA,low,40.59,1034,dorsal.3,5.033
PS,OKA,low,40.59,1034,neur.1.1,3.681
