study_id,es_id,authors,year,yi,vi,ni,es,se,type_es,citations,countrycode,jrnl_impact,similarity
947,458,Langdon,2002,0.636195641355041,0.023809523809523836,45,1.3684509,0.332877319,4,NA,NA,NA,NA
1776,459,Vinogradov,2003,0.276636215847905,0.018867924528301883,56,0.620200719,0.301553255,4,13,US,NA,NA
353,460,Conklin,2002,0.565161089473488,0.010869565217391224,95,1.211009975,0.22631135,4,36,US,NA,NA
770,461,Hughes,2003,0.471016094720678,0.011904761904761862,87,1.07976818,0.250658339,4,98,GB,NA,NA
232,462,Brazo,2002,0.632556697347997,0.014925373134328304,70,1.351185339,0.264921846,4,55,FR,NA,NA
638,463,Gooding,2002,0.544082357072429,0.016393442622950827,64,1.1448907209999999,0.270158335,4,45,US,NA,NA
951,464,Lanser,2002,0.0379441996118151,0.013888888888888909,75,0.075967409,0.231208298,4,14,NL,NA,NA
1224,465,Okada,2002,0.190743034636889,0.024390243902439,44,0.383803543,0.304274569,4,11,JP,NA,NA
1515,466,Seidman,2003,0.482888838556479,0.007518796992481203,136,1.0502026,0.190399167,4,NA,NA,NA,NA
1550,467,Silver,2003,0.685013434074565,0.016129032258064644,65,1.501370109,0.284063639,4,198,IL,NA,NA
925,468,Kravariti,2003,0.438027128752327,0.026315789473684358,41,0.904607779,0.328022106,4,52,GB,NA,NA
497,469,Elvevag,2003,0.630421409714108,0.025641025641025595,42,1.352180889,0.343331363,4,NA,NA,NA,NA
620,470,Giovannetti,2003,0.869419239929176,0.013333333333333298,78,2.009052377,0.281794825,4,12,US,NA,NA
1030,471,MacDonald,2003,0.237773654936939,0.017543859649122705,60,0.489939735,0.267291574,4,68,US,NA,NA
1113,472,Minzenberg,2003,0.325961346785112,0.01351351351351345,77,0.756602961,0.266947663,4,NA,NA,NA,NA
1096,473,McNeely,2003,0.0998739041887889,0.04347826086956531,26,0.200080048,0.393212411,4,NA,NA,NA,NA
444,474,Dickinson,2004,0.458788370806301,0.005524861878453033,184,0.951513121,0.155768403,4,NA,NA,NA,NA
863,475,Keefe,2004,0.245321940371667,0.0052910052910052924,192,0.564619561,0.16695044,4,NA,NA,NA,NA
1429,476,Rund,2004,0.596184888914732,0.010526315789473599,98,1.265325484,0.221479241,4,NA,NA,NA,NA
353,477,Conklin,2005,0.568050455781028,0.010869565217391224,95,1.217851839,0.226504503,4,NA,NA,NA,NA
232,478,Brazo,2005,0.56719789310652,0.009174311926605496,112,1.19620679,0.205188401,4,NA,NA,NA,NA
100,479,Badcock,2005,0.913417049576676,0.003921568627450986,258,2.117276264,0.156759153,4,NA,NA,NA,NA
879,480,Kiehl,2005,0.368676586293036,0.030303030303030356,36,0.754170867,0.344979341,4,NA,NA,NA,NA
726,481,Henquet,2005,0.683159848304444,0.037037037037036945,30,1.475106065,0.411823949,4,NA,NA,NA,NA
738,482,Hoff,2005,0.267188562845124,0.008196721311475405,125,0.55015118,0.185289023,4,NA,NA,NA,NA
965,483,Leitman,2006,0.674698974870933,0.027777777777777887,39,1.466231956,0.363097889,4,NA,NA,NA,NA
1618,484,Stirling,2006,0.347722157819113,0.022222222222222233,48,0.732813611,0.307380551,4,NA,NA,NA,NA
436,485,Depp,2007,0.235521055980864,0.0043103448275862094,235,0.494709416,0.137666592,4,NA,NA,NA,NA
303,486,Cellard,2007,0.508289324351562,0.023255813953488472,46,1.060921146,0.314945711,4,NA,NA,NA,NA
382,487,Cuesta,2007,-0.0670229429692895,0.0052083333333333304,195,-0.197311854,0.210899321,4,NA,NA,NA,NA
176,488,Bertrand,2007,0.476138930201597,0.016666666666666777,63,0.998915034,0.269692622,4,NA,NA,NA,NA
253,489,Burbridge,2007,0.247789082096391,0.010752688172043109,96,0.500773812,0.207342412,4,NA,NA,NA,NA
727,490,Henry,2007,0.387577006040047,0.017857142857142808,59,0.794821216,0.270499219,4,NA,NA,NA,NA
134,491,Barrantes-Vidal,2007,0.659668921765285,0.007812499999999994,131,1.418162752,0.195589312,4,NA,NA,NA,NA
1394,492,Rodriguez-Sanchez,2007,0.176374109835961,0.006622516556291384,154,0.459664111,0.210563063,4,NA,NA,NA,NA
30,493,Achim,2007,0.51387727412364,0.023255813953488472,46,1.082839534,0.318129776,4,NA,NA,NA,NA
463,494,Doughty,2008,0.6083725574553,0.03125000000000004,35,1.3066042,0.375573489,4,NA,NA,NA,NA
243,495,Brissos,2008,0.107401277806157,0.023255813953488472,46,0.215215753,0.295736329,4,NA,NA,NA,NA
322,496,Chen,2008,-0.0914084221330397,0.0666666666666666,18,-0.184212182,0.475334214,4,NA,NA,NA,NA
126,497,Barch,2008,0.251852614837551,0.011235955056179777,92,0.519079185,0.216039835,4,NA,NA,NA,NA
100,498,Badcock,2008,0.992385018928559,0.011494252873563114,90,2.332157592,0.273604269,4,NA,NA,NA,NA
206,499,Bora,2008,0.0680589376147102,0.017543859649122705,60,0.136222983,0.258498174,4,NA,NA,NA,NA
98,500,Baas,2008,0.295631316530922,0.023255813953488472,46,0.614611585,0.308829712,4,NA,NA,NA,NA
721,501,Heinrichs,2008,0.323922132335122,0.004545454545454544,223,0.704951341,0.147056647,4,NA,NA,NA,NA
1248,502,Park IH,2008,0.713471456956033,0.04000000000000001,28,1.551124007,0.431069801,4,NA,NA,NA,NA
1222,503,Ohrmann,2008,0.0472412072238679,0.012987012987013,80,0.094784519,0.224363526,4,NA,NA,NA,NA
1163,504,Nestor,2008,0.569386634702748,0.02000000000000014,53,1.2032395,0.298952567,4,NA,NA,NA,NA
1146,505,Mulholland,2008,0.739291793379674,0.023809523809523836,45,1.715087237,0.364257605,4,NA,NA,NA,NA
1319,506,Premkumar,2008,0.371975555366059,0.010309278350515483,100,0.878988566,0.239157768,4,NA,NA,NA,NA
1017,507,Luck,2008,1.46215230164165,0.028571428571428463,38,4.083500263,0.569798838,4,NA,NA,NA,NA
967,508,Leonard,2008,0.562113398876401,0.015384615384615271,68,1.184373136,0.262940663,4,NA,NA,NA,NA
1106,509,Midorikawa,2008,0.889178055562067,0.013698630136986403,76,2.112583722,0.29463046,4,NA,NA,NA,NA
1056,510,Martin,2008,0.194880253284305,0.028571428571428463,38,0.39223227,0.327547629,4,NA,NA,NA,NA
1796,511,Wang,2008,0.104689308305277,0.009523809523809521,108,0.209761286,0.192978599,4,NA,NA,NA,NA
1558,512,Skelley,2008,0.713427090934057,0.0027472527472527457,367,1.561768682,0.119891376,4,NA,NA,NA,NA
160,513,Bell,2009,-0.110826440548981,0.029411764705882415,37,-0.226191777,0.33587587,4,NA,NA,NA,NA
769,514,Huddy,2009,0.576532258178892,0.018518518518518427,57,1.233485218,0.292089136,4,NA,NA,NA,NA
964,515,Leeson,2009,0.364621677915856,0.0072992700729927005,140,0.753235499,0.176615304,4,NA,NA,NA,NA
1050,516,Manning,2009,0.387121793071309,0.017543859649122705,60,0.793727458,0.268172881,4,NA,NA,NA,NA
303,517,Cellard,2010,0.499464689404632,0.021276595744680982,50,1.0409835,0.301390887,4,NA,NA,NA,NA
666,518,Grillon ML,2010,0.31998205734641,0.021276595744680982,50,0.650940989,0.290236527,4,NA,NA,NA,NA
121,519,Baldeweg,2004,0.652666566082356,0.022222222222222233,48,-1.4,0.326530612,4,99,GB,4.426,1
122,520,Ball,1998,0.594378911302242,0.04545454545454527,25,-1.26,0.448979592,4,35,GB,9.472,1
152,521,Beatty,1993,0.445151759147682,0.023255813953488472,46,-0.92,0.375,4,85,US,1.812,1
233,522,Brebion,2001,0.266822666909941,0.011494252873563114,90,-0.54,0.216836735,4,28,GB,13.559,1
322,523,Chen,2000,0.329030893322087,0.014925373134328304,70,-0.67,0.293367347,4,45,CN,2.682,1
353,524,Conklin,2005,0.499028444456403,0.008000000000000002,128,-1.04,0.214285714,4,73,US,3.451,1
397,525,Danion,2001,0.271646760513775,0.01449275362318836,72,-0.55,0.255102041,4,61,FR,13.559,1
489,526,Egeland,2003,0.44060500286291,0.010309278350515483,100,-0.91,0.206632653,4,57,NO,2.158,1
497,527,Elvevag,2003,0.590143685781959,0.02702702702702694,40,-1.25,0.346938776,4,24,US,2.237,1
505,528,Ertugrul,2002,0.290880634684532,0.011494252873563114,90,-0.59,0.227040816,4,31,TR,5.545,1
565,529,Fossati,1999,0.3384985964017,0.019607843137254905,54,-0.69,0.352040816,4,139,CA,2.682,1
623,530,Glahn,2000,0.422332669526361,0.008264462809917354,124,-0.87,0.183673469,4,60,US,9.472,1
737,531,Ho,2005,0.521094747786225,0.004166666666666669,243,-1.09,0.142857143,4,117,US,15.147,1
831,532,Johnstone,1978,0.380734623641985,0.04000000000000001,28,-0.78,0.400510204,4,235,GB,5.545,1
878,533,Kiefer,2002,0.22314355131421,0.022222222222222233,48,-0.45,0.227040816,4,13,DE,4.426,1
943,534,Landro,2001,0.149443120184958,0.01587301587301577,66,-0.3,0.153061224,4,15,NO,1.147,1
1138,535,Moritz 2002a,2002,0.422332669526361,0.010309278350515483,100,-0.87,0.25255102,4,24,DE,3.355,1
1139,536,Moritz 2002b,2002,0.551599561577318,0.007042253521126758,145,-1.16,0.280612245,4,128,DE,1.921,1
1148,537,Muller,2005,0.37140239146356,0.014925373134328304,70,-0.76,0.237244898,4,14,DE,3.21,1
1185,538,Nienow,2004,0.568824898732248,0.0099009900990099,104,-1.2,0.265306122,4,14,US,1.812,0
1247,539,Park,1992,0.413145994832217,0.030303030303030356,36,-0.85,0.219387755,4,672,US,13.747,0
1277,540,Perry,2001,0.124676746921443,0.010309278350515483,100,-0.25,0.12755102,4,103,US,8.607,1
1290,541,Pirkola,2005,0.00999983334083285,0.004694835680751177,216,-0.02,0.211734694,4,45,FI,9.472,1
1535,542,Shedlack,1997,0.512295702969837,0.015384615384615271,68,-1.07,0.191326531,4,43,US,4.426,1
1610,543,Stefansson,1996,0.408540207829808,0.032258064516129066,34,-0.84,0.24744898,4,34,IS,9.472,1
1618,544,Stirling,1997,0.276464691365661,0.023255813953488472,46,-0.56,0.283163265,4,36,GB,4.426,1
1621,545,Stone,1998,0.449689892515991,0.033333333333333194,33,-0.93,0.367346939,4,106,US,3.425,1
1859,546,Wittorf,2004,0.57310763187148,0.016949152542372916,62,-1.21,0.326530612,4,21,DE,4.092,1
1394,547,Rodriguez-Sanchez,2005,0.366724604230137,0.01010101010101006,102,-0.75,0.362244898,4,52,ES,4.426,1
26,548,Abikoff,1996,0.644455004844934,0.02702702702702694,40,1.38,0.351859347,4,35,US,2.025,1
87,549,Assesmany,2001,0.257156348513015,0.012987012987013,80,0.52,0.227354349,4,NA,US,1.12,1
89,550,August,1990,0.383778606565135,0.009090909090909084,113,0.81,0.201108492,4,155,US,3.167,1
125,551,Barber,1996,0.104808013476227,0.011494252873563114,90,0.21,0.211398781,4,13,US,NA,1
129,552,Barkley,1990,0.265374239156218,0.013698630136986403,76,0.54,0.234818461,4,368,US,5.228,1
129,553,Barkley,1996,0.0549246167332756,0.022222222222222233,48,0.11,0.289144086,4,NA,US,2.397,1
129,554,Barkley,1997,0.221307249813658,0.028571428571428463,38,0.48,0.35330787,4,2585,US,14.392,1
139,555,Barry,2001,0.362039121240971,0.037037037037036945,30,0.74,0.377438737,4,NA,US,2.397,0
174,556,Berquin,1998,0.295656435418799,0.011111111111111117,93,0.6,0.212017004,4,322,US,8.303,0
200,557,Boerger,1999,0.507964177448013,0.029411764705882415,37,1.07,0.354387739,4,46,NL,3.167,0
221,558,Braaten,2000,0.187608667984734,0.02500000000000001,43,0.38,0.309802058,4,66,US,5.228,0
234,559,Breier,2002,0.41700604232896,0.02500000000000001,43,0.87,0.323042905,4,9,US,3.425,0
286,560,Carlson,2000,0.0349928581029374,0.024390243902439,44,0.07,0.301603668,4,56,US,5.228,0
286,561,Carlson,2000,0.0549723085118352,0.012987012987013,80,0.11,0.223775836,4,32,US,1.703,0
292,562,Carte,1996,0.173689331451673,0.012658227848101179,82,0.36,0.229469282,4,128,US,3.167,0
293,563,Carter,1995,0.276464691365661,0.02702702702702694,40,0.56,0.322366251,4,80,US,2.682,1
293,564,Carter,1995,0.310010416495237,0.028571428571428463,38,0.63,0.332393632,4,93,US,9.472,0
295,565,Casey,1997,0.2377537491524,0.02040816326530616,52,0.48,0.281315591,4,496,US,6.354,0
298,566,Castellanos,1996,0.328980243193722,0.009174311926605496,112,0.67,0.194241334,4,700,US,13.747,0
298,567,Castellanos,2001,0.242612911397075,0.010309278350515483,100,0.49,0.202979063,4,239,US,13.747,0
318,568,Chee,1989,0.165374756061888,0.021276595744680982,50,0.37,0.317136168,4,95,CA,3.167,0
320,569,Chelune,1986,0.144496643818822,0.022222222222222233,48,0.29,0.290188516,4,202,US,1.633,1
324,570,Chhabildas,2001,0.58949123045856,0.008928571428571426,115,1.38,0.225340081,4,195,US,3.167,0
335,571,Clark,2000,0.617687516813985,0.017241379310344942,61,1.33,0.285538347,4,95,AU,3.167,0
336,572,Clarke,2001,0.583806954029148,0.008547008547008557,120,1.31,0.211306452,4,117,AU,3.18,0
336,573,Clarke,2001,0.31177173972152,0.00293255131964809,344,0.75,0.130787866,4,71,AU,2.682,0
361,574,Corbett,2000,0.48567948296045,0.014084507042253443,74,1.01,0.246873696,4,54,US,2.181,0
395,575,Dane,2000,0.529856898372382,0.024390243902439,44,1.11,0.323898483,4,49,CA,6.354,0
442,576,Dewey,2001,0.245020296052691,0.0061728395061728366,165,0.53,0.169256338,4,11,CA,2.67,1
504,577,Ernst,1994,0.46265227624464,0.0625,19,0.96,0.485143013,4,143,US,6.354,0
504,578,Ernst,1999,0.445151759147682,0.05882352941176472,20,0.92,0.470276514,4,162,US,13.559,0
528,579,Felton,1987,0.183970095220643,0.02000000000000014,53,0.43,0.321974248,4,119,US,3.309,1
597,580,Gansler,1998,0.103736890284025,0.02702702702702694,40,0.24,0.366132945,4,81,US,1.812,1
599,581,Garcia-Sanchez,1997,0.599185787751047,0.020833333333333204,51,1.37,0.33086615,4,44,ES,1.666,1
612,582,Giedd,1994,0.542930505457726,0.030303030303030356,36,1.14,0.359389915,4,261,US,13.559,0
634,583,Gomez,1999,0.193784867221876,0.037037037037036945,30,0.39,0.368603219,4,13,AU,2.025,0
643,584,Gorenstein,1989,0.0298253348281692,0.022727272727272787,47,0.06,0.293460191,4,113,US,2.111,1
667,585,Grodzinsky,1992,0,0.016393442622950827,64,0,0.250489716,4,228,US,2.67,0
688,586,Halperin,1992,0.363167362097024,0.02173913043478257,49,0.77,0.306371702,4,80,US,6.354,0
732,587,Herpertz,2001,0.598604597236841,0.025641025641025595,42,1.27,0.338288761,4,71,DE,6.354,0
744,588,Holdnack,1995,0.558125806754374,0.019230769230769156,55,1.18,0.293243099,4,63,US,NA,0
756,589,Horn,1989,0.284943250376629,0.018867924528301883,56,0.61,0.288064103,4,70,US,3.167,1
761,590,Houghton,1999,0.184136923408385,0.011494252873563114,90,0.4,0.229634943,4,132,AU,1.666,0
779,591,Iaboni,1995,0.15908107424494,0.030303030303030356,36,0.32,0.335972217,4,121,CA,4.974,0
779,592,Iaboni,1997,0.247466461547263,0.030303030303030356,36,0.5,0.3385016,4,73,CA,3.18,0
804,593,Jacobsen,1996,0.153618145590964,0.02702702702702694,40,0.31,0.3197051,4,53,US,9.472,0
815,594,Janzen,1995,0.295673047563422,0.07692307692307718,16,0.6,0.511126208,4,73,CA,NA,0
820,595,Jennings,1997,0.131548120958352,0.01587301587301577,66,0.27,0.253009508,4,69,US,3.782,0
828,596,Johnson,2001,0.141840641412503,0.010989010989011025,94,0.29,0.211235113,4,25,US,1.921,1
834,597,Jonkman,1997,0.333768351645882,0.030303030303030356,36,0.68,0.342831348,4,85,NL,9.472,0
834,598,Jonkman,1999,0.445151759147682,0.04000000000000001,28,0.92,0.397456197,4,72,NL,3.18,0
834,599,Jonkman,2000,0.454219358912955,0.04000000000000001,28,0.94,0.398290992,4,50,NL,3.18,0
853,600,Kaplan,1998,0.245020296052691,0.0061728395061728366,165,0.53,0.169256338,4,NA,CA,2.158,0
865,601,Kemner,1995,0.0599640581953339,0.02702702702702694,40,0.12,0.316512243,4,79,NL,9.472,0
875,602,Kerns,2001,0.266822666909941,0.025641025641025595,42,0.54,0.314180718,4,76,CA,2.181,0
897,603,Klorman,1999,0.28426945385956,0.010989010989011025,94,0.63,0.230167268,4,132,US,6.354,0
920,604,Krane,2001,0.503170517053825,0.005263157894736847,193,1.59,0.232665658,4,NA,CA,2.397,1
936,605,Kuperman,1996,0.445361287076112,0.04000000000000001,28,0.93,0.401594293,4,70,US,6.354,0
959,606,Lazzaro,1999,0.324286295137463,0.009523809523809521,108,0.66,0.197620099,4,74,AU,2.648,0
1001,607,Lorch,2000,0.123617035266029,0.011235955056179777,92,0.25,0.211117131,4,37,US,4.974,0
1018,608,"Lufi,",2001,0.301339930219721,0.0077519379844961265,132,0.73,0.212498978,4,4,IL,0.521,1
1042,609,Mahone,2001,0.147921468273737,0.02173913043478257,49,0.3,0.290261435,4,52,US,3.009,0
1049,610,Mann,1992,0.213221609066165,0.02040816326530616,52,0.43,0.280739954,4,210,US,1.504,0
1053,611,Mariani,1997,0.28074048430956,0.016393442622950827,64,0.57,0.255506124,4,176,US,2.67,0
1150,612,Murphy,2001,0.337926205188,0.00602409638554217,169,0.71,0.16321835,4,105,US,3.425,0
1178,613,Newcorn,1989,-0.0953911236355274,0.014084507042253443,74,-0.35,0.426849214,4,33,US,6.354,0
1186,614,Nigg,1999,0.169191635935195,0.021276595744680982,50,0.34,0.284878922,4,128,US,3.167,0
1186,615,Nigg,1996,0.0878698181429495,0.028571428571428463,38,0.18,0.332522546,4,32,US,NA,0
1186,616,Nigg,1997,0.39387639629942,0.024390243902439,44,0.83,0.322007726,4,86,US,3.451,0
1186,617,Nigg,1998,0.206332035675503,0.009090909090909084,113,0.43,0.196754091,4,149,US,4.974,0
1223,618,Oie,1999,0.537173319211807,0.021276595744680982,50,1.15,0.310738368,4,85,NO,13.559,1
1229,619,Oosterlaan,1996,0.285537147952553,0.0344827586206897,32,0.58,0.36158878,4,134,NL,3.167,0
1229,620,Oosterlaan,1998,0.562620952371621,0.03125000000000004,35,1.21,0.374116738,4,373,NL,5.669,0
1239,621,Overtoom,2002,0.343221555085944,0.0344827586206897,32,0.7,0.364220057,4,87,NL,6.354,0
1243,622,Ozonoff,1999,0.0298617638918436,0.02000000000000014,53,0.06,0.276013383,4,313,US,3.384,0
1283,623,"Phelps,",1996,-0.12963659033633,0.012987012987013,80,-0.26,0.224549549,4,6,US,0.566,1
1291,624,Pisecco,2001,0.116791879557873,0.003355704697986574,301,0.47,0.232218997,4,24,US,2.025,0
1327,625,Purvis,1997,0.183960658083038,0.04000000000000001,28,0.37,0.381184713,4,125,CA,3.167,0
1327,626,Purvis,2000,-0.159325079865316,0.032258064516129066,34,-0.32,0.345185372,4,104,CA,6.354,0
1417,627,Ross,1994,0.316893000751977,0.05000000000000001,23,0.65,0.431402202,4,92,US,6.354,0
1421,628,Rothenberger,2000,0.22314355131421,0.05263157894736853,22,0.45,0.431764351,4,44,DE,3.355,0
1423,629,Rovet,2001,0.655049806624535,0.0038910505836575833,260,1.41,0.138922495,4,21,CA,5.669,0
1427,630,Rucklidge,2001,0.398179749359965,0.02040816326530616,52,0.82,0.28956232,4,84,NZ,6.354,0
1429,631,Rund,1998,0.345793910762161,0.021276595744680982,50,0.72,0.297518627,4,33,NO,1.147,0
1479,632,Schachar,1990,0.503877985959131,0.05000000000000001,23,1.06,0.448719471,4,296,CA,3.782,0
1480,633,Schachar 1995a,1995,0.0641406483179772,0.028571428571428463,38,0.13,0.32890259,4,101,CA,6.354,0
1481,634,Schachar 1995b,1995,0.236658731056788,0.030303030303030356,36,0.49,0.346724443,4,224,CA,3.167,0
1479,635,Schachar,1988,0.351242426278562,0.033333333333333194,33,0.72,0.360661569,4,66,CA,3.167,0
1479,636,Schachar,2000,0.482436163655769,0.009803921568627446,105,1.08,0.223038573,4,195,CA,3.167,0
1490,637,Scheres,2001,0.299536500516408,0.016129032258064644,65,0.63,0.262887785,4,109,NL,5.669,0
1506,638,Schweitzer,1995,0.133764812092878,0.0666666666666666,18,0.27,0.476471405,4,90,US,5.669,0
1520,639,Semrud-Clikeman,1996,0.525480447978514,0.05882352941176472,20,1.1,0.479843725,4,9,US,1.921,1
1529,640,Shapiro,1993,0.0192208748577933,0.009803921568627446,105,0.04,0.203097961,4,30,US,2.67,0
1549,641,Silberstein,1998,0.422332669526361,0.032258064516129066,34,0.87,0.358856435,4,59,AU,13.747,0
1570,642,Smith,2002,0.31477598001879,0.024390243902439,44,0.64,0.309133687,4,124,GB,5.669,0
1611,643,Steger,2000,0.361858522866191,0.03571428571428586,31,0.74,0.371482065,4,39,CH,2.979,0
1611,644,Steger,2001,0.227764684720712,0.025641025641025595,42,0.46,0.313007337,4,56,CH,3.292,0
1614,645,Stevens,2002,0.426913454126117,0.006711409395973147,152,0.88,0.169891606,4,59,US,2.67,0
1615,646,Stewart,2001,0.0449848263229507,0.0666666666666666,18,0.09,0.471643109,4,NA,CA,NA,0
1637,647,Swaab-Barneveld,2000,0.295560082178549,0.00961538461538461,107,0.6,0.197724127,4,58,NL,6.354,0
1666,648,Tannock,2000,0.0723323834003106,0.010989010989011025,94,0.16,0.228251134,4,99,CA,3.167,0
1667,649,Tarnowski,1986,0.357110750088888,0.04166666666666687,27,0.73,0.397768987,4,72,US,4.974,0
1713,650,Tripp,2001,0.494587826308968,0.01449275362318836,72,1.03,0.250844407,4,88,NZ,5.669,0
1790,651,Walker,2000,0.494587826308968,0.017543859649122705,60,1.03,0.274786281,4,61,AU,2.158,1
1817,652,Weiler,2000,0.18028404385824,0.02702702702702694,40,0.37,0.32538887,4,29,US,2.181,0
1832,653,West,2000,-0.0784746828355091,0.014084507042253443,74,-0.16,0.237136204,4,20,AU,2.181,0
1837,654,Weyandt,1994,-0.10910230357037,0.012820512820512915,81,-0.22,0.224273863,4,74,US,2.67,1
1841,655,Wiers,1998,0.374385523349238,0.016949152542372916,62,0.77,0.264400269,4,36,NL,3.167,0
1845,656,Willcutt,2001,0.52967885893356,0.005882352941176463,173,1.21,0.178120001,4,218,US,3.167,0
1877,657,Wu,2002,0.373119682950168,0.011904761904761862,87,0.81,0.235573402,4,38,HK,2.67,0
1904,658,Zametkin,1990,0.25645218218272,0.013888888888888909,75,0.55,0.249031457,4,607,US,54.42,0
1904,659,Zametkin,1993,0.203590639225979,0.05882352941176472,20,0.41,0.451887707,4,229,US,13.747,0
31,660,Ackerman,2007,0.276863823,0.007194244604316549,142,0.276863823,0.084818893,1,52,US,2.426,1
114,661,Bailey test,1971,0.100335348,0.009174311926605496,112,0.100335348,0.095782629,1,6,US,2.111,1
104,662,Bailey estimate,1971,0.497311288,0.008264462809917354,124,0.497311288,0.090909091,1,6,US,2.111,1
105,663,Bailey female,1976,0.522984278,0.05882352941176472,20,0.522984278,0.242535625,1,10,US,0.647,1
109,664,Bailey male,1976,0.59014516,0.05882352941176472,20,0.59014516,0.242535625,1,10,US,0.647,1
110,665,Bailey male 1,1974,0.42364893,0.029411764705882415,37,0.42364893,0.171498585,1,14,US,0.647,1
106,666,Bailey female 1,1974,0.411800034,0.04761904761904745,24,0.411800034,0.21821789,1,14,US,0.647,1
111,667,Bailey male 2,1974,0.298566264,0.02702702702702694,40,0.298566264,0.164398987,1,14,US,0.647,1
107,668,Bailey female 2,1974,0.040021354,0.02500000000000001,43,0.040021354,0.158113883,1,14,US,0.647,1
112,669,Bailey male 3,1974,0.618381314,0.024390243902439,44,0.618381314,0.156173762,1,14,US,0.647,1
108,670,Bailey female 3,1974,1.256152812,0.025641025641025595,42,1.256152812,0.160128154,1,14,US,0.647,1
113,671,Bailey male 4,1974,0.276863823,0.023809523809523836,45,0.276863823,0.15430335,1,14,US,0.647,1
115,672,Baily female 4,1974,0.472230804,0.013888888888888909,75,0.472230804,0.11785113,1,14,US,0.647,1
105,673,Bailey female,1977,0.536060337,0.007352941176470585,139,0.536060337,0.085749293,1,7,US,0.372,1
109,674,Bailey male,1977,0.365443754,0.007352941176470585,139,0.365443754,0.085749293,1,7,US,0.372,1
208,675,Borkenau,1993,0.331647109,0.010309278350515483,100,0.331647109,0.101534617,1,124,DE,5.51,0
241,676,Brim,1954,0.459896681,0.012048192771084262,86,0.459896681,0.10976426,1,11,US,2.909,1
310,677,Chamorro-Premuzic,2009,0.472230804,0.00684931506849315,149,0.472230804,0.082760589,1,5,GB,0.913,1
310,678,Chamorro-Premuzic,2006,0.435611223,0.005524861878453033,184,0.435611223,0.074329415,1,NA,GB,0.913,1
310,679,Chamorro-Premuzic,2004,0.411800034,0.012499999999999891,83,0.411800034,0.111803399,1,42,GB,2.011,1
310,680,Chamorro-Premuzic,2005,0.223656109,0.0055865921787709525,182,0.223656109,0.074743509,1,35,GB,1.861,1
345,681,Cogan,1915,0.867300528,0.04545454545454527,25,0.867300528,0.213200716,1,31,NA,NA,NA
433,682,DeNisi,1977,0.266108407,0.009009009009009009,114,0.266108407,0.0949158,1,71,US,4.367,0
584,683,Furnham 2005b,2005,0.435611223,0.010309278350515483,100,0.435611223,0.101534617,1,3,GB,0.238,1
583,684,Furnham,2004,0.309519604,0.005434782608695656,187,0.309519604,0.073720978,1,26,GB,3.389,1
583,685,Furnham,2007,0.59014516,0.010204081632653047,101,0.59014516,0.101015254,1,7,GB,0.944,1
583,686,Furnham,2000,0.192337169,0.005917159763313606,172,0.192337169,0.076923077,1,65,GB,1.957,1
587,687,Furnham study 1,2005,0.192337169,0.010309278350515483,100,0.192337169,0.101534617,1,39,GB,0.846,1
588,688,Furnham study 2,2005,0.276863823,0.007812499999999994,131,0.276863823,0.088388348,1,39,GB,0.846,1
586,689,Furnham male,1999,0.276863823,0.02000000000000014,53,0.276863823,0.141421356,1,56,GB,0.711,1
585,690,Furnham female,1999,0.090244188,0.0072992700729927005,140,0.090244188,0.085435766,1,56,GB,0.711,1
583,691,Furnham,2006,0.298566264,0.016393442622950827,64,0.298566264,0.12803688,1,24,GB,NA,1
590,692,Gabriel male,1994,0.276863823,0.016949152542372916,62,0.276863823,0.130188911,1,131,US,2.935,1
589,693,Gabriel female,1994,0.309519604,0.012345679012345652,84,0.309519604,0.111111111,1,131,US,2.935,1
748,694,Holling,2005,0.497311288,0.011764705882352922,88,0.497311288,0.108465229,1,20,DE,1.861,1
912,695,Kornilova,2009,0.234189467,0.005524861878453033,184,0.234189467,0.074329415,1,17,RU,1.565,1
1258,696,Paulhus 1,1998,0.202732554,0.005847953216374275,174,0.202732554,0.076471911,1,98,CA,2.935,1
1259,697,Paulhus 2,1998,0.234189467,0.004201680672268902,241,0.234189467,0.064820372,1,98,CA,2.935,1
1355,698,Reilly male,1995,0.447692024,0.023809523809523836,45,0.447692024,0.15430335,1,64,GB,1.861,1
1354,699,Reilly female,1995,0.151140436,0.012987012987013,80,0.151140436,0.113960576,1,64,GB,1.861,1
1779,700,Visser,2008,0.202732554,0.005076142131979688,200,0.202732554,0.07124705,1,20,CA,0.944,1
1812,701,Webb,1955,0.213171347,0.010869565217391224,95,0.213171347,0.104257207,1,10,US,NA,1
1825,702,Wells,1986,0.447692024,6.644518272425272e-4,1508,0.447692024,0.025776963,1,30,US,1.647,1
1863,703,Wolff estimate,1969,-0.255412812,0.10000000000000003,13,-0.255412812,0.316227766,1,3,US,0.402,1
1864,704,Wolff test,1969,0.110446916,0.10000000000000003,13,0.110446916,0.316227766,1,3,US,0.402,1
24,705,ABC1936,2000,0.013626642,0.007194244604316549,142,0.013626642,0.62244898,1,319,GB,5.51,1
960,706,LBC1921,2000,0.064106602,0.005917159763313606,172,0.064106602,0.647959184,1,34,GB,2.913,1
1159,707,NCDS,2008,0.114319634,1.5283509093687908e-4,6546,0.114319634,0.099489796,1,302,GB,9.197,1
