Row_number,Study_number,Study_title,Country,Latitude,Longitude,Species,Family,Hedges_g,Hedges_g_sei,LRR,LRR_sei,Clutch_size,Reproductive_mode,Mass,Disturbance_type,Vegetation_type,Precip,Temp,Range_size,Habitat_spec
786,2912,Effect of streambank fencing on herpetofauna in pasture stream zones,USA,40,-80.2,Regina_septemvittata,Colubridae,-0.860909265,0.467470982,-1.082611947,0.374619076,11,Viviparous,217.0232347,Grazing,Grassland,1008.75,21.19083341,1017822.402,2
787,2912,Effect of streambank fencing on herpetofauna in pasture stream zones,USA,40,-80.2,Thamnophis_sirtalis,Colubridae,-0.987924307,0.473708624,-0.826678573,0.297990839,27,Viviparous,862.3049951,Grazing,Grassland,1008.75,21.19083341,8248810.811,7
788,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Anolis_meridionalis,Dactyloidae,-1.948560809,0.991500934,-2.514429089,0.543500409,1.2,Oviparous,4.107349077,Plantation,Woodland,1506,21.84622203,3061382.998,NA
789,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Anolis_brasiliensis,Dactyloidae,-1.327414841,0.901943742,NA,NA,1,Oviparous,8.748557676,Plantation,Woodland,1506,21.84622203,489745.2452,NA
790,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Polychrus_acutirostris,Polychrotidae,-0.652039173,0.837911843,NA,NA,13.25,Oviparous,105.6973145,Plantation,Woodland,1506,21.84622203,6478743.484,NA
792,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Tropidurus_itambere,Iguanidae,-0.806561946,0.849045649,-0.736156255,0.546678158,3.75,Oviparous,31.0981775,Plantation,Woodland,1506,21.84622203,2466489.977,1
793,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Tropidurus_torquatus,Iguanidae,1.128379167,0.879073354,0.693147181,0.577350269,4.7,Oviparous,79.22687495,Plantation,Woodland,1506,21.84622203,8061243.067,1
795,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Aspronema_dorsivittatum,Scincidae,-0.664506397,0.838727645,-3.258096538,1.105204114,4,Viviparous,15.31965775,Plantation,Woodland,1506,21.84622203,3700266.452,NA
796,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Notomabuya_frenata,Scincidae,0.754030708,0.845012934,1.223951931,0.891297336,4.3,Viviparous,15.87613034,Plantation,Woodland,1506,21.84622203,6260115.215,NA
797,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Copeoglossum_nigropunctatum,Scincidae,0.242464908,0.819491165,0.560689325,1.416927316,4.8,Viviparous,31.94407332,Plantation,Woodland,1506,21.84622203,9740112.209,NA
798,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Ameiva_ameiva,Teiidae,-0.765618911,0.845880819,-1.382556039,0.800202196,5.25,Oviparous,298.6083905,Plantation,Woodland,1506,21.84622203,12354872.48,NA
799,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Ameivula_ocellifera,Teiidae,-0.511092805,0.829719624,-1.609437912,1.413355817,2.5,Oviparous,52.39063655,Plantation,Woodland,1506,21.84622203,6685545.088,NA
800,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Salvator_duseni,Teiidae,-1.304995037,0.899213177,NA,NA,NA,NA,2391.981379,Plantation,Woodland,1506,21.84622203,782306.6511,NA
801,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Bachia_bresslaui,Gymnophthalmidae,-0.642008836,0.837266154,NA,NA,2,Oviparous,6.041836956,Plantation,Woodland,1506,21.84622203,1123631.515,2
802,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Cercosaura_ocellata,Gymnophthalmidae,-0.786821592,0.84750065,-2.071031274,0.807053058,2.45,Oviparous,6.430428351,Plantation,Woodland,1506,21.84622203,11096448.59,NA
803,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Cercosaura_schreibersii,Gymnophthalmidae,-0.607130696,0.835095188,-2.718100537,1.4246516,2,Oviparous,3.704056484,Plantation,Woodland,1506,21.84622203,2058999.52,2
804,937,Effects of abandoned Eucalyptus plantations on lizard communities in the Brazilian Cerrado,Brazil,-15.74,-47.89,Micrablepharus_atticolus,Gymnophthalmidae,-0.435407447,0.826114381,-0.589552781,0.878506587,1.9,Oviparous,1.643284808,Plantation,Woodland,1506,21.84622203,2109945.814,2
805,2099,Effects of an invasive plant on a desert sand dune landscape,USA,33.78,-116.33,Uma_inornata,Phrynosomatidae,-0.306608861,0.367287558,-0.430322405,0.503528077,2.45,Oviparous,56.11640632,Other,Shrubland,112.5,31.76799957,2897.299749,1
806,2099,Effects of an invasive plant on a desert sand dune landscape,USA,33.78,-116.33,Phrynosoma_mcallii,Phrynosomatidae,-0.13095763,0.365539553,-0.217723484,0.585101891,4.95,Oviparous,39.9516679,Other,Shrubland,112.5,31.76799957,42222.73481,2
807,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Morethia_obscura,Scincidae,-2.289032197,0.909658878,-1.072636802,0.451194643,3.05,Oviparous,3.310542283,Mining,Forest,1096.25,21.1995,1262898.278,3
808,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Menetia_greyii,Scincidae,0.356678277,0.712706961,0.88238918,1.241308372,1.55,Oviparous,1.116996242,Mining,Forest,1096.25,21.1995,7082459.354,4
809,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Bassiana_trilineata,Scincidae,-1.44977811,0.794585449,-1.673976434,0.715244546,5.15,Oviparous,7.452922942,Mining,Forest,1096.25,21.1995,320293.006,NA
810,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Lerista_distinguenda,Scincidae,-1.264037477,0.774507535,NA,NA,2,Oviparous,1.033031288,Mining,Forest,1096.25,21.1995,404887.1622,2
811,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Hemiergis_initialis,Scincidae,-1.345670317,0.783056057,-1.098612289,0.490653217,1.9,Viviparous,0.983680021,Mining,Forest,1096.25,21.1995,364709.4988,3
812,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Diplodactylus_lateroides,Diplodactylidae,0.96228409,0.746909912,NA,NA,2,Oviparous,2.607181533,Mining,Forest,1096.25,21.1995,16169.8925,3
813,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Egernia_napoleonis,Scincidae,-1.842635464,0.843923332,NA,NA,2.5,Viviparous,54.06509229,Mining,Forest,1096.25,21.1995,205755.1616,3
814,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Ctenotus_labillardieri,Scincidae,-0.748443702,0.731444118,NA,NA,3.55,Oviparous,8.874565303,Mining,Forest,1096.25,21.1995,349830.9571,3
815,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Pogona_minor,Agamidae,0.614211821,0.723587251,NA,NA,6.5,Oviparous,173.5976736,Mining,Forest,1096.25,21.1995,3027694.484,4
816,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Lerista_microtis,Scincidae,-0.614211821,0.723587251,NA,NA,2.3,Viviparous,4.13666534,Mining,Forest,1096.25,21.1995,99459.21665,3
817,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Aprasia_pulchella,Pygopodidae,-1.023686369,0.751994589,NA,NA,2,Oviparous,7.461061156,Mining,Forest,1096.25,21.1995,61745.23044,2
818,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Cryptoblepharus_buchananii,Scincidae,-0.868626419,0.739700609,NA,NA,2,Oviparous,2.193828643,Mining,Forest,1096.25,21.1995,2139108.458,3
819,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Christinus_marmoratus,Gekkonidae,-0.614211821,0.723587251,NA,NA,1.75,Oviparous,7.122848836,Mining,Forest,1096.25,21.1995,959856.4888,3
820,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Ctenotus_delli,Scincidae,-0.614211821,0.723587251,NA,NA,NA,Oviparous,4.842511204,Mining,Forest,1096.25,21.1995,19898.32814,2
821,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Tiliqua_rugosa,Scincidae,-0.614211821,0.723587251,NA,NA,2.05,Viviparous,1229.690209,Mining,Forest,1096.25,21.1995,2859851.163,4
822,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Parasuta_gouldii,Elapidae,-0.614211821,0.723587251,NA,NA,3.6,Viviparous,54.74343165,Mining,Forest,1096.25,21.1995,350724.1655,4
823,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Varanus_gouldii,Varanidae,0.614211821,0.723587251,NA,NA,7.8,Oviparous,6939.880412,Mining,Forest,1096.25,21.1995,6690835.18,4
824,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Pseudonaja_affinis,Elapidae,-0.614211821,0.723587251,NA,NA,14.6,Oviparous,1338.379265,Mining,Forest,1096.25,21.1995,445985.6575,5
825,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Morethia_obscura,Scincidae,0.219714515,0.709237023,0.223143551,0.64233381,3.05,Oviparous,3.310542283,Mining,Forest,1096.25,21.1995,1262898.278,3
826,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Menetia_greyii,Scincidae,-0.982334627,0.748539466,-1.704748092,1.108444947,1.55,Oviparous,1.116996242,Mining,Forest,1096.25,21.1995,7082459.354,4
827,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Bassiana_trilineata,Scincidae,-1.353513564,0.783900463,-2.772588722,1.084934731,5.15,Oviparous,7.452922942,Mining,Forest,1096.25,21.1995,320293.006,NA
828,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Lerista_distinguenda,Scincidae,-0.96228476,0.746909966,NA,NA,2,Oviparous,1.033031288,Mining,Forest,1096.25,21.1995,404887.1622,2
829,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Hemiergis_initialis,Scincidae,-1.373419385,0.786061416,-1.791759469,1.054092553,1.9,Viviparous,0.983680021,Mining,Forest,1096.25,21.1995,364709.4988,3
830,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Diplodactylus_lateroides,Diplodactylidae,1.063846577,0.755470447,NA,NA,2,Oviparous,2.607181533,Mining,Forest,1096.25,21.1995,16169.8925,3
831,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Egernia_napoleonis,Scincidae,-2.274596933,0.907392942,-2.197224577,1.022383281,2.5,Viviparous,54.06509229,Mining,Forest,1096.25,21.1995,205755.1616,3
832,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Ctenotus_labillardieri,Scincidae,-0.868626419,0.739700609,NA,NA,3.55,Oviparous,8.874565303,Mining,Forest,1096.25,21.1995,349830.9571,3
833,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Pogona_minor,Agamidae,0.614211821,0.723587251,NA,NA,6.5,Oviparous,173.5976736,Mining,Forest,1096.25,21.1995,3027694.484,4
834,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Lerista_microtis,Scincidae,-0.614211821,0.723587251,NA,NA,2.3,Viviparous,4.13666534,Mining,Forest,1096.25,21.1995,99459.21665,3
835,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Aprasia_pulchella,Pygopodidae,-0.614211821,0.723587251,NA,NA,2,Oviparous,7.461061156,Mining,Forest,1096.25,21.1995,61745.23044,2
836,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Christinus_marmoratus,Gekkonidae,-0.614211821,0.723587251,NA,NA,1.75,Oviparous,7.122848836,Mining,Forest,1096.25,21.1995,959856.4888,3
837,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Parasuta_nigriceps,Elapidae,-0.614211821,0.723587251,NA,NA,3.7,Viviparous,70.86646866,Mining,Forest,1096.25,21.1995,558728.8295,3
838,770,Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia,Australia,-32.65,116.15,Varanus_rosenbergi,Varanidae,-0.614211821,0.723587251,NA,NA,8.25,Oviparous,3018.955926,Mining,Forest,1096.25,21.1995,451526.1939,2
839,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Ctenophorus_cristatus,Agamidae,-0.489670092,0.641863568,-1.292768303,1.296785662,4.55,Oviparous,47.51404016,Mining,Woodland,281.6,25.6531999,794023.9861,2
840,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Ctenophorus_reticulatus,Agamidae,-1.018362664,0.672200213,-1.381380346,0.713672046,4.3,Oviparous,42.44052629,Mining,Woodland,281.6,25.6531999,2321838.046,2
841,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Ctenophorus_scutulatus,Agamidae,-0.572077231,0.645262441,NA,NA,5.15,Oviparous,51.57827274,Mining,Woodland,281.6,25.6531999,903983.6445,2
842,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Moloch_horridus,Agamidae,-0.486766866,0.641753145,-1.974081026,1.185116028,7.25,Oviparous,61.96511703,Mining,Woodland,281.6,25.6531999,2821578.24,2
843,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Pogona_minor,Agamidae,0.188076649,0.633852224,0.166321215,0.538190058,6.5,Oviparous,173.5976736,Mining,Woodland,281.6,25.6531999,3027694.484,4
844,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Tympanocryptis_cephalus,Agamidae,-0.435341342,0.639903199,-1.128465252,1.125391509,7.8,Oviparous,7.574887651,Mining,Woodland,281.6,25.6531999,4694.577459,1
845,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Brachyurophis_semifasciatus,Elapidae,-1.006562061,0.671310926,NA,NA,3.1,Oviparous,27.8072729,Mining,Woodland,281.6,25.6531999,1361854.883,3
846,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Demansia_psammophis,Elapidae,-1.02537082,0.672732685,-2.159484249,1.015850709,5.9,Oviparous,252.3480772,Mining,Woodland,281.6,25.6531999,2533665.931,4
847,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Parasuta_monachus,Elapidae,-1.536849423,0.719788377,-1.474847758,0.632894474,3.1,Viviparous,38.92764229,Mining,Woodland,281.6,25.6531999,1549408.66,2
848,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Pseudechis_australis,Elapidae,0.150190035,0.63334655,0.251314428,1.037493151,8.6,Oviparous,2880.539229,Mining,Woodland,281.6,25.6531999,6556478.206,5
849,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Pseudonaja_modesta,Elapidae,-1.343805576,0.700207592,NA,NA,5.7,Oviparous,73.79213226,Mining,Woodland,281.6,25.6531999,4843770.044,2
850,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Pseudonaja_nuchalis,Elapidae,0.893630708,0.663271281,NA,NA,11.7,Oviparous,782.1981749,Mining,Woodland,281.6,25.6531999,1222846.096,4
851,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Simoselaps_bertholdi,Elapidae,-2.015708364,0.776629906,NA,NA,3.5,Oviparous,13.91332276,Mining,Woodland,281.6,25.6531999,2374667.698,4
852,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Suta_fasciata,Elapidae,-0.431082356,0.639759017,-1.466337069,1.339875469,4.3,Viviparous,79.8521836,Mining,Woodland,281.6,25.6531999,1125631.276,2
853,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Diplodactylus_granariensis,Diplodactylidae,-1.585798918,0.725077865,-1.062618686,0.465657498,2,Oviparous,7.481345444,Mining,Woodland,281.6,25.6531999,578020.696,3
854,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Lucasium_maini,Diplodactylidae,-1.356617965,0.701441812,-4.281285065,0.767755021,2,Oviparous,3.104949095,Mining,Woodland,281.6,25.6531999,350641.0452,2
855,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Diplodactylus_pulcher,Diplodactylidae,-2.185128523,0.799211695,-3.737669618,0.426545899,1.9,Oviparous,4.736550321,Mining,Woodland,281.6,25.6531999,1324898.732,3
856,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Gehyra_purpurascens,Gekkonidae,-1.257561338,0.692151014,NA,NA,1.15,Oviparous,5.561415977,Mining,Woodland,281.6,25.6531999,3327138.533,2
857,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Gehyra_variegata,Gekkonidae,-2.550433299,0.851607598,-1.908754172,0.560392843,1,Oviparous,7.407383062,Mining,Woodland,281.6,25.6531999,1713343.034,4
858,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Heteronotia_binoei,Gekkonidae,0.934617204,0.666089683,1.190782748,0.606076691,2,Oviparous,3.659632963,Mining,Woodland,281.6,25.6531999,6906033.855,4
859,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Hesperoedura_reticulata,Diplodactylidae,-0.57111737,0.645219926,NA,NA,2.05,Oviparous,7.168225288,Mining,Woodland,281.6,25.6531999,291832.3753,1
860,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Rhynchoedura_ornata,Diplodactylidae,-1.021619156,0.672447236,NA,NA,2,Oviparous,3.662974087,Mining,Woodland,281.6,25.6531999,2642715.384,3
861,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Strophurus_assimilis,Diplodactylidae,-0.614940444,0.647230707,-1.560953045,0.880629092,2,Oviparous,9.555292611,Mining,Woodland,281.6,25.6531999,320480.9545,1
862,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Underwoodisaurus_milii,Carphodactylidae,1.434217953,0.709118507,1.67874446,0.424132325,2,Oviparous,22.85056739,Mining,Woodland,281.6,25.6531999,2555375.329,5
863,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Delma_australis,Pygopodidae,-1.452416856,0.710968168,-3.218875825,0.970113395,2,Oviparous,4.235315265,Mining,Woodland,281.6,25.6531999,1342563.046,3
864,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Delma_butleri,Pygopodidae,-0.604712509,0.646748685,NA,NA,2,Oviparous,4.77192776,Mining,Woodland,281.6,25.6531999,3244976.055,1
865,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Lialis_burtonis,Pygopodidae,-0.166357875,0.633548536,-0.405465108,1.352866185,1.85,Oviparous,22.75795531,Mining,Woodland,281.6,25.6531999,7215542.619,6
866,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Pygopus_lepidopodus,Pygopodidae,-0.957461473,0.667709985,NA,NA,2,Oviparous,20.09814715,Mining,Woodland,281.6,25.6531999,1703679.568,3
867,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Varanus_caudolineatus,Varanidae,-0.828830345,0.659050823,-2.146580845,1.11768785,3.7,Oviparous,37.12445259,Mining,Woodland,281.6,25.6531999,905212.9006,3
868,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Varanus_gouldii,Varanidae,-1.321291663,0.698062019,-1.386294361,0.695454175,7.8,Oviparous,6939.880412,Mining,Woodland,281.6,25.6531999,6690835.18,4
869,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Varanus_tristis,Varanidae,0.638307649,0.648360882,NA,NA,9.1,Oviparous,544.139158,Mining,Woodland,281.6,25.6531999,6217593.828,5
870,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Cryptoblepharus_plagiocephalus,Scincidae,-1.43641168,0.709340486,-3.506557897,0.973611832,1.95,Oviparous,1.880199718,Mining,Woodland,281.6,25.6531999,508511.2309,1
871,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Ctenotus_atlas,Scincidae,-0.574852906,0.645385771,-4.814890717,1.330556214,1.5,Oviparous,8.503012539,Mining,Woodland,281.6,25.6531999,985392.7373,2
872,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Ctenotus_schomburgkii,Scincidae,-0.510646119,0.642680304,NA,NA,2.5,Oviparous,3.505257353,Mining,Woodland,281.6,25.6531999,4320632.674,3
873,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Ctenotus_uber,Scincidae,-1.149785554,0.682715417,-2.919359295,0.786204204,2,Oviparous,11.34239923,Mining,Woodland,281.6,25.6531999,1060452.287,4
874,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Cyclodomorphus_melanops,Scincidae,-0.796418109,0.657049534,-3.068052935,0.906632148,2.7,Viviparous,52.76345476,Mining,Woodland,281.6,25.6531999,1985076.251,2
875,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Egernia_depressa,Scincidae,-0.583195039,0.64575988,-3.057425843,1.052546258,2,Viviparous,35.74144836,Mining,Woodland,281.6,25.6531999,763160.4007,1
876,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Egernia_formosa,Scincidae,-0.558519193,0.644668275,NA,NA,3,Viviparous,26.78429491,Mining,Woodland,281.6,25.6531999,538487.6707,3
877,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Liopholis_inornata,Scincidae,-0.698105533,0.651435006,NA,NA,2.5,Viviparous,12.73777904,Mining,Woodland,281.6,25.6531999,2529328.845,3
878,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Liopholis_striata,Scincidae,-0.510646119,0.642680304,NA,NA,2.65,Viviparous,31.04023462,Mining,Woodland,281.6,25.6531999,2251268.284,1
879,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Eremiascincus_richardsonii,Scincidae,-0.609978875,0.646995913,-0.798507696,0.773164892,5,Oviparous,46.57814784,Mining,Woodland,281.6,25.6531999,5178264.356,4
880,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Hemiergis_initialis,Scincidae,-0.464576483,0.640930234,-1.734601055,1.341382853,1.9,Viviparous,0.983680021,Mining,Woodland,281.6,25.6531999,364709.4988,3
881,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Lerista_muelleri,Scincidae,-2.770634235,0.885336492,-2.280112237,0.668684771,1.9,Oviparous,0.983680021,Mining,Woodland,281.6,25.6531999,223683.2062,3
882,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Lerista_picturata,Scincidae,-1.946212537,0.767715547,NA,NA,3,Oviparous,4.441027978,Mining,Woodland,281.6,25.6531999,161772.9881,1
883,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Menetia_greyii,Scincidae,-0.72257256,0.652767612,-0.903442589,0.762349918,1.55,Oviparous,1.116996242,Mining,Woodland,281.6,25.6531999,7082459.354,4
884,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Morethia_butleri,Scincidae,-0.812391553,0.658026597,NA,NA,3.7,Oviparous,3.505257353,Mining,Woodland,281.6,25.6531999,1275829.018,1
885,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Tiliqua_occipitalis,Scincidae,-0.877673017,0.662205026,NA,NA,5,Viviparous,920.7236103,Mining,Woodland,281.6,25.6531999,2320760.735,4
886,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Tiliqua_rugosa,Scincidae,-0.379560271,0.638124831,-0.635988767,1.100852294,2.05,Viviparous,1229.690209,Mining,Woodland,281.6,25.6531999,2859851.163,4
887,2279,Early and late colonizers in mine site rehabilitated waste dumps in the Goldfields of Western Australia,Australia,-30.45,121.07,Anilios_australis,Typhlopidae,-0.890941352,0.663090359,-1.84957904,0.625396257,6.7,Oviparous,90.21862961,Mining,Woodland,281.6,25.6531999,416007.711,3
