"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","lab","es_id","ni","age_group","method","nae","age_mo","age_mo_centered","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",86,0.318379951980141,0.106596918339775,"from_dataset","lllliv",86,19,"6-9 mo","Eye tracking",FALSE,7.41121798335675,-2.14409251996922,3.06286373107942,0.318379951980141,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",87,0.592761021262913,0.139189427138811,"from_dataset","lllliv",87,15,"12-15 mo","Eye tracking",FALSE,13.1132101300479,3.55789962672195,2.68038313255763,0.592761021262913,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",88,-0.0546947943251293,0.0666915960043856,"from_dataset","lppparisdescartes2",88,30,"6-9 mo","HPP",FALSE,7.92881587953457,-1.6264946237914,3.87225941740695,0.0546947943251293,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",89,0.139348104892075,0.143203890970304,"from_dataset","lscppsl",89,14,"12-15 mo","Eye tracking",FALSE,13.263713699032,3.70840319570601,2.64254621207398,0.139348104892075,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",90,0.142749926674702,0.200509438539141,"from_dataset","madlabucsd",90,10,"6-9 mo","Central fixation",TRUE,7.69774127310062,-1.85756923022535,2.23322555848065,0.142749926674702,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",91,0.498240237567761,0.187460075780263,"from_dataset","minddevlabbicocca",91,11,"3-6 mo","Central fixation",FALSE,4.79074108642897,-4.76456941689699,2.30964698545952,0.498240237567761,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",92,0.194733125139256,0.0669826749168875,"from_dataset","musdevutm",92,30,"6-9 mo","HPP",TRUE,7.45681040383299,-2.09850009949298,3.86383664060267,0.194733125139256,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",93,0.638076176881917,0.210178530187606,"from_dataset","nusinfantlanguagecentre",93,10,"12-15 mo","Eye tracking",FALSE,14.005749486653,4.45043898332701,2.18125191049716,0.638076176881917,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",94,0.383464597781507,0.0678920424812644,"from_dataset","pocdnorthwestern",94,30,"12-15 mo","Eye tracking",TRUE,13.4264202600958,3.87110975676986,3.83787267798518,0.383464597781507,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",95,0.499049624236799,0.0793177935331816,"from_dataset","purdueinfantspeech",95,26,"9-12 mo","HPP",TRUE,10.1987047859738,0.643394282647813,3.55070578534452,0.499049624236799,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",96,0.818275779793498,0.069915929449973,"from_dataset","purdueinfantspeech",96,31,"12-15 mo","HPP",TRUE,12.9837716102537,3.42846110692773,3.78191646808834,0.818275779793498,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",97,-0.284370128328647,0.106327189077443,"from_dataset","socialcogumiami",97,19,"3-6 mo","Eye tracking",TRUE,4.29352642386253,-5.26178407946344,3.06674618441982,0.284370128328647,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",98,0.528291227449768,0.086240537718754,"from_dataset","trainorlab",98,24,"6-9 mo","HPP",TRUE,7.91649555099247,-1.6388149523335,3.40521291704135,0.528291227449768,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",99,-0.0244912959051086,0.181831814172162,"from_dataset","udssaarland",99,11,"6-9 mo","Central fixation",FALSE,7.83124883330222,-1.72406167002374,2.34511996541949,0.0244912959051086,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",100,-0.269345907976917,0.134542453635732,"from_dataset","udssaarland",100,15,"9-12 mo","Central fixation",FALSE,10.3118412046543,0.75653070132838,2.72627918774647,0.269345907976917,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",101,0.335316965172506,0.119300550987243,"from_dataset","udssaarland",101,17,"12-15 mo","Central fixation",FALSE,13.4315738615775,3.87626335825152,2.89520136776884,0.335316965172506,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",102,0.812014922883943,0.108242102937328,"from_dataset","unlvmusiclab",102,20,"3-6 mo","Central fixation",TRUE,4.52073921971253,-5.03457128361344,3.03949819214774,0.812014922883943,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",103,0.0208359102247266,0.0625033916808976,"from_dataset","weescienceedinburgh",103,32,"6-9 mo","Central fixation",FALSE,7.0041067761807,-2.55120372714527,3.99989147062842,0.0208359102247266,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",104,0.265258963501297,0.0672530193143148,"from_dataset","weltentdeckerzurich",104,30,"12-15 mo","Eye tracking",FALSE,13.5906913073238,4.03538080399778,3.85606287479879,0.265258963501297,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",105,-0.38417163420159,0.169741413427607,"from_dataset","wsigoettingen",105,12,"3-6 mo","Central fixation",FALSE,4.84873374401095,-4.70657675931501,2.42720295904445,0.38417163420159,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",106,0.287948319308825,0.0651847922144579,"from_dataset","wsigoettingen",106,31,"6-9 mo","Central fixation",FALSE,7.29999337616745,-2.25531712715852,3.91675906516724,0.287948319308825,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",107,0.284413687793389,0.0673407595483686,"from_dataset","wsigoettingen",107,30,"9-12 mo","Central fixation",FALSE,10.2428473648186,0.687536861492651,3.8535499677653,0.284413687793389,"CRAN",NA,NA,"CRAN"
"psymetadata_manybabies2020","psymetadata","manybabies2020","Studies from ManyBabies 1: Infant-Directed Speech Preference.",108,0.418891604066135,0.136257836265952,"from_dataset","wsigoettingen",108,15,"12-15 mo","Central fixation",FALSE,13.417659137577,3.86234863425104,2.70906394264722,0.418891604066135,"CRAN",NA,NA,"CRAN"
