"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","paper","genus","species","fungrp","co2ambi","co2elev","units","time","pot","method","stock","xtrt","level","n_ratio","sd_ratio","mean_ctrl","ntotal","log_ntotal","precision","abs_yi","source","repo","branch","repo_license"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",71,1.11420562187258,0.231036354195312,"SMD",2048,"PICEA","MARIANA","GYMNO",350,700,"umol/mol",112,"0.2","GC","SEED","UVB","HIGH",1,1.28346456692913,0.328,20,2.99573227355399,2.08046224394069,1.11420562187258,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",72,1.43041883876478,0.25115245135733,"SMD",2048,"PICEA","MARIANA","GYMNO",350,700,"umol/mol",112,"0.2","GC","SEED","UVB","LOW",1,2.08928571428571,0.55,20,2.99573227355399,1.99540607132133,1.43041883876478,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",73,1.22998999259663,0.237821884547197,"SMD",2048,"PINUS","BANKSIANA","GYMNO",350,700,"umol/mol",112,"0.2","GC","SEED","UVB","HIGH",1,1.77272727272727,0.599,20,2.99573227355399,2.05056760409554,1.22998999259663,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",74,2.21300760663573,0.32243506667569,"SMD",2048,"PINUS","BANKSIANA","GYMNO",350,700,"umol/mol",112,"0.2","GC","SEED","UVB","LOW",1,2.6158940397351,0.842,20,2.99573227355399,1.7610791126168,2.21300760663573,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",75,2.57994419295105,0.732805601937092,"SMD",2110,"POPULUS","EURAMERICANA","ANGIO",34.5,69.3,"Pa",158,"GRND","OTC","SAP","FERT","HIGH",1,0.968749417691013,381.6,10,2.30258509299405,1.16816881872741,2.57994419295105,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",76,0.66664742542348,0.422220939491188,"SMD",2110,"POPULUS","EURAMERICANA","ANGIO",34.5,69.3,"Pa",158,"GRND","OTC","SAP","FERT","LOW",1,1.13689098257319,298.2,10,2.30258509299405,1.53896986586104,0.66664742542348,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",77,2.46631112849329,1.76033632281623,"SMD",2117,"PICEA","ABIES","GYMNO",350,700,"umol/mol",47,"0.2","GH","SEED","TEMP","HIGH",1,1.16470588235294,0.971,4,1.38629436111989,0.753706351065485,2.46631112849329,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",78,6.09672355318367,5.64625476049306,"SMD",2117,"PICEA","ABIES","GYMNO",350,700,"umol/mol",47,"0.2","GH","SEED","TEMP","LOW",1,1.11023622047244,0.975,4,1.38629436111989,0.420842667917963,6.09672355318367,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",79,2.07712322964397,1.53930511389082,"SMD",2117,"BETULA","PENDULA","ANGIO",350,700,"umol/mol",35,"0.2","GH","SAP","TEMP","HIGH",1,1.57121212121212,5.95,4,1.38629436111989,0.806004829205467,2.07712322964397,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",80,2.12429057592722,1.56407630637165,"SMD",2117,"BETULA","PENDULA","ANGIO",350,700,"umol/mol",35,"0.2","GH","SAP","TEMP","LOW",1,4.28585858585859,5.78,4,1.38629436111989,0.799596770637467,2.12429057592722,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",81,3.26033852270869,0.931490364132915,"SMD",2217,"MARANTHES","CORYMBOSA","ANGIO",350,700,"umol/mol",210,"10","OTC","SEED","NONE",".",1,1.80661157024793,10.578,10,2.30258509299405,1.03612181267597,3.26033852270869,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",82,0.304231465996785,0.337189866037606,"SMD",2223,"ACER","RUBRUM","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT","LOW",1,1.43761163562133,2.24,12,2.484906649788,1.72211735361842,0.304231465996785,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",83,2.85250142752971,0.672365183085794,"SMD",2223,"ACER","RUBRUM","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","LIGHT","LOW",1,1.01266084440081,10.96,12,2.484906649788,1.21954376955716,2.85250142752971,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",84,2.87406213170749,0.677509714038126,"SMD",2223,"ACER","RUBRUM","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT+L",".",1,1.43479032615931,19.5,12,2.484906649788,1.21490476880184,2.87406213170749,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",85,1.66786974060044,0.449241227983774,"SMD",2223,"QUERCUS","RUBRA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT","LOW",1,2,2.04,12,2.484906649788,1.49197036608477,1.66786974060044,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",86,3.55594319614578,0.860197167258978,"SMD",2223,"QUERCUS","RUBRA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","LIGHT","LOW",1,0.980194017784964,4.36,12,2.484906649788,1.07820414228315,3.55594319614578,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",87,0.94001871040365,0.370151465662873,"SMD",2223,"QUERCUS","RUBRA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT+L",".",1,0.909072741806555,14.79,12,2.484906649788,1.64365347901267,0.94001871040365,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",88,2.41479154966178,0.576300759513247,"SMD",2223,"ACER","PENSYLVANICUM","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT","LOW",1,0.714285714285714,1.51,12,2.484906649788,1.31727182860256,2.41479154966178,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",89,3.71475789765629,0.908309426591658,"SMD",2223,"ACER","PENSYLVANICUM","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","LIGHT","LOW",1,0.43861910901017,5.89,12,2.484906649788,1.04925993318385,3.71475789765629,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",90,1.09617305616687,0.383399807044426,"SMD",2223,"ACER","PENSYLVANICUM","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT+L",".",1,1.8307373445547,13.8,12,2.484906649788,1.61500568343428,1.09617305616687,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",91,0.274401951319803,0.336470684620338,"SMD",2223,"BETULA","POPULIFOLIA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT","LOW",1,0.687420260270477,2.24,12,2.484906649788,1.72395682099753,0.274401951319803,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",92,1.7776187374907,0.464997015661584,"SMD",2223,"BETULA","POPULIFOLIA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","LIGHT","LOW",1,1.41461714627103,11.48,12,2.484906649788,1.4664758560923,1.7776187374907,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",93,2.22925339524991,0.540398779176385,"SMD",2223,"BETULA","POPULIFOLIA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT+L",".",1,0.606384364820847,19.95,12,2.484906649788,1.36032544104135,2.22925339524991,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",94,-1.58389812445407,0.437863886193714,"SMD",2223,"FRAXINUS","AMERICANA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT","LOW",1,0.350071443151664,2.14,12,2.484906649788,1.5112295477297,1.58389812445407,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",95,2.28847744714505,0.551547042753814,"SMD",2223,"FRAXINUS","AMERICANA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","LIGHT","LOW",1,1.20374990549633,5.49,12,2.484906649788,1.34650732346045,2.28847744714505,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",96,2.92919436503457,0.690840817839596,"SMD",2223,"FRAXINUS","AMERICANA","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT+L",".",1,2.83893059396813,13.49,12,2.484906649788,1.20312570363914,2.92919436503457,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",97,1.96204297008381,0.493733859018971,"SMD",2223,"BETULA","ALLEGHANIENSIS","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT","LOW",1,1.28571428571429,1.48,12,2.484906649788,1.42315939608311,1.96204297008381,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",98,3.32302811294486,0.793438159975913,"SMD",2223,"BETULA","ALLEGHANIENSIS","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","LIGHT","LOW",1,1.09679331006782,8.71,12,2.484906649788,1.12264761509996,3.32302811294486,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",99,0.464009356839848,0.342304361801455,"SMD",2223,"BETULA","ALLEGHANIENSIS","ANGIO",350,700,"ul/l",165,"1.25","GH","SEED","FERT+L",".",1,0.564115984507485,16.59,12,2.484906649788,1.70920353917919,0.464009356839848,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",100,3.5052414412388,1.69055979678149,"SMD",2224,"QUERCUS","RUBRA","ANGIO",385,642,"ul/l",60,"6","GC","SEED","NONE",".",1,0.666679496555175,7.2,6,1.79175946922805,0.769103400603264,3.5052414412388,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",101,1.19767903590292,0.786202922753446,"SMD",2224,"ACER","SACCHARUM","ANGIO",385,642,"ul/l",60,"6","GC","SEED","NONE",".",1,1,4.6,6,1.79175946922805,1.12780151331097,1.19767903590292,"CRAN",NA,NA,"CRAN"
"metadat_dat.curtis1998","metadat","dat.curtis1998","Studies on the Effects of Elevated CO2 Levels on Woody Plant Mass",102,5.14268277022495,2.87059883959738,"SMD",2224,"POPULUS","TREMULOIDES","ANGIO",385,642,"ul/l",60,"6","GC","SEED","NONE",".",1,1.71429356940588,69.7,6,1.79175946922805,0.590219763186292,5.14268277022495,"CRAN",NA,NA,"CRAN"
