"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","es_id","study_id","author","pub_year","continent","grade","low_ability","teachers","ni","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",185,-0.309519604,0.001240695,"from_dataset",185,631,"Cipora, Szczygiel, Willmes, & Nuerk",2015,3,5,"2",2,809,28.3901367199953,0.309519604,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",186,-0.266108407,0.001240695,"from_dataset",186,631,"Cipora, Szczygiel, Willmes, & Nuerk",2015,3,5,"2",2,809,28.3901367199953,0.266108407,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",187,-0.287682072,0.001240695,"from_dataset",187,631,"Cipora, Szczygiel, Willmes, & Nuerk",2015,3,5,"2",2,809,28.3901367199953,0.287682072,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",188,-0.376885901,0.001240695,"from_dataset",188,631,"Cipora, Szczygiel, Willmes, & Nuerk",2015,3,5,"2",2,809,28.3901367199953,0.376885901,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",189,-0.331647109,0.001257862,"from_dataset",189,631,"Cipora, Szczygiel, Willmes, & Nuerk",2015,3,5,"2",2,798,28.1957402713613,0.331647109,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",190,-0.365443754,0.001257862,"from_dataset",190,631,"Cipora, Szczygiel, Willmes, & Nuerk",2015,3,5,"2",2,798,28.1957402713613,0.365443754,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",191,-0.287682072,0.00591716,"from_dataset",191,633,"Buelow & Frakey",2013,1,5,"2",2,172,12.99999974,0.287682072,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",192,-0.501123153,0.006289308,"from_dataset",192,636,"Wu, Amin, Barth, Malcarne & Menon",2012,1,1,"2",2,162,12.6095203894518,0.501123153,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",193,-0.20690272,0.006289308,"from_dataset",193,636,"Wu, Amin, Barth, Malcarne & Menon",2012,1,1,"2",2,162,12.6095203894518,0.20690272,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",194,-0.298566264,0.006289308,"from_dataset",194,636,"Wu, Amin, Barth, Malcarne & Menon",2012,1,1,"2",2,162,12.6095203894518,0.298566264,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",195,-0.402399273,0.006289308,"from_dataset",195,636,"Wu, Amin, Barth, Malcarne & Menon",2012,1,1,"2",2,162,12.6095203894518,0.402399273,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",196,-0.411800034,0.004444444,"from_dataset",196,641,"McMullan, Jones, & Lea",2012,3,5,"2",2,228,15.0000007500001,0.411800034,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",197,-0.576339755,0.004444444,"from_dataset",197,641,"McMullan, Jones, & Lea",2012,3,5,"2",2,228,15.0000007500001,0.576339755,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",198,-0.138886172,0.006289308,"from_dataset",198,644,"Ramirez, Gunderson, Levine, & Beilock",2013,1,1,"2",2,162,12.6095203894518,0.138886172,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",199,-0.288767472,0.000227169,"from_dataset",199,652,"Radisic, Videnovic, & Baucal",2015,3,4,"2",2,4405,66.3476380660436,0.288767472,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",200,-0.317229857,0.000227169,"from_dataset",200,652,"Radisic, Videnovic, & Baucal",2015,3,4,"2",2,4405,66.3476380660436,0.317229857,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",201,-0.358622366,0.000227169,"from_dataset",201,652,"Radisic, Videnovic, & Baucal",2015,3,4,"2",2,4405,66.3476380660436,0.358622366,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",202,-0.618381314,0.011111111,"from_dataset",202,662,"Farnsworth",2009,1,5,"2",2,93,9.4868330279393,0.618381314,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",203,-0.632833187,0.011111111,"from_dataset",203,662,"Farnsworth",2009,1,5,"2",2,93,9.4868330279393,0.632833187,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",204,-0.223656109,0.005524862,"from_dataset",204,681,"Morsanyi, Busdraghi, & Primi",2014,3,4,"2",2,184,13.4536238990838,0.223656109,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",205,-0.171666664,0.003076923,"from_dataset",205,681,"Morsanyi, Busdraghi, & Primi",2014,3,5,"2",2,328,18.0277566026669,0.171666664,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",206,-0.40005965,0.002754821,"from_dataset",206,690,"Wu, Wilcutt, Escovar, & Menon",2013,1,1,"2",2,366,19.0525586641532,0.40005965,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",207,0.510070337,0.025641026,"from_dataset",207,702,"Satake & Amato",1995,4,3,"2",2,42,6.24499795468341,0.510070337,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",208,-0.030009005,0.025641026,"from_dataset",208,702,"Satake & Amato",1995,4,3,"2",2,42,6.24499795468341,0.030009005,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",209,-0.13073985,0.025641026,"from_dataset",209,702,"Satake & Amato",1995,4,3,"2",2,42,6.24499795468341,0.13073985,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",210,-0.411800034,0.025641026,"from_dataset",210,702,"Satake & Amato",1995,4,3,"2",2,42,6.24499795468341,0.411800034,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",211,0.354092529,0.027027027,"from_dataset",211,702,"Satake & Amato",1995,4,3,"2",2,40,6.0827625333396,0.354092529,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",212,-0.411800034,0.027027027,"from_dataset",212,702,"Satake & Amato",1995,4,3,"2",2,40,6.0827625333396,0.411800034,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",213,-0.459896681,0.027027027,"from_dataset",213,702,"Satake & Amato",1995,4,3,"2",2,40,6.0827625333396,0.459896681,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",214,-0.459896681,0.027027027,"from_dataset",214,702,"Satake & Amato",1995,4,3,"2",2,40,6.0827625333396,0.459896681,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",215,-0.151140436,0.028571429,"from_dataset",215,702,"Satake & Amato",1995,4,2,"2",2,38,5.91607973872902,0.151140436,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",216,-0.192337169,0.028571429,"from_dataset",216,702,"Satake & Amato",1995,4,2,"2",2,38,5.91607973872902,0.192337169,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",217,-0.376885901,0.028571429,"from_dataset",217,702,"Satake & Amato",1995,4,2,"2",2,38,5.91607973872902,0.376885901,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",218,-0.459896681,0.028571429,"from_dataset",218,702,"Satake & Amato",1995,4,2,"2",2,38,5.91607973872902,0.459896681,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",219,0.309519604,0.032258065,"from_dataset",219,702,"Satake & Amato",1995,4,2,"2",2,34,5.56776432107179,0.309519604,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",220,0.140925576,0.032258065,"from_dataset",220,702,"Satake & Amato",1995,4,2,"2",2,34,5.56776432107179,0.140925576,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",221,0,0.032258065,"from_dataset",221,702,"Satake & Amato",1995,4,2,"2",2,34,5.56776432107179,0,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",222,-0.411800034,0.032258065,"from_dataset",222,702,"Satake & Amato",1995,4,2,"2",2,34,5.56776432107179,0.411800034,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",223,-0.289853534,0.004115226,"from_dataset",223,708,"Coates",1998,1,5,"2",2,246,15.5884579072467,0.289853534,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",224,-0.275785504,0.012345679,"from_dataset",224,714,"Melius",2012,1,6,"2",1,84,9.0000000045,0.275785504,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",225,0.070114671,0.00952381,"from_dataset",225,733,"Faust, Ashcraft, & Fleck",1996,1,5,"2",2,108,10.2469505097858,0.070114671,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",226,0.012000576,0.00952381,"from_dataset",226,733,"Faust, Ashcraft, & Fleck",1996,1,5,"2",2,108,10.2469505097858,0.012000576,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",227,0.012000576,0.00952381,"from_dataset",227,733,"Faust, Ashcraft, & Fleck",1996,1,5,"2",2,108,10.2469505097858,0.012000576,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",228,-0.002000003,0.00952381,"from_dataset",228,733,"Faust, Ashcraft, & Fleck",1996,1,5,"2",2,108,10.2469505097858,0.002000003,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",229,-0.030009005,0.00952381,"from_dataset",229,733,"Faust, Ashcraft, & Fleck",1996,1,5,"2",2,108,10.2469505097858,0.030009005,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",230,-0.151140436,0.00952381,"from_dataset",230,733,"Faust, Ashcraft, & Fleck",1996,1,5,"2",2,108,10.2469505097858,0.151140436,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",231,-0.202732554,0.00952381,"from_dataset",231,733,"Faust, Ashcraft, & Fleck",1996,1,5,"2",2,108,10.2469505097858,0.202732554,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",232,-0.522984278,0.034482759,"from_dataset",232,738,"Rayner, Pitsolantis, & Osana",2009,1,5,"2",1,32,5.3851647775161,0.522984278,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",233,-0.181982689,0.034482759,"from_dataset",233,738,"Rayner, Pitsolantis, & Osana",2009,1,5,"2",1,32,5.3851647775161,0.181982689,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",234,-0.331647109,0.034482759,"from_dataset",234,738,"Rayner, Pitsolantis, & Osana",2009,1,5,"2",1,32,5.3851647775161,0.331647109,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",235,-0.536060337,0.034482759,"from_dataset",235,738,"Rayner, Pitsolantis, & Osana",2009,1,5,"2",1,32,5.3851647775161,0.536060337,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",236,-0.151140436,0.009708738,"from_dataset",236,743,"Harari, Vukovic, & Bailey",2013,1,1,"2",2,106,10.14889149405,0.151140436,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",237,-0.287682072,0.009708738,"from_dataset",237,743,"Harari, Vukovic, & Bailey",2013,1,1,"2",2,106,10.14889149405,0.287682072,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",238,-0.309519604,0.009708738,"from_dataset",238,743,"Harari, Vukovic, & Bailey",2013,1,1,"2",2,106,10.14889149405,0.309519604,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",239,-0.365443754,0.009708738,"from_dataset",239,743,"Harari, Vukovic, & Bailey",2013,1,1,"2",2,106,10.14889149405,0.365443754,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",240,-0.287682072,0.009090909,"from_dataset",240,745,"Vukovic, Kieffer, Bailey, & Harari",2013,1,2,"2",2,113,10.488088534142,0.287682072,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",241,-0.331647109,0.009090909,"from_dataset",241,745,"Vukovic, Kieffer, Bailey, & Harari",2013,1,2,"2",2,113,10.488088534142,0.331647109,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",242,-0.120581028,0.009090909,"from_dataset",242,745,"Vukovic, Kieffer, Bailey, & Harari",2013,1,1,"2",2,113,10.488088534142,0.120581028,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",243,-0.223656109,0.009090909,"from_dataset",243,745,"Vukovic, Kieffer, Bailey, & Harari",2013,1,1,"2",2,113,10.488088534142,0.223656109,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",244,-0.331647109,0.009090909,"from_dataset",244,745,"Vukovic, Kieffer, Bailey, & Harari",2013,1,1,"2",2,113,10.488088534142,0.331647109,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",245,-0.376885901,0.009090909,"from_dataset",245,745,"Vukovic, Kieffer, Bailey, & Harari",2013,1,1,"2",2,113,10.488088534142,0.376885901,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",246,-0.110446916,0.009090909,"from_dataset",246,745,"Vukovic, Kieffer, Bailey, & Harari",2013,1,2,"2",2,113,10.488088534142,0.110446916,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",247,-0.536060337,0.002375297,"from_dataset",247,751,"Karimi & Venkatesan",2009,4,4,"2",2,424,20.5182841490949,0.536060337,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",248,-0.618381314,0.002375297,"from_dataset",248,751,"Karimi & Venkatesan",2009,4,4,"2",2,424,20.5182841490949,0.618381314,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",249,-0.161386696,0.009174312,"from_dataset",249,754,"Lawson",1993,1,5,"1",2,112,10.4403064671493,0.161386696,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",250,-0.171666664,0.009174312,"from_dataset",250,754,"Lawson",1993,1,5,"1",2,112,10.4403064671493,0.171666664,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",251,-0.066096083,0.083333333,"from_dataset",251,757,"Bisse",1995,1,5,"2",2,15,3.46410162206596,0.066096083,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",252,0.014000915,0.083333333,"from_dataset",252,757,"Bisse",1995,1,5,"2",2,15,3.46410162206596,0.014000915,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",253,-0.088228219,0.083333333,"from_dataset",253,757,"Bisse",1995,1,5,"2",2,15,3.46410162206596,0.088228219,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",254,-0.173726908,0.083333333,"from_dataset",254,757,"Bisse",1995,1,5,"2",2,15,3.46410162206596,0.173726908,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",255,-0.562729769,0.002881844,"from_dataset",255,774,"Bisse",1995,1,5,"2",2,350,18.6279372396411,0.562729769,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",256,-0.354092529,0.006896552,"from_dataset",256,785,"Hill, Mammarella,Devine, Caviola, Passolunghi, & Szucs",2016,3,3,"2",2,148,12.0415943379604,0.354092529,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",257,-0.287682072,0.005235602,"from_dataset",257,785,"Hill, Mammarella,Devine, Caviola, Passolunghi, & Szucs",2016,3,3,"2",2,194,13.8202750854677,0.287682072,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",258,-0.070114671,0.003184713,"from_dataset",258,785,"Hill, Mammarella,Devine, Caviola, Passolunghi, & Szucs",2016,3,2,"2",2,317,17.7200461921521,0.070114671,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",259,-0.13073985,0.003134796,"from_dataset",259,785,"Hill, Mammarella,Devine, Caviola, Passolunghi, & Szucs",2016,3,2,"2",2,322,17.8605717781935,0.13073985,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",260,-0.244774113,0.00245098,"from_dataset",260,793,"Prieto & Delgado",2007,3,3,"2",2,411,20.1990114926451,0.244774113,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",261,-0.298566264,0.004694836,"from_dataset",261,793,"Prieto & Delgado",2007,3,4,"2",2,216,14.5945190231128,0.298566264,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",262,-0.192337169,0.002457002,"from_dataset",262,799,"Chiesi, Primi, & Carmona",2011,3,5,"2",2,410,20.1742428780367,0.192337169,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",263,-0.100335348,0.010989011,"from_dataset",263,803,"Casey, Nuttall, & Pezaris",1997,1,4,"2",2,94,9.53939200939976,0.100335348,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",264,-0.202732554,0.010989011,"from_dataset",264,803,"Casey, Nuttall, & Pezaris",1997,1,4,"2",2,94,9.53939200939976,0.202732554,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",265,0,0.011363636,"from_dataset",265,811,"Scott",2003,1,5,"2",2,91,9.38083166974017,0,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",266,-0.010000333,0.011363636,"from_dataset",266,811,"Scott",2003,1,5,"2",2,91,9.38083166974017,0.010000333,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",267,-0.223656109,0.011363636,"from_dataset",267,811,"Scott",2003,1,5,"2",2,91,9.38083166974017,0.223656109,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",268,-0.3884231,0.003571429,"from_dataset",268,812,"Nasser & Birenbaum",2005,4,3,"2",2,283,16.7331995266896,0.3884231,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",269,-0.171666664,0.005208333,"from_dataset",269,812,"Nasser & Birenbaum",2005,4,3,"2",2,195,13.856406903956,0.171666664,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",270,-0.162413138,0.003125,"from_dataset",270,821,"Helming",2013,1,5,"2",2,323,17.8885438199983,0.162413138,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",271,-0.180949396,0.003125,"from_dataset",271,821,"Helming",2013,1,5,"2",2,323,17.8885438199983,0.180949396,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",272,-0.30512976,0.003125,"from_dataset",272,821,"Helming",2013,1,5,"2",2,323,17.8885438199983,0.30512976,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",273,-0.122610746,0.004761905,"from_dataset",273,821,"Helming",2013,1,5,"2",2,213,14.491376383905,0.122610746,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",274,-0.207946366,0.004761905,"from_dataset",274,821,"Helming",2013,1,5,"2",2,213,14.491376383905,0.207946366,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",275,-0.229970121,0.004761905,"from_dataset",275,821,"Helming",2013,1,5,"2",2,213,14.491376383905,0.229970121,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",276,-0.038018307,0.007407407,"from_dataset",276,821,"Helming",2013,1,5,"1",2,138,11.6189503581434,0.038018307,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",277,-0.042024722,0.007407407,"from_dataset",277,821,"Helming",2013,1,5,"1",2,138,11.6189503581434,0.042024722,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",278,-0.113484684,0.007407407,"from_dataset",278,821,"Helming",2013,1,5,"1",2,138,11.6189503581434,0.113484684,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",279,-0.418896043,0.009803922,"from_dataset",279,823,"Ironsmith, Marva, Harju, & Eppler",2003,1,5,"2",2,105,10.099504716173,0.418896043,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",280,-0.450122871,0.00877193,"from_dataset",280,823,"Ironsmith, Marva, Harju, & Eppler",2003,1,5,"2",2,117,10.6770781452605,0.450122871,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",281,-0.210035,0.01010101,"from_dataset",281,823,"Ironsmith, Marva, Harju, & Eppler",2003,1,5,"2",2,102,9.94987442081557,0.210035,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",282,-0.165494508,0.010204082,"from_dataset",282,823,"Ironsmith, Marva, Harju, & Eppler",2003,1,5,"2",2,101,9.89949475842076,0.165494508,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",283,-0.219456521,0.004424779,"from_dataset",283,825,"Park",2014,1,1,"2",2,229,15.0332959724739,0.219456521,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",284,-0.211079993,0.004424779,"from_dataset",284,825,"Park",2014,1,1,"2",2,229,15.0332959724739,0.211079993,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",285,-0.451340166,0.004424779,"from_dataset",285,825,"Park",2014,1,1,"2",2,229,15.0332959724739,0.451340166,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",286,-0.485954906,0.004424779,"from_dataset",286,825,"Park",2014,1,1,"2",2,229,15.0332959724739,0.485954906,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",287,-0.415343091,0.005263158,"from_dataset",287,825,"Park",2014,1,1,"2",2,193,13.7840486142497,0.415343091,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",288,-0.417710618,0.005263158,"from_dataset",288,825,"Park",2014,1,1,"2",2,193,13.7840486142497,0.417710618,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",289,-0.438017735,0.005263158,"from_dataset",289,825,"Park",2014,1,1,"2",2,193,13.7840486142497,0.438017735,"CRAN",NA,NA,"CRAN"
"psymetadata_barroso2021","psymetadata","barroso2021","Studies on Math Anxiety and Math Achievement",290,-0.496043635,0.005263158,"from_dataset",290,825,"Park",2014,1,1,"2",2,193,13.7840486142497,0.496043635,"CRAN",NA,NA,"CRAN"
