"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","studyid","effectsizeid","species","speciesid","subphylum","phylum","assortmenttrait","traitdimensions","fieldcollection","publicationyear","pooleddata","spatiallypooled","temporallypooled","ni","precision","abs_yi","source","repo","branch","repo_license"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",364,0.0902441878561468,0.0131578947368421,"ZCOR","Delestrade 2001",364,"Pyrrhocorax graculus","Pyrrhocorax_graculus_ott140440","Aves","Chordata","tail length","uni","yes",2001,"yes","yes","yes",79,8.71779788708135,0.0902441878561468,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",365,0.0500417292784913,0.0133333333333333,"ZCOR","Delestrade 2001",365,"Pyrrhocorax graculus","Pyrrhocorax_graculus_ott140440","Aves","Chordata","bill depth","uni","yes",2001,"yes","yes","yes",78,8.66025403784439,0.0500417292784913,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",366,0.0500417292784913,0.0133333333333333,"ZCOR","Delestrade 2001",366,"Pyrrhocorax graculus","Pyrrhocorax_graculus_ott140440","Aves","Chordata","bill length","uni","yes",2001,"yes","yes","yes",78,8.66025403784439,0.0500417292784913,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",367,0.0200026673068496,0.012987012987013,"ZCOR","Delestrade 2001",367,"Pyrrhocorax graculus","Pyrrhocorax_graculus_ott140440","Aves","Chordata","wing length","uni","yes",2001,"yes","yes","yes",80,8.77496438739212,0.0200026673068496,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",368,0.00600007200155524,0.0136986301369863,"ZCOR","Delestrade 2001",368,"Pyrrhocorax graculus","Pyrrhocorax_graculus_ott140440","Aves","Chordata","bill width","uni","yes",2001,"yes","yes","yes",76,8.54400374531753,0.00600007200155524,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",369,-0.0030000090000486,0.0142857142857143,"ZCOR","Delestrade 2001",369,"Pyrrhocorax graculus","Pyrrhocorax_graculus_ott140440","Aves","Chordata","weight","uni","yes",2001,"yes","yes","yes",73,8.36660026534076,0.0030000090000486,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",370,0.812559888915011,0.0666666666666667,"ZCOR","Desjardins et al. 2011",370,"Neolamprologus pulcher","Neolamprologus_pulcher_--Daffodil--_ott311695","Teleostei","Chordata","weight","uni","yes",2011,"no","no","no",18,3.87298334620742,0.812559888915011,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",371,0.536060336610567,0.0666666666666667,"ZCOR","Desjardins et al. 2011",371,"Neolamprologus pulcher","Neolamprologus_pulcher_--Daffodil--_ott311695","Teleostei","Chordata","standard length","uni","yes",2011,"no","no","no",18,3.87298334620742,0.536060336610567,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",372,0.360892579373737,0.0666666666666667,"ZCOR","Desjardins et al. 2011",372,"Neolamprologus pulcher","Neolamprologus_pulcher_--Daffodil--_ott311695","Teleostei","Chordata","gonado-somatic index","dimensionless","yes",2011,"no","no","no",18,3.87298334620742,0.360892579373737,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",373,0.564082236398934,0.00189393939393939,"ZCOR","Detto and Backwell 2009",373,"Uca capricornis","Uca_capricornis_ott2981580","Crustacea","Arthropoda","carapace width","uni","yes",2009,"yes","no","yes",531,22.9782505861521,0.564082236398934,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",374,0.549306144334055,0.00602409638554217,"ZCOR","Devin et al. 2004",374,"Dikerogammarus villosus","Dikerogammarus_villosus_ott735765","Crustacea","Arthropoda","body length","uni","yes",2004,"no","no","no",169,12.8840987267251,0.549306144334055,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",375,0.562729769352149,0.00200803212851406,"ZCOR","Devin et al. 2004",375,"Dikerogammarus villosus","Dikerogammarus_villosus_ott735765","Crustacea","Arthropoda","body length","uni","yes",2004,"no","no","no",501,22.3159136044214,0.562729769352149,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",376,0.459896681212679,0.0178571428571429,"ZCOR","Devlin et al. 2004",376,"Sterna paradisaea","Sterna_paradisaea_ott809006","Aves","Chordata","tarsus length","uni","yes",2004,"no","no","no",59,7.48331477354788,0.459896681212679,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",377,1.1881364043926,1,"ZCOR","DeWitt 1996",377,"Physa heterostropha","Physella_acuta_ott55904","Gastropoda","Lophotrochozoa","body length","uni","yes",1996,"no","no","no",4,1,1.1881364043926,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",378,0.877172516688899,0.0833333333333333,"ZCOR","DeWitt 1996",378,"Physa heterostropha","Physella_acuta_ott55904","Gastropoda","Lophotrochozoa","body length","uni","yes",1996,"no","no","no",15,3.46410161513775,0.877172516688899,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",379,0.935180315657678,0.0833333333333333,"ZCOR","DeWitt 1996",379,"Physa heterostropha","Physella_acuta_ott55904","Gastropoda","Lophotrochozoa","body length","uni","no",1996,"no","no","no",15,3.46410161513775,0.935180315657678,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",380,0.627024571153056,0.05,"ZCOR","DeWitt 1996",380,"Physa heterostropha","Physella_acuta_ott55904","Gastropoda","Lophotrochozoa","body length","uni","no",1996,"no","no","no",23,4.47213595499958,0.627024571153056,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",381,0.202732554054082,0.0555555555555556,"ZCOR","Dias et al. 2017",381,"Phyllomedusa iheringii","Phyllomedusa_iheringii_ott979521","Amphibia","Chordata","snout-vent length","uni","yes",2017,"yes","yes","no",21,4.24264068711928,0.202732554054082,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",382,0.590145159841189,0.0333333333333333,"ZCOR","Dick and Elwood 1996",382,"Echinogammarus marinus","Echinogammarus_margalefi_ott2982674","Crustacea","Arthropoda","weight","uni","no",1996,"no","no","no",33,5.47722557505166,0.590145159841189,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",383,0.549306144334055,0.0416666666666667,"ZCOR","Dick and Elwood 1996",383,"Echinogammarus marinus","Echinogammarus_margalefi_ott2982674","Crustacea","Arthropoda","weight","uni","no",1996,"no","no","no",27,4.89897948556636,0.549306144334055,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",384,0.388423099718296,0.032258064516129,"ZCOR","Dick and Elwood 1996",384,"Echinogammarus marinus","Echinogammarus_margalefi_ott2982674","Crustacea","Arthropoda","weight","uni","no",1996,"no","no","no",34,5.56776436283002,0.388423099718296,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",385,0.484700278594052,0.0108695652173913,"ZCOR","Dick and Elwood 1996",385,"Echinogammarus marinus","Echinogammarus_margalefi_ott2982674","Crustacea","Arthropoda","weight","uni","no",1996,"yes","yes","no",95,9.59166304662544,0.484700278594052,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",386,0.472230804420426,0.0128205128205128,"ZCOR","Dick and Elwood 1996",386,"Echinogammarus marinus","Echinogammarus_margalefi_ott2982674","Crustacea","Arthropoda","weight","uni","yes",1996,"no","no","no",81,8.83176086632785,0.472230804420426,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",387,0.365443754271396,0.0161290322580645,"ZCOR","Dick and Elwood 1996",387,"Echinogammarus marinus","Echinogammarus_margalefi_ott2982674","Crustacea","Arthropoda","weight","uni","yes",1996,"no","no","no",65,7.87400787401181,0.365443754271396,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",388,0.255412811882995,0.0149253731343284,"ZCOR","Dick and Elwood 1996",388,"Echinogammarus marinus","Echinogammarus_margalefi_ott2982674","Crustacea","Arthropoda","weight","uni","yes",1996,"no","no","no",70,8.18535277187245,0.255412811882995,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",389,0.37688590118819,0.00467289719626168,"ZCOR","Dick and Elwood 1996",389,"Echinogammarus marinus","Echinogammarus_margalefi_ott2982674","Crustacea","Arthropoda","weight","uni","yes",1996,"yes","yes","no",217,14.6287388383278,0.37688590118819,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",390,0.140925576070494,0.024390243902439,"ZCOR","Diesel 1988",390,"Inachus phalangium","Inachus_phalangium_ott2979756","Crustacea","Arthropoda","carapace length","uni","yes",1988,"yes","no","yes",44,6.40312423743285,0.140925576070494,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",391,0.472230804420426,0.05,"ZCOR","Dillen et al. 2010",391,"Succinea putris","Succinea_putris_ott1001375","Gastropoda","Lophotrochozoa","shell volume","tri","no",2010,"no","no","no",23,4.47213595499958,0.472230804420426,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",392,0.365443754271396,0.05,"ZCOR","Diniz et al. 2016",392,"Furnarius rufus albogularis","Furnarius_rufus_ott799151","Aves","Chordata","bill depth","uni","yes",2016,"no","no","no",23,4.47213595499958,0.365443754271396,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",393,0.266108406873654,0.05,"ZCOR","Diniz et al. 2016",393,"Furnarius rufus albogularis","Furnarius_rufus_ott799151","Aves","Chordata","wing length","uni","yes",2016,"no","no","no",23,4.47213595499958,0.266108406873654,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",394,0.0500417292784913,0.05,"ZCOR","Diniz et al. 2016",394,"Furnarius rufus albogularis","Furnarius_rufus_ott799151","Aves","Chordata","bill length","uni","yes",2016,"no","no","no",23,4.47213595499958,0.0500417292784913,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",395,0.0500417292784913,0.05,"ZCOR","Diniz et al. 2016",395,"Furnarius rufus albogularis","Furnarius_rufus_ott799151","Aves","Chordata","tail length","uni","yes",2016,"no","no","no",23,4.47213595499958,0.0500417292784913,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",396,0.0300090048631265,0.05,"ZCOR","Diniz et al. 2016",396,"Furnarius rufus albogularis","Furnarius_rufus_ott799151","Aves","Chordata","weight","uni","yes",2016,"no","no","no",23,4.47213595499958,0.0300090048631265,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",397,0.0200026673068496,0.05,"ZCOR","Diniz et al. 2016",397,"Furnarius rufus albogularis","Furnarius_rufus_ott799151","Aves","Chordata","tarsus length","uni","yes",2016,"no","no","no",23,4.47213595499958,0.0200026673068496,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",398,-0.472230804420426,0.05,"ZCOR","Diniz et al. 2016",398,"Furnarius rufus albogularis","Furnarius_rufus_ott799151","Aves","Chordata","bill width","uni","yes",2016,"no","no","no",23,4.47213595499958,0.472230804420426,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",399,0.0701146706543251,0.0714285714285714,"ZCOR","Dittrich et al. 2018",399,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",17,3.74165738677394,0.0701146706543251,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",400,0.400059650056057,0.0666666666666667,"ZCOR","Dittrich et al. 2018",400,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",18,3.87298334620742,0.400059650056057,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",401,0.0200026673068496,0.0526315789473684,"ZCOR","Dittrich et al. 2018",401,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",22,4.35889894354067,0.0200026673068496,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",402,-0.223656109021832,0.0476190476190476,"ZCOR","Dittrich et al. 2018",402,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",24,4.58257569495584,0.223656109021832,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",403,0.266108406873654,0.037037037037037,"ZCOR","Dittrich et al. 2018",403,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",30,5.19615242270663,0.266108406873654,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",404,0.0400213538367682,0.0833333333333333,"ZCOR","Dittrich et al. 2018",404,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",15,3.46410161513775,0.0400213538367682,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",405,0.151140435936467,0.166666666666667,"ZCOR","Dittrich et al. 2018",405,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",9,2.44948974278318,0.151140435936467,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",406,0.497311287572031,0.333333333333333,"ZCOR","Dittrich et al. 2018",406,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",6,1.73205080756888,0.497311287572031,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",407,0.354092528962243,0.166666666666667,"ZCOR","Dittrich et al. 2018",407,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",9,2.44948974278318,0.354092528962243,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",408,0.0701146706543251,0.25,"ZCOR","Dittrich et al. 2018",408,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",7,2,0.0701146706543251,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",409,-0.829114038301766,0.5,"ZCOR","Dittrich et al. 2018",409,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",5,1.41421356237309,0.829114038301766,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",410,0.354092528962243,1,"ZCOR","Dittrich et al. 2018",410,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",4,1,0.354092528962243,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",411,0.435611223236224,0.0909090909090909,"ZCOR","Dittrich et al. 2018",411,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",14,3.3166247903554,0.435611223236224,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",412,0.287682072451781,0.0588235294117647,"ZCOR","Dittrich et al. 2018",412,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",20,4.12310562561766,0.287682072451781,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",413,-0.0300090048631265,0.333333333333333,"ZCOR","Dittrich et al. 2018",413,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",6,1.73205080756888,0.0300090048631265,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",414,0.693147180559945,0.25,"ZCOR","Dittrich et al. 2018",414,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",7,2,0.693147180559945,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",415,0.0300090048631265,0.166666666666667,"ZCOR","Dittrich et al. 2018",415,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",9,2.44948974278318,0.0300090048631265,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",416,-0.0200026673068496,0.166666666666667,"ZCOR","Dittrich et al. 2018",416,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",9,2.44948974278318,0.0200026673068496,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",417,-0.0600721559210316,1,"ZCOR","Dittrich et al. 2018",417,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",4,1,0.0600721559210316,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",418,0.510070336613307,0.02,"ZCOR","Dittrich et al. 2018",418,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",53,7.07106781186548,0.510070336613307,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",419,0.484700278594052,0.0666666666666667,"ZCOR","Dittrich et al. 2018",419,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",18,3.87298334620742,0.484700278594052,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",420,0.151140435936467,0.0714285714285714,"ZCOR","Dittrich et al. 2018",420,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",17,3.74165738677394,0.151140435936467,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",421,2.09229572003494,1,"ZCOR","Dittrich et al. 2018",421,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",4,1,2.09229572003494,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",422,0.309519604203112,0.0555555555555556,"ZCOR","Dittrich et al. 2018",422,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",21,4.24264068711928,0.309519604203112,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",423,0.400059650056057,0.5,"ZCOR","Dittrich et al. 2018",423,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",5,1.41421356237309,0.400059650056057,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",424,0.484700278594052,0.125,"ZCOR","Dittrich et al. 2018",424,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",11,2.82842712474619,0.484700278594052,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",425,-0.181982688600706,0.2,"ZCOR","Dittrich et al. 2018",425,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",8,2.23606797749979,0.181982688600706,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",426,0.0100003333533348,0.0833333333333333,"ZCOR","Dittrich et al. 2018",426,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",15,3.46410161513775,0.0100003333533348,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",427,0.0902441878561468,0.0285714285714286,"ZCOR","Dittrich et al. 2018",427,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",38,5.91607978309962,0.0902441878561468,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",428,0.0902441878561468,0.0256410256410256,"ZCOR","Dittrich et al. 2018",428,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",42,6.2449979983984,0.0902441878561468,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",429,0.181982688600706,0.125,"ZCOR","Dittrich et al. 2018",429,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",11,2.82842712474619,0.181982688600706,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",430,0.171666663500579,0.05,"ZCOR","Dittrich et al. 2018",430,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",23,4.47213595499958,0.171666663500579,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",431,0.907644983319124,1,"ZCOR","Dittrich et al. 2018",431,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",4,1,0.907644983319124,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",432,-0.0902441878561468,0.0227272727272727,"ZCOR","Dittrich et al. 2018",432,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",47,6.6332495807108,0.0902441878561468,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",433,0.298566263660178,0.0833333333333333,"ZCOR","Dittrich et al. 2018",433,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",15,3.46410161513775,0.298566263660178,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",434,-0.309519604203112,0.2,"ZCOR","Dittrich et al. 2018",434,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",8,2.23606797749979,0.309519604203112,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",435,-0.867300527694053,1,"ZCOR","Dittrich et al. 2018",435,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",4,1,0.867300527694053,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",436,-0.0100003333533348,0.111111111111111,"ZCOR","Dittrich et al. 2018",436,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",12,3,0.0100003333533348,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",437,0.423648930193602,1,"ZCOR","Dittrich et al. 2018",437,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",4,1,0.423648930193602,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",438,0.618381313574464,0.125,"ZCOR","Dittrich et al. 2018",438,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",11,2.82842712474619,0.618381313574464,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",439,0.996215082345103,0.111111111111111,"ZCOR","Dittrich et al. 2018",439,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",12,3,0.996215082345103,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",440,0.342828254415394,0.2,"ZCOR","Dittrich et al. 2018",440,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",8,2.23606797749979,0.342828254415394,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",441,-0.0300090048631265,0.0416666666666667,"ZCOR","Dittrich et al. 2018",441,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",27,4.89897948556636,0.0300090048631265,"CRAN",NA,NA,"CRAN"
"metadat_dat.moura2021","metadat","dat.moura2021","Studies on Assortative Mating",442,0.510070336613307,0.0833333333333333,"ZCOR","Dittrich et al. 2018",442,"Rana temporaria","Rana_temporaria_temporaria_ott979590","Amphibia","Chordata","snout-vent length","uni","yes",2018,"no","no","no",15,3.46410161513775,0.510070336613307,"CRAN",NA,NA,"CRAN"
