"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","study_id","sample_id","author","pub_year","pub_type","ed_level1","ed_level2","country","perc_white","age","perc_female","ei_construct","ei_stream","ei_measure","subject","humanities","achievement_type","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Costa & Faria NA",0.177721597496989,0.00247447936057298,"from_dataset",51,54,"Costa & Faria",2015,0,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0,20.1028708299584,0.177721597496989,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Costa & Faria NA",0.190419377295021,0.00245064822081196,"from_dataset",51,54,"Costa & Faria",2015,0,1,1,"Portugual",NA,15.4,54.2,0,2,NA,2,0,0,20.2003787604495,0.190419377295021,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Costa & Faria NA",0.190419377295021,0.00245064822081196,"from_dataset",51,54,"Costa & Faria",2015,0,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0,20.2003787604495,0.190419377295021,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Costa & Faria NA",0.190419377295021,0.00245064822081196,"from_dataset",51,54,"Costa & Faria",2015,0,1,1,"Portugual",NA,15.4,54.2,0,2,NA,2,0,0,20.2003787604495,0.190419377295021,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Costa & Faria NA",0.190419377295021,0.00245064822081196,"from_dataset",51,54,"Costa & Faria",2015,0,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0,20.2003787604495,0.190419377295021,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Costa & Faria NA",0.190419377295021,0.00245064822081196,"from_dataset",51,54,"Costa & Faria",2015,0,1,1,"Portugual",NA,15.4,54.2,0,2,NA,1,0,0,20.2003787604495,0.190419377295021,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Costa & Faria NA",0.203117856610916,0.0024252992122739,"from_dataset",51,54,"Costa & Faria",2015,0,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0,20.3056706184507,0.203117856610916,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Costa & Faria NA",0.203117856610916,0.0024252992122739,"from_dataset",51,54,"Costa & Faria",2015,0,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0,20.3056706184507,0.203117856610916,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Costa & Faria NA",0.203117856610916,0.0024252992122739,"from_dataset",51,54,"Costa & Faria",2015,0,1,1,"Portugual",NA,15.4,54.2,0,2,NA,2,0,0,20.3056706184507,0.203117856610916,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Costa & Faria NA",0.215817082149992,0.00239845749931309,"from_dataset",51,54,"Costa & Faria",2015,0,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0,20.4189773042095,0.215817082149992,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Costa & Faria NA",0.215817082149992,0.00239845749931309,"from_dataset",51,54,"Costa & Faria",2015,0,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0,20.4189773042095,0.215817082149992,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Costa & Faria NA",0.228517100631282,0.00237014988035907,"from_dataset",51,54,"Costa & Faria",2015,0,1,1,"Portugual",NA,15.4,54.2,0,2,NA,2,0,0,20.5405512617253,0.228517100631282,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Costa & Faria NA",0.241217958788394,0.00234040478990228,"from_dataset",51,54,"Costa & Faria",2015,0,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0,20.6706679623386,0.241217958788394,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Cyr, 2007 2007",-0.0748665918708021,0.00418992119890697,"from_dataset",52,55,"Cyr, 2007",2007,1,2,1,"USA",NA,19.6,74.3,4,1,1.1,0,1,1,15.4488825842501,0.0748665918708021,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Cyr, 2007 2007",0.0126768529943221,0.0042359263585663,"from_dataset",52,55,"Cyr, 2007",2007,1,2,1,"USA",NA,19.6,74.3,2,1,1.1,0,1,1,15.3647606527508,0.0126768529943221,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Cyr, 2007 2007",0.0247358480495912,0.00423210444922822,"from_dataset",52,55,"Cyr, 2007",2007,1,2,1,"USA",NA,19.6,74.3,1,1,1.1,0,1,1,15.3716968556661,0.0247358480495912,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Cyr, 2007 2007",0.0574369759658072,0.00420937657214308,"from_dataset",52,55,"Cyr, 2007",2007,1,2,1,"USA",NA,19.6,74.3,0,1,1.1,0,1,1,15.4131395387619,0.0574369759658072,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Cyr, 2007 2007",0.323687481645405,0.00339589124037306,"from_dataset",52,55,"Cyr, 2007",2007,1,2,1,"USA",NA,19.6,74.3,3,1,1.1,0,1,1,17.160230363643,0.323687481645405,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Cyr, 2007 2007",-0.00916805145792782,0.00423657585055027,"from_dataset",52,55,"Cyr, 2007",2007,1,2,2,"USA",NA,19.6,74.3,2,1,1.1,0,0,0,15.3635828535407,0.00916805145792782,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Cyr, 2007 2007",0,0.00423728813559322,"from_dataset",52,55,"Cyr, 2007",2007,1,2,2,"USA",NA,19.6,74.3,1,1,1.1,0,0,0,15.3622914957372,0,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Cyr, 2007 2007",0.0277805632703274,0.00423075032297371,"from_dataset",52,55,"Cyr, 2007",2007,1,2,2,"USA",NA,19.6,74.3,0,1,1.1,0,0,0,15.3741566501939,0.0277805632703274,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Cyr, 2007 2007",0.0659856499202141,0.0042004692637637,"from_dataset",52,55,"Cyr, 2007",2007,1,2,2,"USA",NA,19.6,74.3,3,1,1.1,0,0,0,15.4294730568799,0.0659856499202141,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Cyr, 2007 2007",0.0601640926232236,0.00420666807744214,"from_dataset",52,55,"Cyr, 2007",2007,1,2,2,"USA",NA,19.6,74.3,4,1,1.1,0,0,0,15.4181006729036,0.0601640926232236,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",-0.0633796746843118,0.00774986070177777,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,1,"Spain",NA,18.26,62.02,1,1,1.1,0,0,0,11.359338771574,0.0633796746843118,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",0,0.0078125,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,1,"Spain",NA,18.26,62.02,2,1,1.1,0,0,0,11.3137084989848,0,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",0.0477586698049523,0.0077769017295202,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,1,"Spain",NA,18.26,62.02,0,1,1.1,0,0,0,11.3395728233827,0.0477586698049523,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",0.0642071720905403,0.00774821776260188,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,1,"Spain",NA,18.26,62.02,1,1,1.1,0,1,1,11.3605430300269,0.0642071720905403,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",0.14344119810942,0.00749431712126192,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,1,"Spain",NA,18.26,62.02,3,1,1.1,0,0,0,11.5513825535344,0.14344119810942,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",0.167615293613781,0.00737968397929367,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,1,"Spain",NA,18.26,62.02,4,1,1.1,0,1,1,11.6407541678898,0.167615293613781,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",0.177113124457319,0.00733004609487018,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,1,"Spain",NA,18.26,62.02,4,1,1.1,0,0,0,11.6801023159671,0.177113124457319,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",0.20230760062089,0.00718608125426272,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,1,"Spain",NA,18.26,62.02,2,1,1.1,0,1,1,11.7965208116678,0.20230760062089,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",0.267946292018412,0.00673096970423767,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,1,"Spain",NA,18.26,62.02,0,1,1.1,0,1,1,12.1888064862093,0.267946292018412,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",0.465983808929446,0.0047880340195853,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,1,"Spain",NA,18.26,62.02,3,1,1.1,0,1,1,14.4517814842638,0.465983808929446,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",-0.177831237607402,0.00732618887513091,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,2,"Spain",NA,18.26,62.02,2,1,1.1,0,0,0,11.683176683384,0.177831237607402,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",-0.147829984313255,0.00747476699895202,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,2,"Spain",NA,18.26,62.02,1,1,1.1,0,0,0,11.5664789084023,0.147829984313255,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",-0.0520216966261803,0.00777027195302175,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,2,"Spain",NA,18.26,62.02,0,1,1.1,0,0,0,11.3444093853858,0.0520216966261803,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",0.137804289907136,0.00751859825245291,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,2,"Spain",NA,18.26,62.02,4,1,1.1,0,0,0,11.5327150144832,0.137804289907136,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo NA",0.19941896203625,0.00720348158448705,"from_dataset",53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,2,2,"Spain",NA,18.26,62.02,3,1,1.1,0,0,0,11.7822646869841,0.19941896203625,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Di Fabio & Palazzeschi NA",0.166114625427564,0.00768758776479681,"from_dataset",55,58,"Di Fabio & Palazzeschi",2009,0,1,1,"Italy",NA,17.49,72.6,1,1,1.1,0,0,0,11.4052538660534,0.166114625427564,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Di Fabio & Palazzeschi NA",0.428725377372722,0.00541604507926904,"from_dataset",55,58,"Di Fabio & Palazzeschi",2009,0,1,1,"Italy",NA,17.49,72.6,2,1,1.1,0,0,0,13.5881040808039,0.428725377372722,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Di Fabio & Palazzeschi NA",0.431430296176708,0.00538521103986244,"from_dataset",55,58,"Di Fabio & Palazzeschi",2009,0,1,1,"Italy",NA,17.49,72.6,3,1,1.1,0,0,0,13.6269491801628,0.431430296176708,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Di Fabio & Palazzeschi NA",0.457163866713343,0.0050868528193063,"from_dataset",55,58,"Di Fabio & Palazzeschi",2009,0,1,1,"Italy",NA,17.49,72.6,0,1,1.1,0,0,0,14.0208845711322,0.457163866713343,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Di Fabio & Palazzeschi NA",0.549708675278706,0.00395896969129651,"from_dataset",55,58,"Di Fabio & Palazzeschi",2009,0,1,1,"Italy",NA,17.49,72.6,4,1,1.1,0,0,0,15.8931108151579,0.549708675278706,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Di Fabio & Palazzeschi NA",0.0584023570797025,0.0080747151477447,"from_dataset",55,58,"Di Fabio & Palazzeschi",2009,0,1,1,"Italy",NA,17.49,72.6,6,3,3.1,0,0,0,11.1284939666053,0.0584023570797025,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Di Fabio & Palazzeschi NA",0.151780052661971,0.00775980766741704,"from_dataset",55,58,"Di Fabio & Palazzeschi",2009,0,1,1,"Italy",NA,17.49,72.6,7,3,3.1,0,0,0,11.3520559116061,0.151780052661971,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Di Fabio & Palazzeschi NA",0.237961004507204,0.00723541106573351,"from_dataset",55,58,"Di Fabio & Palazzeschi",2009,0,1,1,"Italy",NA,17.49,72.6,5,3,3.1,0,0,0,11.756238691113,0.237961004507204,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Di Fabio & Palazzeschi NA",0.264808692610984,0.00702983770763098,"from_dataset",55,58,"Di Fabio & Palazzeschi",2009,0,1,1,"Italy",NA,17.49,72.6,0,3,3.1,0,0,0,11.926893754271,0.264808692610984,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Di Fabio & Palazzeschi NA",0.306451675113738,0.00667475059804448,"from_dataset",55,58,"Di Fabio & Palazzeschi",2009,0,1,1,"Italy",NA,17.49,72.6,8,3,3.1,0,0,0,12.2400298951003,0.306451675113738,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Di Fabio & Palazzeschi NA",0.650779216405248,0.00251770138362386,"from_dataset",56,59,"Di Fabio & Palazzeschi",2015,0,1,1,"Italy",NA,19.34,53.38,0,3,3.2,0,0,0,19.9295682673282,0.650779216405248,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Doring NA",-0.424504891810187,0.00946570169831802,"from_dataset",59,62,"Doring",2006,1,0,0,"USA",NA,11.2,42,1,1,1.3,2,1,1,10.2783545139383,0.424504891810187,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Doring NA",0.040193657483249,0.0140390359117429,"from_dataset",59,62,"Doring",2006,1,0,0,"USA",NA,11.2,42,1,1,1.3,1,1,1,8.43978449908802,0.040193657483249,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Doring NA",-0.111802600351879,0.0137346000372575,"from_dataset",59,62,"Doring",2006,1,0,0,"USA",NA,11.2,42,4,2,NA,2,1,1,8.53280835402991,0.111802600351879,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Doring NA",0.264491151079153,0.0121828541357133,"from_dataset",59,62,"Doring",2006,1,0,0,"USA",NA,11.2,42,4,2,NA,1,1,1,9.05994325895693,0.264491151079153,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Lomas, Billings, Hansen & Stough NA",-0.0517270489593637,0.00412720242371789,"from_dataset",60,63,"Downey, Lomas, Billings, Hansen & Stough",2014,0,1,1,"Australia",NA,14.63,100,2,2,2.1,0,0,0,15.56582397837,0.0517270489593637,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Lomas, Billings, Hansen & Stough NA",0.064659167304849,0.00411475461959221,"from_dataset",60,63,"Downey, Lomas, Billings, Hansen & Stough",2014,0,1,1,"Australia",NA,14.63,100,1,2,2.1,0,0,0,15.5893507774042,0.064659167304849,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Lomas, Billings, Hansen & Stough NA",0.0775915230636857,0.00409956579605273,"from_dataset",60,63,"Downey, Lomas, Billings, Hansen & Stough",2014,0,1,1,"Australia",NA,14.63,100,3,2,2.1,0,0,0,15.6182032211829,0.0775915230636857,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Lomas, Billings, Hansen & Stough NA",0.323414604801645,0.00332674904809736,"from_dataset",60,63,"Downey, Lomas, Billings, Hansen & Stough",2014,0,1,1,"Australia",NA,14.63,100,4,2,2.1,0,0,0,17.3376399349468,0.323414604801645,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",-0.199107415514097,0.00501241359843735,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,2,2,2.1,2,0,0,14.1246127659787,0.199107415514097,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",-0.0796337542884971,0.00516940913832324,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,2,2,2.1,3,0,0,13.9084760462547,0.0796337542884971,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",-0.0265440649717396,0.0051740482988235,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,2,2,2.1,1,0,0,13.9022393319094,0.0265440649717396,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",-0.0267228149036663,0.01751881214524,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,1,2,2.1,10,0,0,7.55522969155434,0.0267228149036663,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",0,0.00763358778625954,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,4,2,2.1,4,0,0,11.4455231422596,0,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",0,0.00523560209424084,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,1,2,2.1,3,0,0,13.8202749610853,0,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",0,0.00806451612903226,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,1,2,2.1,5,0,0,11.13552872566,0,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",0,0.00806451612903226,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,2,2,2.1,5,0,0,11.13552872566,0,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",0.0132720081214451,0.00480599874340544,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,2,2,2.1,0,0,0,14.4247459660377,0.0132720081214451,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",0.0133613829233364,0.00763086243331666,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,1,2,2.1,4,0,0,11.4475668369144,0.0133613829233364,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",0.0257011803940488,0.00542760508141249,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,3,2,2.1,2,0,0,13.5736260340712,0.0257011803940488,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",0.0514027382453391,0.00759330151482368,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,3,2,2.1,4,0,0,11.4758450964108,0.0514027382453391,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",0.0520575765969521,0.0174489010787798,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,4,2,2.1,10,0,0,7.57035001781426,0.0520575765969521,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",0.0801700145852259,0.00511495775556582,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,1,2,2.1,1,0,0,13.9823115389608,0.0801700145852259,"CRAN",NA,NA,"CRAN"
"psymetadata_maccann2020","psymetadata","maccann2020","Studies examining whether student emotional intelligence is associated with academic performance","Downey, Mountstephen, Lloyn, Hansen, & Stough NA",0.0929067857784025,0.005490565162314,"from_dataset",61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,1,1,"Australia",NA,13.9,58.85,2,2,2.1,9,0,0,13.4955775434601,0.0929067857784025,"CRAN",NA,NA,"CRAN"
