"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","models","trait","sex","population","estimate","llest","ulest","q","p","n_lab","n_lab_av","precision","abs_yi","source","repo","branch","repo_license"
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",54,246.246482058208,213.663088496029,"estimate","lmers","DT_A","M","AK",246.246482058208,217.597259451655,274.895704664761,8.74572666864778,0.364198231236199,6,5.33333333333333,0.0684124665948791,246.246482058208,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",55,135.200245975657,8.35494925753969,"estimate","lmers","DT_P",NA,"YE",135.200245975657,129.534983976259,140.865507975056,21.1293900459731,0.00681154398939195,1,1,0.34596175512239,135.200245975657,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",56,135.269759066547,11.2010284706159,"estimate","lmers","DT_P",NA,"RE",135.269759066547,128.710163833662,141.829354299433,21.1293900459731,0.00681154398939195,1,1,0.298793433886606,135.269759066547,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",57,140.422391647101,14.0027832886692,"estimate","lmers","DT_P",NA,"GI",140.422391647101,133.088148988276,147.756634305926,21.1293900459731,0.00681154398939195,1,1,0.267234679259179,140.422391647101,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",58,129.729903143323,8.20576188928893,"estimate","lmers","DT_P",NA,"MU",129.729903143323,124.115448905365,135.344357381281,21.1293900459731,0.00681154398939195,1,1,0.349092521101908,129.729903143323,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",59,132.003669544701,8.73842850602789,"estimate","lmers","DT_P",NA,"MA",132.003669544701,126.209852731625,137.797486357778,21.1293900459731,0.00681154398939195,1,1,0.338285459788188,132.003669544701,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",60,131.160825938646,10.8827217977217,"estimate","lmers","DT_P",NA,"UM",131.160825938646,124.695106516724,137.626545360567,21.1293900459731,0.00681154398939195,1,1,0.303131617170833,131.160825938646,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",61,127.292288931061,8.31035258529824,"estimate","lmers","DT_P",NA,"KA",127.292288931061,121.642167052564,132.942410809558,21.1293900459731,0.00681154398939195,1,1,0.346888797567209,127.292288931061,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",62,140.765350579933,8.79523318276823,"estimate","lmers","DT_P",NA,"VA",140.765350579933,134.952732745428,146.577968414438,21.1293900459731,0.00681154398939195,1,1,0.337191269122363,140.765350579933,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",63,127.502046525264,8.21879546736962,"estimate","lmers","DT_P",NA,"AK",127.502046525264,121.883135212242,133.120957838286,21.1293900459731,0.00681154398939195,1,1,0.3488156113085,127.502046525264,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",64,1.94448335307361,0.892727306439981,"estimate","glmers","Dia","F","YE",1.94448335307361,0.092626126989926,3.7963405791573,1.43439332904573,0.993744457710443,3,3,1.05837748015002,1.94448335307361,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",65,1.81313864120826,1.09676502010701,"estimate","glmers","Dia","F","RE",1.81313864120826,-0.239464014134169,3.8657412965507,1.43439332904573,0.993744457710443,3,3,0.954867703906906,1.81313864120826,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",66,1.53679449215283,1.0248083899678,"estimate","glmers","Dia","F","GI",1.53679449215283,-0.447332325659761,3.52092130996543,1.43439332904573,0.993744457710443,3,3,0.987821931009841,1.53679449215283,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",67,2.30865418507883,1.3692441053247,"estimate","glmers","Dia","F","MU",2.30865418507883,0.0152081216007587,4.6021002485569,1.43439332904573,0.993744457710443,3,3,0.85459345033287,2.30865418507883,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",68,1.89039412474926,0.812293009709147,"estimate","glmers","Dia","F","MA",1.89039412474926,0.123931516275648,3.65685673322286,1.43439332904573,0.993744457710443,3,3,1.10954173337054,1.89039412474926,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",69,2.93960046717975,1.02234631037819,"estimate","glmers","Dia","F","UM",2.93960046717975,0.957858493105839,4.92134244125366,1.43439332904573,0.993744457710443,3,3,0.989010683621394,2.93960046717975,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",70,1.90308797598011,1.43767078883778,"estimate","glmers","Dia","F","KA",1.90308797598011,-0.446965881495326,4.25314183345555,1.43439332904573,0.993744457710443,3,3,0.834008113603644,1.90308797598011,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",71,1.97059837884916,0.577973059960198,"estimate","glmers","Dia","F","VA",1.97059837884916,0.480544786085569,3.46065197161275,1.43439332904573,0.993744457710443,3,3,1.31536475872987,1.97059837884916,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",72,1.38391421724751,1.59927160389126,"estimate","glmers","Dia","F","AK",1.38391421724751,-1.09470152736757,3.86252996186258,1.43439332904573,0.993744457710443,3,3,0.790749428909336,1.38391421724751,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",73,0.450256127043069,0.000231045214582846,"estimate","lmers","DW","F","YE",0.450256127043069,0.420464338282768,0.480047915803371,10.6235635666395,0.223954053693448,3,3,65.788731261137,0.450256127043069,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",74,0.482687829813835,0.000240723157261352,"estimate","lmers","DW","F","RE",0.482687829813835,0.452278487568285,0.513097172059384,10.6235635666395,0.223954053693448,3,3,64.4526924888323,0.482687829813835,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",75,0.454769375025456,0.000141934753022377,"estimate","lmers","DW","F","GI",0.454769375025456,0.431419075049635,0.478119675001278,10.6235635666395,0.223954053693448,3,3,83.93742207036,0.454769375025456,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",76,0.459960425231843,0.000155139046790211,"estimate","lmers","DW","F","MU",0.459960425231843,0.435548127926462,0.484372722537225,10.6235635666395,0.223954053693448,3,3,80.2859296698798,0.459960425231843,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",77,0.470922488703192,0.000285951280893826,"estimate","lmers","DW","F","MA",0.470922488703192,0.437779313383402,0.504065664022983,10.6235635666395,0.223954053693448,3,3,59.1362766430444,0.470922488703192,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",78,0.470822370510145,0.000228565415777801,"estimate","lmers","DW","F","UM",0.470822370510145,0.441190890078934,0.500453850941356,10.6235635666395,0.223954053693448,3,3,66.1446527820325,0.470822370510145,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",79,0.471762019204135,0.000160044599032063,"estimate","lmers","DW","F","KA",0.471762019204135,0.446966762870389,0.496557275537881,10.6235635666395,0.223954053693448,3,3,79.045925485052,0.471762019204135,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",80,0.479595623267571,5.0707404807173e-05,"estimate","lmers","DW","F","VA",0.479595623267571,0.465638889857814,0.493552356677327,10.6235635666395,0.223954053693448,3,3,140.431426681109,0.479595623267571,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",81,0.443166885171712,0.000156430041065588,"estimate","lmers","DW","F","AK",0.443166885171712,0.418653224468484,0.467680545874939,10.6235635666395,0.223954053693448,3,3,79.9539492802895,0.443166885171712,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",82,0.254698262881048,2.25292625783097e-05,"estimate","lmers","DW","M","YE",0.254698262881048,0.245395293760645,0.264001232001452,23.1209825768772,0.00321234203333262,3,3,210.681553294787,0.254698262881048,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",83,0.271640438391816,1.23180722466543e-05,"estimate","lmers","DW","M","RE",0.271640438391816,0.264761530972331,0.278519345811302,23.1209825768772,0.00321234203333262,3,3,284.923733526063,0.271640438391816,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",84,0.259578752248249,1.24978136814683e-05,"estimate","lmers","DW","M","GI",0.259578752248249,0.252649839158444,0.266507665338054,23.1209825768772,0.00321234203333262,3,3,282.867451090409,0.259578752248249,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",85,0.269020207079535,9.81359705611396e-06,"estimate","lmers","DW","M","MU",0.269020207079535,0.26288029429726,0.27516011986181,23.1209825768772,0.00321234203333262,3,3,319.216909757757,0.269020207079535,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",86,0.270481627784819,1.0364821571945e-05,"estimate","lmers","DW","M","MA",0.270481627784819,0.26417163291537,0.276791622654268,23.1209825768772,0.00321234203333262,3,3,310.612611434864,0.270481627784819,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",87,0.270991781387249,1.34859122951887e-05,"estimate","lmers","DW","M","UM",0.270991781387249,0.263794172288287,0.278189390486211,23.1209825768772,0.00321234203333262,3,3,272.307645162714,0.270991781387249,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",88,0.273072646316453,2.26185858024666e-05,"estimate","lmers","DW","M","KA",0.273072646316453,0.263751253397875,0.282394039235031,23.1209825768772,0.00321234203333262,3,3,210.265139733976,0.273072646316453,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",89,0.268432285990142,9.78819940055369e-06,"estimate","lmers","DW","M","VA",0.268432285990142,0.262300323422907,0.274564248557377,23.1209825768772,0.00321234203333262,3,3,319.630781018265,0.268432285990142,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",90,0.259483129371842,9.83327045576389e-06,"estimate","lmers","DW","M","AK",0.259483129371842,0.253337065303793,0.265629193439892,23.1209825768772,0.00321234203333262,3,3,318.897421640801,0.259483129371842,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",91,56.8841133763997,28.8639092641484,"estimate","lmers","Fec","F","YE",56.8841133763997,46.3541789586325,67.4140477941668,3.53538941461964,0.896425789024475,2,2,0.186132591788322,56.8841133763997,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",92,60.6075411874943,36.8897838114966,"estimate","lmers","Fec","F","RE",60.6075411874943,48.7033156597175,72.5117667152711,3.53538941461964,0.896425789024475,2,2,0.164644392864261,60.6075411874943,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",93,60.9832577337284,144.558159472595,"estimate","lmers","Fec","F","GI",60.9832577337284,37.4181518182163,84.5483636492406,3.53538941461964,0.896425789024475,2,2,0.0831722968514165,60.9832577337284,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",94,74.7350154520278,341.052151377259,"estimate","lmers","Fec","F","MU",74.7350154520278,38.53918979181,110.930841112246,3.53538941461964,0.896425789024475,2,2,0.0541488955919638,74.7350154520278,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",95,76.9229057244918,464.627785602959,"estimate","lmers","Fec","F","MA",76.9229057244918,34.6754382815307,119.170373167453,3.53538941461964,0.896425789024475,2,2,0.0463924609726305,76.9229057244918,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",96,74.3425479845467,778.817713512023,"estimate","lmers","Fec","F","UM",74.3425479845467,19.645233834,129.039862135093,3.53538941461964,0.896425789024475,2,2,0.035832910902088,74.3425479845467,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",97,80.0524992056954,875.275461229244,"estimate","lmers","Fec","F","KA",80.0524992056954,22.0668575253949,138.038140885996,3.53538941461964,0.896425789024475,2,2,0.033800850137111,80.0524992056954,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",98,69.5215792023279,262.818357468838,"estimate","lmers","Fec","F","VA",69.5215792023279,37.747283025402,101.295875379254,3.53538941461964,0.896425789024475,2,2,0.0616839464712787,69.5215792023279,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",99,78.5517851653262,323.531915704479,"estimate","lmers","Fec","F","AK",78.5517851653262,43.2979267756545,113.805643554998,3.53538941461964,0.896425789024475,2,2,0.055595729774482,78.5517851653262,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",100,342.675410941133,595.6172614054,"estimate","lmers","HSM","F","YE",342.675410941133,294.841958393952,390.508863488314,19.09653253958,0.0143518288397368,2,2,0.0409747546992726,342.675410941133,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",101,355.314113876676,700.453947689833,"estimate","lmers","HSM","F","RE",355.314113876676,303.441529635643,407.18669811771,19.09653253958,0.0143518288397368,2,2,0.0377841978227418,355.314113876676,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",102,334.228787708165,39.8104529809466,"estimate","lmers","HSM","F","GI",334.228787708165,321.86229201377,346.595283402559,19.09653253958,0.0143518288397368,2,2,0.158489844898294,334.228787708165,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",103,361.807186870148,1146.51915386533,"estimate","lmers","HSM","F","MU",361.807186870148,295.442240424673,428.172133315623,19.09653253958,0.0143518288397368,2,2,0.0295331208644967,361.807186870148,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",104,391.099705227277,574.782169792978,"estimate","lmers","HSM","F","MA",391.099705227277,344.110323063549,438.089087391006,19.09653253958,0.0143518288397368,2,2,0.0417107843152907,391.099705227277,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",105,369.806649995648,132.376630190692,"estimate","lmers","HSM","F","UM",369.806649995648,347.256275859066,392.357024132229,19.09653253958,0.0143518288397368,2,2,0.0869149209085886,369.806649995648,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",106,364.203184850034,34.3298131736701,"estimate","lmers","HSM","F","KA",364.203184850034,352.71943269193,375.686937008139,19.09653253958,0.0143518288397368,2,2,0.170672786869298,364.203184850034,"GitHub","DrosEU_PhenotypingWG","main",NA
"gh_esradm_DrosEU_PhenotypingWG_MetaAnalyses_all_models_pop_meta_compound_estimates.csv","esradm","MetaAnalyses/all_models_pop_meta_compound_estimates.csv","esradm / DrosEU_PhenotypingWG / MetaAnalyses/all_models_pop_meta_compound_estimates.csv",107,360.039227976945,65.3622348747241,"estimate","lmers","HSM","F","VA",360.039227976945,344.193524026038,375.884931927852,19.09653253958,0.0143518288397368,2,2,0.123690559322097,360.039227976945,"GitHub","DrosEU_PhenotypingWG","main",NA
