"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","lhs","op","rhs","est","pval","confint","est_sig","est_std","se_std","pval_std","confint_std","est_sig_std","block","group","label","precision","abs_yi","source","repo","branch","repo_license"
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",57,0.569,0.009025,"est",57,"SCRPed","=~","EquitableEval",0.569,0,"[0.383, 0.755]","0.569***",0.687,0.075,0,"[0.540, 0.834]","0.687***",2,"ORG","SCRPed.BY.EquitableEval.ORG",10.5263157894737,0.569,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",58,0.106,0.002209,"est",58,"TradPed","~~","Valued",0.106,0.024,"[0.014, 0.198]","0.106*",0.586,0.103,0,"[0.384, 0.787]","0.586***",2,"ORG","TradPed.WITH.Valued.ORG",21.2765957446809,0.106,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",59,0.577,0.016384,"est",59,"TradPed","~~","SCRPed",0.577,0,"[0.326, 0.829]","0.577***",0.791,0.068,0,"[0.657, 0.924]","0.791***",2,"ORG","TradPed.WITH.SCRPed.ORG",7.8125,0.577,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",60,0.161,0.004489,"est",60,"Valued","~~","SCRPed",0.161,0.016,"[0.030, 0.291]","0.161*",0.798,0.086,0,"[0.629, 0.968]","0.798***",2,"ORG","Valued.WITH.SCRPed.ORG",14.9253731343284,0.161,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",61,0.112,0.000784,"est",61,"ClearResponsibilities","~~","ClearResponsibilities",0.112,0,"[0.056, 0.167]","0.112***",0.146,0.043,0.001,"[0.062, 0.229]","0.146***",2,"ORG","Variances.ClearResponsibilities.ORG",35.7142857142857,0.112,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",62,0.145,0.001296,"est",62,"EffectiveAnswers","~~","EffectiveAnswers",0.145,0,"[0.075, 0.215]","0.145***",0.154,0.044,0,"[0.068, 0.240]","0.154***",2,"ORG","Variances.EffectiveAnswers.ORG",27.7777777777778,0.145,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",63,0.578,0.011236,"est",63,"Feedback","~~","Feedback",0.578,0,"[0.370, 0.786]","0.578***",0.535,0.095,0,"[0.349, 0.721]","0.535***",2,"ORG","Variances.Feedback.ORG",9.43396226415094,0.578,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",64,0.415,0.0064,"est",64,"ClearOrganization","~~","ClearOrganization",0.415,0,"[0.257, 0.572]","0.415***",0.345,0.075,0,"[0.198, 0.491]","0.345***",2,"ORG","Variances.ClearOrganization.ORG",12.5,0.415,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",65,0.139,0.001089,"est",65,"ClearPresentation","~~","ClearPresentation",0.139,0,"[0.075, 0.203]","0.139***",0.17,0.047,0,"[0.079, 0.262]","0.170***",2,"ORG","Variances.ClearPresentation.ORG",30.3030303030303,0.139,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",66,0.323,0.003364,"est",66,"ValObjectives","~~","ValObjectives",0.323,0,"[0.208, 0.437]","0.323***",0.866,0.088,0,"[0.694, 1.037]","0.866***",2,"ORG","Variances.ValObjectives.ORG",17.2413793103448,0.323,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",67,0.26,0.003364,"est",67,"IncrUnderstanding","~~","IncrUnderstanding",0.26,0,"[0.147, 0.374]","0.260***",0.52,0.114,0,"[0.296, 0.744]","0.520***",2,"ORG","Variances.IncrUnderstanding.ORG",17.2413793103448,0.26,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",68,0.201,0.008464,"est",68,"IncrInterest","~~","IncrInterest",0.201,0.029,"[0.020, 0.382]","0.201*",0.252,0.12,0.035,"[0.018, 0.487]","0.252*",2,"ORG","Variances.IncrInterest.ORG",10.8695652173913,0.201,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",69,0.202,0.007744,"est",69,"MultPerspectives","~~","MultPerspectives",0.202,0.022,"[0.029, 0.374]","0.202*",0.199,0.091,0.029,"[0.021, 0.377]","0.199*",2,"ORG","Variances.MultPerspectives.ORG",11.3636363636364,0.202,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",70,0.207,0.001369,"est",70,"InclusvClassrm","~~","InclusvClassrm",0.207,0,"[0.135, 0.278]","0.207***",0.923,0.068,0,"[0.790, 1.056]","0.923***",2,"ORG","Variances.InclusvClassrm.ORG",27.027027027027,0.207,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",71,0.386,0.004761,"est",71,"DEIintegration","~~","DEIintegration",0.386,0,"[0.251, 0.521]","0.386***",0.89,0.078,0,"[0.736, 1.044]","0.890***",2,"ORG","Variances.DEIintegration.ORG",14.4927536231884,0.386,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",72,0.294,0.003481,"est",72,"EquitableEval","~~","EquitableEval",0.294,0,"[0.179, 0.409]","0.294***",0.528,0.103,0,"[0.326, 0.730]","0.528***",2,"ORG","Variances.EquitableEval.ORG",16.9491525423729,0.294,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",73,0.656,0.018225,"est",73,"TradPed","~~","TradPed",0.656,0,"[0.392, 0.921]","0.656***",1,0,NA,"[1.000, 1.000]","1.000",2,"ORG","Variances.TradPed.ORG",7.40740740740741,0.656,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",74,0.05,0.001296,"est",74,"Valued","~~","Valued",0.05,0.161,"[-0.020, 0.120]","0.050",1,0,NA,"[1.000, 1.000]","1.000",2,"ORG","Variances.Valued.ORG",27.7777777777778,0.05,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",75,0.811,0.036864,"est",75,"SCRPed","~~","SCRPed",0.811,0,"[0.435, 1.187]","0.811***",1,0,NA,"[1.000, 1.000]","1.000",2,"ORG","Variances.SCRPed.ORG",5.20833333333333,0.811,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",76,4.431,0.011881,"est",76,"ClearResponsibilities","~1","",4.431,0,"[4.218, 4.644]","4.431***",5.055,0.46,0,"[4.153, 5.957]","5.055***",2,"ORG","Means.ClearResponsibilities.ORG",9.1743119266055,4.431,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",77,4.369,0.0144,"est",77,"EffectiveAnswers","~1","",4.369,0,"[4.133, 4.605]","4.369***",4.505,0.414,0,"[3.693, 5.317]","4.505***",2,"ORG","Means.EffectiveAnswers.ORG",8.33333333333333,4.369,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",78,4.108,0.016641,"est",78,"Feedback","~1","",4.108,0,"[3.855, 4.360]","4.108***",3.951,0.368,0,"[3.230, 4.673]","3.951***",2,"ORG","Means.Feedback.ORG",7.75193798449612,4.108,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",79,3.892,0.018496,"est",79,"ClearOrganization","~1","",3.892,0,"[3.626, 4.159]","3.892***",3.548,0.335,0,"[2.891, 4.204]","3.548***",2,"ORG","Means.ClearOrganization.ORG",7.35294117647059,3.892,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",80,4.215,0.012544,"est",80,"ClearPresentation","~1","",4.215,0,"[3.996, 4.435]","4.215***",4.669,0.428,0,"[3.830, 5.508]","4.669***",2,"ORG","Means.ClearPresentation.ORG",8.92857142857143,4.215,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",81,4.523,0.005776,"est",81,"ValObjectives","~1","",4.523,0,"[4.375, 4.671]","4.523***",7.41,0.662,0,"[6.114, 8.707]","7.410***",2,"ORG","Means.ValObjectives.ORG",13.1578947368421,4.523,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",82,4.338,0.007744,"est",82,"IncrUnderstanding","~1","",4.338,0,"[4.166, 4.511]","4.338***",6.13,0.552,0,"[5.049, 7.212]","6.130***",2,"ORG","Means.IncrUnderstanding.ORG",11.3636363636364,4.338,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",83,4.138,0.012321,"est",83,"IncrInterest","~1","",4.138,0,"[3.922, 4.355]","4.138***",4.638,0.425,0,"[3.804, 5.471]","4.638***",2,"ORG","Means.IncrInterest.ORG",9.00900900900901,4.138,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",84,4.308,0.015625,"est",84,"MultPerspectives","~1","",4.308,0,"[4.063, 4.552]","4.308***",4.28,0.395,0,"[3.505, 5.055]","4.280***",2,"ORG","Means.MultPerspectives.ORG",8,4.308,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",85,4.738,0.003481,"est",85,"InclusvClassrm","~1","",4.738,0,"[4.623, 4.853]","4.738***",10.014,0.887,0,"[8.275, 11.752]","10.014***",2,"ORG","Means.InclusvClassrm.ORG",16.9491525423729,4.738,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",86,4.523,0.006724,"est",86,"DEIintegration","~1","",4.523,0,"[4.363, 4.683]","4.523***",6.865,0.615,0,"[5.660, 8.070]","6.865***",2,"ORG","Means.DEIintegration.ORG",12.1951219512195,4.523,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",87,4.523,0.008649,"est",87,"EquitableEval","~1","",4.523,0,"[4.342, 4.705]","4.523***",6.06,0.546,0,"[4.990, 7.129]","6.060***",2,"ORG","Means.EquitableEval.ORG",10.752688172043,4.523,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",88,0,0,"est",88,"TradPed","~1","",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000",2,"ORG","Means.TradPed.ORG",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",89,0,0,"est",89,"Valued","~1","",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000",2,"ORG","Means.Valued.ORG",NA,0,"GitHub","ReC_Psychometrics","main",NA
"gh_lhbikos_ReC_Psychometrics_Worked_Examples_configural_paramEsts.csv","lhbikos","Worked_Examples/configural_paramEsts.csv","lhbikos / ReC_Psychometrics / Worked_Examples/configural_paramEsts.csv",90,0,0,"est",90,"SCRPed","~1","",0,NA,"[0.000, 0.000]","0.000",0,0,NA,"[0.000, 0.000]","0.000",2,"ORG","Means.SCRPed.ORG",NA,0,"GitHub","ReC_Psychometrics","main",NA
