"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","es_id","g","precalc_g","wf_1","wf_2","wf_3","wf_4","wf_5","wf_6","wf_7","wf_8","sample_size","1","notes","condition_arm1","condition_arm2","descr_arm1","descr_arm2","multi_arm1","multi_arm2","outcome_type","outcome_domain","time","time_weeks","instrument","rating","sample","mean_arm1","mean_arm2","sd_arm1","sd_arm2","n_arm1","n_arm2","baseline_m_arm1","baseline_sd_arm1","baseline_n_arm1","baseline_m_arm2","baseline_sd_arm2","baseline_n_arm2","dich","dich_type","event_arm1","event_arm2","totaln_arm1","totaln_arm2","change","mean_change_arm1","mean_change_arm2","sd_change_arm1","sd_change_arm2","n_change_arm1","n_change_arm2","other_statistic","precalc_g_se","rand_arm1","rand_arm2","n_drop_study1","n_drop_study2","year","comorbid_me0tal","format","format_spec","program_arm1","support","initial_screening","forum","n_sessions_planned","x0_sessio0s_received","country","income_level","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","70","sg","ac","ba","itt","rob","other_target","reference","domain1_rob2","domain2_rob2","domain3_rob2","domain4_rob2","domain5_rob2","totalscore_rob2","selfguidedchecked","time_weeks_num","g_se","log_rr","log_rr_se","precision","abs_yi","source","repo","branch","repo_license"
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",124,0.672297730460726,0.0293639075329525,"from_dataset",124,124,-0.672297730460726,NA,"website","guided","med","cbt-based","wl","cut","high risk","post",144,NA,NA,"cbt","wl",NA,NA,NA,NA,"msd","depression","post",9,"madrs-sr","self-report",1,10.9,16.1,7.45,7.93,72,72,18.27,6.98,72,17.67,6.19,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,72,7,10,2019,0,"gsh",2,"cbt",5,1,0,7,NA,"eu","high","old",62.5,0.385,"oth","cut","med",NA,"1","1","sr","1",4,NA,"Johansson, P., Westas, M., Andersson, G., Alehagen, U., Broström, A., Jaarsma, T., Mourad, G., & Lundgren, J. An Internet-Based Cognitive Behavioral Therapy Program Adapted to Patients With Cardiovascular Disease and Depression: Randomized Controlled Trial. JMIR Ment Health, 6(10), e14648.","Low risk","Low risk","Some concerns","Low risk","High risk","High risk",NA,9,0.1713590019023,NA,NA,5.83570159080495,0.672297730460726,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",125,0.15705752940781,0.0658587693675196,"from_dataset",125,125,-0.15705752940781,NA,"website","guided","adul","cbt-based","cau","mood","high risk","post",NA,"1",NA,"cbt","cau",NA,NA,NA,NA,"remission (cut-off)","depression","post",12,"bdi-1","self-report",1,NA,NA,NA,NA,NA,NA,25.5,7.87,45,26.09,9.39,47,"remission","BDI <= 13 at post-treatment",15,15,36,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,47,15,12,2014,0,"gsh",2,"Depressionshjalpenw",5,1,0,7,"5.0999999999999996","eu","high","adul",36.6,0.57,"clin","mood","adul",NA,"0","1","sr","0",2,NA,"Kivi M, Eriksson MCM, Hange D, Petersson E-L, Vernmark K, Johansson B, et al. Internet-based therapy for mild to moderate depression in Swedish primary care: Short term results from the PRIM-NET randomized controlled trial. Cognitive Behaviour Therapy. 2014;43(4):289-98.","Low risk","High risk","Some concerns","Low risk","Some concerns","High risk",NA,12,0.25662963462453,0.177681177237452,0.286879315395982,3.89666610975417,0.15705752940781,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",126,0.518193516109849,0.030416514739483,"from_dataset",126,126,-0.518193516109849,NA,"website","guided","adul","not-cbt-based","wl","cut","some concerns","post",136,"1",NA,"other psy","wl","get on",NA,NA,NA,"msd","depression","post",7,"ces-d","self-report",1,24.2,30,11.46,10.8,67,69,34.1,6.55,67,35.8,6.65,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,69,19,8,2021,0,"gsh",2,"GET.ON mood enhancer",5,0,0,6,"4","eu","high","adul",36.3,0.78,"clin","cut","adul",NA,"1","0","1","1",3,NA,"Krämer, L. V., Grünzig, S. D., Baumeister, H., Ebert, D. D., & Bengel, J. (2021). Effectiveness of a Guided Web-Based Intervention to Reduce Depressive Symptoms before Outpatient Psychotherapy: A Pragmatic Randomized Controlled Trial. Psychother Psychosom, 90(4), 233-242. https://doi.org/10.1159/000515625 
","Some concerns","Low risk","Low risk","Low risk","Low risk","Some concerns",NA,7,0.174403310574894,NA,NA,5.73383611070026,0.518193516109849,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",127,0.519213903131106,0.0304204505091205,"from_dataset",127,127,-0.519213903131106,NA,"website","guided","adul","not-cbt-based","wl","cut","some concerns","post",136,NA,NA,"other psy","wl","get on",NA,NA,NA,"msd","depression","post",7,"phq-9","self-report",1,10.5,13.3,5.73,4.98,67,69,14.6,4.09,67,15.7,4.15,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,69,19,8,2021,0,"gsh",2,"GET.ON mood enhancer",5,0,0,6,"4","eu","high","adul",36.3,0.78,"clin","cut","adul",NA,"1","0","1","1",3,NA,"Krämer, L. V., Grünzig, S. D., Baumeister, H., Ebert, D. D., & Bengel, J. (2021). Effectiveness of a Guided Web-Based Intervention to Reduce Depressive Symptoms before Outpatient Psychotherapy: A Pragmatic Randomized Controlled Trial. Psychother Psychosom, 90(4), 233-242. https://doi.org/10.1159/000515625 
","Some concerns","Low risk","Low risk","Low risk","Low risk","Some concerns",NA,7,0.174414593738943,NA,NA,5.73346517950649,0.519213903131106,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",128,1.43605465879197,0.0208162582675679,"from_dataset",128,128,-1.43605465879197,NA,"website","minimal to no support","adul","not-cbt-based","wl","mood","high risk","post",250,"1",NA,"other psy","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","self-guided","ctr","msd","depression","post",12,"bdi-2","self-report",1,18.49,30.26,8.88,6.97,150,100,30.54,8.53,150,30.88,10.74,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,100,34,47,2022,0,"ush",2,"Selfapy",1,1,0,12,"9.4","eu","high","adul",37,0.83,"com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,12,0.144278405409707,NA,NA,6.9310441653434,1.43605465879197,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",129,2.34095537392476,0.0276934714237836,"from_dataset",129,129,-2.34095537392476,NA,"website","minimal to no support","adul","not-cbt-based","wl","mood","high risk","post",250,NA,NA,"other psy","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","self-guided","ctr","msd","depression","post",12,"qids-sr-16","self-report",1,7.99,17.88,4.31,4.06,150,100,19.36,5.44,150,18.55,6.04,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,100,34,47,2022,0,"ush",2,"Selfapy",1,1,0,12,"9.4","eu","high","adul",37,0.83,"com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,12,0.166413555408757,NA,NA,6.00912586443891,2.34095537392476,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",130,0.921796981294749,0.0183764220451,"from_dataset",130,130,-0.921796981294749,NA,"website","minimal to no support","adul","not-cbt-based","wl","mood","high risk","post",250,NA,NA,"other psy","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","self-guided","ctr","msd","depression","post",12,"hdrs","clinician-rated",1,14.75,21.13,5.88,8.2,150,100,23.22,6.75,150,22.64,6.76,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,100,34,47,2022,0,"ush",2,"Selfapy",1,1,0,12,"9.4","eu","high","adul",37,0.83,"com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,12,0.135559662308151,NA,NA,7.37682569411263,0.921796981294749,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",131,2.82905549296477,0.0953401456490327,"from_dataset",131,131,-2.82905549296477,NA,"website","minimal to no support","adul","not-cbt-based","wl","mood","high risk","follow-up",91,NA,NA,"other psy","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","self-guided","ctr","msd","depression","fu1",24,"bdi-2","self-report",0,16.29,38.28,6.47,9.88,62,29,30.54,8.53,150,30.88,10.74,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,100,88,71,2022,0,"ush",2,"Selfapy",1,1,0,12,"9.4","eu","high","adul",37,0.83,"com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,0.308771996218946,NA,NA,3.23863566724138,2.82905549296477,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",132,1.88899090296836,0.0705533781770399,"from_dataset",132,132,-1.88899090296836,NA,"website","minimal to no support","adul","not-cbt-based","wl","mood","high risk","follow-up",91,NA,NA,"other psy","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","self-guided","ctr","msd","depression","fu1",24,"qids-sr-16","clinician-rated",0,8.85,18.76,5.23,5.14,62,29,19.36,5.44,150,18.55,6.04,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,100,88,71,2022,0,"ush",2,"Selfapy",1,1,0,12,"9.4","eu","high","adul",37,0.83,"com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,0.265618858850496,NA,NA,3.76479292294096,1.88899090296836,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",133,3.29166090345306,0.791109704947879,"from_dataset",133,133,-3.29166090345306,NA,"website","minimal to no support","adul","not-cbt-based","wl","mood","high risk","follow-up",13,NA,NA,"other psy","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","self-guided","ctr","msd","depression","fu1",24,"hdrs","clinician-rated",0,9.83,26.29,5.19,4.15,6,7,23.22,6.75,150,22.64,6.76,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,100,144,93,2022,0,"ush",2,"Selfapy",1,1,0,12,"9.4","eu","high","adul",37,0.83,"com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,0.889443480468478,NA,NA,1.12429853268843,3.29166090345306,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",134,1.57926067756442,0.0216208674806689,"from_dataset",134,134,-1.57926067756442,NA,"website","guided","adul","cbt-based","wl","mood","high risk","post",251,NA,NA,"cbt","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","guided","ctr","msd","depression","post",12,"bdi-2","self-report",1,16.61,30.26,9.55,6.97,151,100,30.09,9.18,151,30.88,10.74,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,100,19,47,2022,0,"gsh",2,"Selfapy",5,1,0,12,"9.4","eu","high","adul",37,0.83,"com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,12,0.147040360039919,NA,NA,6.80085385895761,1.57926067756442,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",135,2.61000285627053,0.0302746669936201,"from_dataset",135,135,-2.61000285627053,NA,"website","guided","adul","cbt-based","wl","mood","high risk","post",251,NA,NA,"cbt","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","guided","ctr","msd","depression","post",12,"qids-sr-16","self-report",1,7.33,17.88,4.01,4.06,151,100,17.41,6.17,151,18.55,6.04,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,100,19,47,2022,0,"gsh",2,"Selfapy",5,1,0,12,"9.4","eu","high","adul",37,0.83,"com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,12,0.173996169479733,NA,NA,5.74725295959162,2.61000285627053,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",136,1.26693743887661,0.0198393564060754,"from_dataset",136,136,-1.26693743887661,NA,"website","guided","adul","cbt-based","wl","mood","high risk","post",251,NA,NA,"cbt","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","guided","ctr","msd","depression","post",12,"hdrs","clinician-rated",1,11.95,21.13,6.5,8.2,151,100,23.23,6.28,151,22.64,6.76,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,100,19,47,2022,0,"gsh",2,"Selfapy",5,1,0,12,"9.4","eu","high","adul",37,0.83,"com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,12,0.140852250269832,NA,NA,7.09963808234721,1.26693743887661,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",137,2.42637282307407,0.0822895614902402,"from_dataset",137,137,-2.42637282307407,NA,"website","guided","adul","cbt-based","wl","mood","high risk","follow-up",93,NA,NA,"cbt","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","guided","ctr","msd","depression","fu1",24,"bdi-2","self-report",0,15.92,38.28,8.79,9.88,64,29,30.09,9.18,151,30.88,10.74,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,100,68,71,2022,0,"gsh",2,"Selfapy",5,1,0,12,"9.4","eu","high","adul",37,0.83,"com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,0.286861571999876,NA,NA,3.48600195219049,2.42637282307407,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",138,2.09040617120572,0.0734956954029349,"from_dataset",138,138,-2.09040617120572,NA,"website","guided","adul","cbt-based","wl","mood","high risk","follow-up",94,NA,NA,"cbt","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","guided","ctr","msd","depression","fu1",24,"qids-sr-16","self-report",0,8.42,18.76,4.8,5.14,65,29,17.41,6.17,151,18.55,6.04,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,100,68,71,2022,0,"gsh",2,"Selfapy",5,1,0,12,"9.4","eu","high","adul",37,0.83,"com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,0.271100895245543,NA,NA,3.68866358443514,2.09040617120572,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",139,2.13063351096689,0.303131641973529,"from_dataset",139,139,-2.13063351096689,NA,"website","guided","adul","cbt-based","wl","mood","high risk","follow-up",24,NA,NA,"cbt","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","guided","ctr","msd","depression","fu1",24,"hdrs","clinician-rated",0,12.24,26.29,7.02,4.15,17,7,23.23,6.28,151,22.64,6.76,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,100,87,93,2022,0,"gsh",2,"Selfapy",5,1,0,12,"9.4","eu","high","adul",37,0.83,"com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,0.550573920535226,NA,NA,1.81628653792369,2.13063351096689,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",140,0.916638930359021,0.0886725663716814,"from_dataset",140,140,-0.916638930359021,NA,"website","human encouragement","adul","cbt-based","wl","cut","high risk","post",50,"1",NA,"bat","wl",NA,NA,NA,NA,"msd","depression","post",8,"phq-8","self-report",0,8.7,12.9,4.8,4.2,25,25,14.4,3.4,32,14.8,2.9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,7,5,2018,0,"ush",2,"eMotion",4,0,0,13,"3","uk","high","adul",38.1,0.84,"com","cut","adul",NA,"1","1","sr","0",3,NA,"Lambert, J. D., Greaves, C. J., Farr, P., Price, L., Haase, A. M., & Taylor, A. H. Web-Based Intervention Using Behavioral Activation and Physical Activity for Adults With Depression (The eMotion Study): Pilot Randomized Controlled Trial. J Med Internet Res, 20(7), e10112.","Low risk","High risk","Some concerns","Low risk","Some concerns","High risk",NA,8,0.297779392120545,NA,NA,3.35819074946324,0.916638930359021,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",141,0.624742320898388,0.110913574743826,"from_dataset",141,141,-0.624742320898388,NA,"website","guided","adul","cbt-based","wl","mdd","some concerns","post",38,"1",NA,"3rd","wl",NA,NA,NA,NA,"msd","depression","post",7,"bdi-2","self-report",0,13.34,17.85,6.75,7.34,18,20,22.11,7.79,19,20.65,6.8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,20,1,0,2015,0,"gsh",2,"Good Life Compass",5,1,0,6,NA,"eu","high","adul",51.9,0.72,"com","mdd","adul",NA,"0","1","sr","1",3,NA,"Lappalainen P, Langrial S, Oinas-Kukkonen H, Tolvanen A, Lappalainen R. Web-based acceptance and commitment therapy for depressive symptoms with minimal support: A randomized controlled trial. Behavior modification. 2015;39(6):805-34.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,7,0.33303689697063,NA,NA,3.00267030198816,0.624742320898388,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",142,0.0806034925924157,0.00744942919122774,"from_dataset",142,142,-0.0806034925924157,NA,"website","minimal to no support","adul","cbt-based","cau","mood","some concerns","post",542,"1",NA,"cbt","cau","MoodGym",NA,NA,NA,"msd","depression","post",6,"bdi-2","self-report",0,18.2,19.1,9.6,12.29,246,296,23.6,10.95,320,20.4,11.99,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,327,62,21,2018,0,"ush",2,"MoodGym",0,1,0,5,NA,"eu","high","adul",43.89,0.6847,"clin","mood","adul",NA,"1","1","sr","1",4,NA,"Löbner, M., Pabst, A., Stein, J., Dorow, M., Matschinger, H., Luppa, M., Maroß, A., Kersting, A., König, H. H., & Riedel-Heller, S. G. Computerized cognitive behavior therapy for patients with mild to moderately severe depression in primary care: A pragmatic cluster randomized controlled trial (@ktiv). J Affect Disord, 238, 317-326. https://www.sciencedirect.com/science/article/abs/pii/S0165032718305159?via%3Dihub","Some concerns","Low risk","Low risk","Low risk","Low risk","Some concerns",NA,6,0.0863100758383848,NA,NA,11.5861327925664,0.0806034925924157,"GitHub","multiverse-meta-analysis-depression","main",NA
"gh_cyplessen_multiverse-meta-analysis-depression_data_tidy_digDep_multiverse_data.csv","cyplessen","data/tidy/digDep_multiverse_data.csv","cyplessen / multiverse-meta-analysis-depression / data/tidy/digDep_multiverse_data.csv",143,0.172683941406554,0.00851060212870399,"from_dataset",143,143,-0.172683941406554,NA,"website","minimal to no support","adul","cbt-based","cau","mood","some concerns","follow-up",479,NA,NA,"cbt","cau","MoodGym",NA,NA,NA,"msd","depression","fu1",24,"bdi-2","self-report",0,14.2,17,11.09,19.25,210,269,23.6,10.95,320,20.4,11.99,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,327,98,40,2018,0,"ush",2,"MoodGym",0,1,0,5,NA,"eu","high","adul",43.89,0.6847,"clin","mood","adul",NA,"1","1","sr","1",4,NA,"Löbner, M., Pabst, A., Stein, J., Dorow, M., Matschinger, H., Luppa, M., Maroß, A., Kersting, A., König, H. H., & Riedel-Heller, S. G. Computerized cognitive behavior therapy for patients with mild to moderately severe depression in primary care: A pragmatic cluster randomized controlled trial (@ktiv). J Affect Disord, 238, 317-326. https://www.sciencedirect.com/science/article/abs/pii/S0165032718305159?via%3Dihub","Some concerns","Low risk","Low risk","Low risk","Low risk","Some concerns",NA,24,0.0922529247704591,NA,NA,10.8397647281988,0.172683941406554,"GitHub","multiverse-meta-analysis-depression","main",NA
