"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","effect_id","author","pub_year","pub_type","peer_review","adapt_measures","adapt_method","adapt_method_specific","subj_adapt_definition","cog_abil_measure","ca_measure","financ_support","sex","men_prop","country","sample","task","complexity_component","complexity_coordinative","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",80,0,0.0072463768115942,"from_dataset",80,"Schunn",2001,"1",1,"3",2,3,"","fact learning spatial (CAM)","Specific",1,3,65,"USA","2","Simulation/video game",1,1,11.7473401244707,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",81,0,0.0072463768115942,"from_dataset",81,"Schunn",2001,"1",1,"3",2,3,"","processing speed spatial (CAM)","Specific",1,3,65,"USA","2","Simulation/video game",1,1,11.7473401244707,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",82,0,0.0072463768115942,"from_dataset",82,"Schunn",2001,"1",1,"3",2,3,"","skill learning verbal (CAM)","Specific",1,3,65,"USA","2","Simulation/video game",1,1,11.7473401244707,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",83,0,0.0072463768115942,"from_dataset",83,"Schunn",2001,"1",1,"3",2,3,"","working memory spatial (CAM)","Specific",1,3,65,"USA","2","Simulation/video game",1,1,11.7473401244707,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",84,0,0.0072463768115942,"from_dataset",84,"Schunn",2001,"1",1,"3",2,3,"","working memory verbal (CAM)","Specific",1,3,65,"USA","2","Simulation/video game",1,1,11.7473401244707,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",85,0.39,0.00659572853211009,"from_dataset",85,"Keith",2010,"1",1,"3",2,3,"","Zahlen-Verbindungs-Test","Specific",0,3,14,"Germany","1","Other",1,1,12.3131342244493,0.39,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",86,0.089,0.00974475982416832,"from_dataset",86,"Ferro",2014,"3",0,"4 (1+2)",1,2,"narrow","Multidimensional Aptitude Battery-II (MAB-II,  Performance part only)","Specific",0,3,89.4,"USA","2","",NA,NA,10.1301162721123,0.089,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",87,-0.118,0.0109252345817528,"from_dataset",87,"Ferro",2014,"3",0,"4 (1+2)",1,1,"narrow","Multidimensional Aptitude Battery-II (MAB-II,  Performance part only)","Specific",0,3,89.4,"USA","2","",NA,NA,9.5671947517804,0.118,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",88,0.1,0.00597621951219512,"from_dataset",88,"Baumgartner",2015,"4",0,"4(1+2+3)",1,NA,"narrow","Wonderlic Personnel Test","General",0,NA,63.03,"USA","1","",NA,NA,12.9356045200664,0.1,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",89,0.21,0.00557161469512195,"from_dataset",89,"Baumgartner",2015,"4",0,"4(1+2+3)",2,3,"","Wonderlic Personnel Test","General",0,NA,63.03,"USA","1","Simulation/video game",1,1,13.3970587664669,0.21,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",90,0.19,0.00329469223404255,"from_dataset",90,"Jundt",2009,"3",0,"3",2,3,"","SAT or ACT","ACT/SAT/GPA",0,3,45.2,"USA","1","Simulation/video game",1,1,17.4217819522219,0.19,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",91,0.31,0.00142340628919861,"from_dataset",91,"Schuelke",2009,"1",1,"3",2,3,"","Raven Advanced Progressive Matrices (APM)","Specific",0,2,100,"USA","1","Simulation/video game",1,1,26.5054730627523,0.31,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",92,0.07,0.00908462394495413,"from_dataset",92,"Upchurch",2013,"4",0,"4(1+3)",1,1,"broad","SAT","ACT/SAT/GPA",0,3,47.57,"USA","1","",NA,NA,10.4917159169034,0.07,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",93,0.1,0.00899174311926606,"from_dataset",93,"Upchurch",2013,"4",0,"4(1+3)",2,3,"","SAT","ACT/SAT/GPA",0,3,47.57,"USA","1","Simulation/video game",1,1,10.5457641504147,0.1,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",94,0.26,0.02349648,"from_dataset",94,"Kluge",2011,"1",1,"3",2,3,"","Wonderlic Personnel Test","General",1,3,97.37,"Germany","5, Azubis","Simulation/video game",1,1,6.52376933751418,0.26,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",95,-0.01,0.0270216218918919,"from_dataset",95,"Kluge",2011,"1",1,"3",2,3,"","Wonderlic Personnel Test","General",1,3,97.37,"Germany","5, Azubis","Simulation/video game",1,1,6.08337086738496,0.01,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",96,0.55,0.0030406640625,"from_dataset",96,"Carter",2010,"1",1,"3",2,3,"","Wonderlic Personnel Test","General",0,3,44.1,"USA","4","Other",1,1,18.1349256497111,0.55,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",97,0.52,0.003326976,"from_dataset",97,"Carter",2010,"1",1,"3",2,3,"","Wonderlic Personnel Test","General",0,3,44.1,"USA","4","Other",1,1,17.3370485754845,0.52,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",98,0.15,0.00500265052356021,"from_dataset",98,"Arthur",2007,"7",1,"3",2,3,"","Raven Advanced Progressive Matrices (APM)","Specific",1,3,78,"USA","1","Simulation/video game",1,1,14.1383887069926,0.15,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",99,0.045,0.0100601424305556,"from_dataset",99,"Grim",2010,"4",0,"4(1+2+3)",1,2,"narrow","Armed Services Vocational Aptitude Battery (ASVAB)","General",0,2,100,"USA","2","",NA,NA,9.97006375016025,0.045,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",100,-0.007,0.0101000202262727,"from_dataset",100,"Grim",2010,"4",0,"4(1+2+3)",1,1,"broad","Armed Services Vocational Aptitude Battery (ASVAB)","General",0,2,100,"USA","2","",NA,NA,9.95036193880121,0.007,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",101,0.019,0.0100937184880909,"from_dataset",101,"Grim",2010,"4",0,"4(1+2+3)",2,3,"","Armed Services Vocational Aptitude Battery (ASVAB)","General",0,2,100,"USA","2","SJT",1,1,9.95346757286001,0.019,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",102,0.17,0.0079246656302521,"from_dataset",102,"Hardy",2014,"1",1,"3",2,3,"","ACT +  Raven Advanced Progressive Matrices (APM)","",0,2,100,"USA","1","Simulation/video game",1,1,11.2333561061021,0.17,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",103,0.24,0.00493398755555556,"from_dataset",103,"Good",2013,"1",1,"3",2,3,"","Basic Word Vocabulary Test","Specific",0,3,55.8,"USA","1","Simulation/video game",1,1,14.2364260027576,0.24,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",104,0.45,0.00353336805555556,"from_dataset",104,"Good",2013,"1",1,"3",2,3,"","Card Rotations Test","Specific",0,3,55.8,"USA","1","Simulation/video game",1,1,16.8230819623809,0.45,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",105,0.15,0.00314311266447368,"from_dataset",105,"Hardy",2015,"3",0,"3",2,3,"","ACT/SAT + Raven Advanced Progressive Matrices","",0,2,100,"USA","1","Simulation/video game",1,1,17.8369266231844,0.15,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",106,0.33,0.00335046080168776,"from_dataset",106,"Webb",2016,"4",0,"3",2,3,"","ACT/SAT","ACT/SAT/GPA",0,3,36.6,"USA","1","Simulation/video game",1,1,17.276180359489,0.33,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",107,0.31,0.00151023144177449,"from_dataset",107,"Kozlowski",2006,"1",1,"3",2,3,"","ACT/SAT","ACT/SAT/GPA",1,3,42,"USA","1","Simulation/video game",1,1,25.7322786804138,0.31,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",108,0.43,0.00122807395563771,"from_dataset",108,"Kozlowski",2006,"1",1,"3",2,3,"","ACT/SAT","ACT/SAT/GPA",1,3,42,"USA","1","Simulation/video game",1,1,28.5356480176984,0.43,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",109,0.55,0.00330956632653061,"from_dataset",109,"Ely",2009,"3",0,"3",2,3,"","Wonderlic Personnel Test","General",0,3,43.24,"USA","1","Simulation/video game",1,1,17.3825887497952,0.55,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",110,0.04,0.0243122575609756,"from_dataset",110,"Pleban",2011,"7",1,"4(1+3)",1,1,"broad","Wonderlic Personnel Test","General",1,2,100,"USA","2","",NA,NA,6.41338565448002,0.04,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",111,-0.05,0.0242684451219512,"from_dataset",111,"Pleban",2011,"7",1,"4(1+3)",1,1,"broad","Wonderlic Personnel Test","General",1,2,100,"USA","2","",NA,NA,6.41917216785248,0.05,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",112,0.08,0.024079047804878,"from_dataset",112,"Pleban",2011,"7",1,"4(1+3)",1,1,"broad","Wonderlic Personnel Test","General",1,2,100,"USA","2","",NA,NA,6.44436819387365,0.08,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",113,0.34,0.03555288,"from_dataset",113,"Pleban",2011,"7",1,"4(1+3)",2,3,"","Wonderlic Personnel Test","General",1,2,100,"USA","2","Simulation/video game",1,1,5.30350040685598,0.34,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",114,0.517,0.00335540880950625,"from_dataset",114,"Campbell",2007,"3",0,"3",2,3,"","Wonderlic Personnel Test","General",0,3,44.1,"USA","4","Other",1,1,17.2634376182062,0.517,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",115,0.555,0.00299268375390625,"from_dataset",115,"Campbell",2007,"3",0,"3",2,3,"","Wonderlic Personnel Test","General",0,3,44.1,"USA","4","Other",1,1,18.2797220140518,0.555,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",116,0.23,0.00521510703488372,"from_dataset",116,"Young",2015,"4",0,"3",2,3,"","Wonderlic Personnel Test","General",0,NA,NA,"USA","1","Other",1,1,13.8474047604308,0.23,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",117,0.18,0.00544331255813954,"from_dataset",117,"Young",2015,"4",0,"3",2,3,"","Wonderlic Personnel Test","General",0,NA,NA,"USA","1","Other",1,1,13.5540275409301,0.18,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",118,0.12,0.0119926834567901,"from_dataset",118,"Holladay",2003,"1",1,"3",2,3,"","Wonderlic Personnel Test","General",0,3,43.9,"USA","1","Simulation/video game",1,1,9.13149350649352,0.12,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",119,-0.14,0.00514002224598931,"from_dataset",119,"Bhatia",2015,"4",0,"4(1+3)",1,1,"broad","ACT/SAT + GPA","ACT/SAT/GPA",0,3,23.72,"USA","1","",NA,NA,13.9481786323718,0.14,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",120,0.03,0.0053379722459893,"from_dataset",120,"Bhatia",2015,"4",0,"4(1+3)",2,3,"","ACT/SAT + GPA","ACT/SAT/GPA",0,3,23.72,"USA","1","SJT",1,1,13.6871127326367,0.03,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",121,0.07,0.00529531556149733,"from_dataset",121,"Bhatia",2015,"4",0,"4(1+3)",2,3,"","ACT/SAT + GPA","ACT/SAT/GPA",0,3,23.72,"USA","1","SJT",1,1,13.7421307719599,0.07,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",122,0,0.0053475935828877,"from_dataset",122,"Bhatia",2015,"4",0,"4(1+3)",2,3,"","ACT/SAT + GPA","ACT/SAT/GPA",0,3,23.72,"USA","1","SJT",1,1,13.6747943311773,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",123,-0.08,0.00527936342245989,"from_dataset",123,"Bhatia",2015,"4",0,"4(1+3)",2,3,"","ACT/SAT + GPA","ACT/SAT/GPA",0,3,23.72,"USA","1","SJT",1,1,13.7628767423282,0.08,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",124,-0.01,0.00534652411764706,"from_dataset",124,"Bhatia",2015,"4",0,"4(1+3)",2,3,"","ACT/SAT + GPA","ACT/SAT/GPA",0,3,23.72,"USA","1","SJT",1,1,13.6761619473721,0.01,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",125,0.123,3.1921637814816e-05,"from_dataset",125,"Btikofer ",2017,"8 (working paper)",0,"2",1,2,"broad","logical, mathematical skills test + spatial visualization ability test","Specific",1,2,100,"Norway","2","",NA,NA,176.993540641222,0.123,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",126,0.118,3.1999798518265e-05,"from_dataset",126,"Btikofer ",2017,"8 (working paper)",0,"2",1,2,"broad","Processing speed","Specific",1,2,100,"Norway","2","",NA,NA,176.777251819191,0.118,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",127,0.385,0.0226725203320312,"from_dataset",127,"Frank",2017,"1",1,"3",2,3,"","Wonderlic Personnel Test","General",1,3,69.7,"Germany","1","Simulation/video game",1,1,6.64125414515851,0.385,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",128,0.142,0.0300024558405,"from_dataset",128,"Frank",2017,"1",1,"3",2,3,"","Wilde Intelligence Test-2 (Memory)","Specific",1,3,69.7,"Germany","1","Simulation/video game",1,1,5.77326639304167,0.142,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",129,0.3,0.00600072463768116,"from_dataset",129,"Stasielowicz",2019,"1",1,"4(1+3)",2,3,"","Wilde-Intelligence-Test (reasoning)","Specific",0,3,17.27,"Germany","1","Other",1,1,12.9091649719459,0.3,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",130,0,0.0072463768115942,"from_dataset",130,"Stasielowicz",2019,"1",1,"4(1+3)",2,3,"","Wilde-Intelligence-Test (reasoning)","Specific",0,3,17.27,"Germany","1","Other",1,1,11.7473401244707,0,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",131,0.12,0.00703918376811594,"from_dataset",131,"Stasielowicz",2019,"1",1,"4(1+3)",2,3,"","Wilde-Intelligence-Test (reasoning)","Specific",0,3,17.27,"Germany","1","Other",1,1,11.918973340575,0.12,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",132,0.02,0.00724058086956522,"from_dataset",132,"Stasielowicz",2019,"1",1,"4(1+3)",1,1,"narrow","Wilde-Intelligence-Test (reasoning)","Specific",0,3,17.27,"Germany","1","",NA,NA,11.7520409408471,0.02,"CRAN",NA,NA,"CRAN"
"psymetadata_stasielowicz2020","psymetadata","stasielowicz2020","Studies on the importance of cognitive ability in performance adaptation",133,-0.08,0.00715392,"from_dataset",133,"Stasielowicz",2019,"1",1,"4(1+3)",1,1,"narrow","Wilde-Intelligence-Test (reasoning)","Specific",0,3,17.27,"Germany","1","",NA,NA,11.8230073716493,0.08,"CRAN",NA,NA,"CRAN"
