article,experiment,sample,id,pairing,yi,vi,ni,stimuli,condition,gen_difficulty,manip_type,present_style,word_status,memory_test,memory_type,gen_constraint,learning_type,stimuli_relation,gen_mode,gen_task,attention,pacing,filler_task,age_grp,retention_delay
114,2,1,390,196,0.5,0.0012752009952748016,25,20,generate,NA,within,mixed,words,cued recall,item,high,intentional,rhyme,verbal/speaking,word stem,full,timed,no,younger,immediate
114,2,1,391,196,0.39,9.95092156135151e-4,25,20,read,NA,within,mixed,words,cued recall,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,no,younger,immediate
114,2,1,392,197,0.56,0.0013267548420772262,25,20,generate,NA,within,mixed,words,recognition,item,high,intentional,rhyme,verbal/speaking,word stem,full,timed,no,younger,immediate
114,2,1,393,197,0.5,0.0012752009952748016,25,20,read,NA,within,mixed,words,recognition,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,no,younger,immediate
115,1a,1,394,198,0.43,3.5000000000000005e-4,14,48,generate,NA,between,pure,words,recognition,item,high,intentional,category,writing/typing,word stem,full,timed,yes,younger,long
115,1a,2,395,198,0.32,4.571428571428572e-4,14,48,read,NA,between,pure,words,recognition,item,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,long
115,1a,3,396,199,0.49,0.0014000000000000002,14,48,generate,NA,between,pure,words,recognition,item,high,intentional,category,writing/typing,word stem,full,timed,yes,younger,long
115,1a,4,397,199,0.42,0.0010285714285714286,14,48,read,NA,between,pure,words,recognition,item,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,long
115,1b,1,398,200,0.93,3.0625000000000004e-4,16,48,generate,NA,between,pure,words,cued recall,item,high,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,1b,2,399,200,0.79,0.0012250000000000002,16,48,read,NA,between,pure,words,cued recall,item,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,1b,3,400,201,0.97,5.625e-5,16,48,generate,NA,between,pure,words,cued recall,item,high,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,1b,4,401,201,0.75,0.0010562500000000001,16,48,read,NA,between,pure,words,cued recall,item,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,1c,1,402,202,0.36,9e-4,16,48,generate,NA,between,pure,words,free recall,item,high,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,1c,2,403,202,0.33,6.250000000000001e-4,16,48,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,1c,3,404,203,0.37,9e-4,16,48,generate,NA,between,pure,words,free recall,item,high,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,1c,4,405,203,0.49,0.00140625,16,48,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word stem,full,timed,yes,younger,immediate
115,2,1,406,204,0.35,4.2666666666666667e-4,15,48,generate,NA,between,pure,words,free recall,item,high,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,2,2,407,204,0.45,9.6e-4,15,48,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,2,3,408,205,0.34,6.666666666666668e-4,15,48,generate,NA,between,pure,words,free recall,item,high,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,2,4,409,205,0.34,4.2666666666666667e-4,15,48,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,2,1,410,206,0.88,4.2666666666666667e-4,15,48,generate,NA,between,pure,words,cued recall,item,high,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,2,2,411,206,0.78,0.001306666666666667,15,48,read,NA,between,pure,words,cued recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,2,3,412,207,0.87,4.2666666666666667e-4,15,48,generate,NA,between,pure,words,cued recall,item,high,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,2,4,413,207,0.69,0.001926666666666667,15,48,read,NA,between,pure,words,cued recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,3,1,414,208,0.35,9.181212765818433e-4,12,72,generate,NA,between,pure,words,free recall,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
115,3,2,415,208,0.47,0.0013020227607581337,12,72,read,NA,between,pure,words,free recall,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
115,3,1,416,209,0.63,0.0013628620930123045,12,72,generate,NA,between,pure,words,cued recall,item,high,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
115,3,2,417,209,0.51,0.001377609042669251,12,72,read,NA,between,pure,words,cued recall,item,NA,intentional,rhyme,writing/typing,word stem,full,timed,no,younger,immediate
115,4,1,418,210,0.46,0.0012948709229390065,14,48,generate,NA,between,pure,words,free recall,item,high,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,4,2,419,210,0.39,0.0010771513404974683,14,48,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,4,1,420,211,0.97,3.0903367564484027e-4,14,48,generate,NA,between,pure,words,cued recall,item,high,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
115,4,2,421,211,0.83,7.443523759760272e-4,14,48,read,NA,between,pure,words,cued recall,item,NA,intentional,category,writing/typing,word stem,full,timed,no,younger,immediate
116,1,1,422,212,0.58,7.295728045811159e-4,46,64,generate,NA,within,pure,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,1,1,423,212,0.68,6.461017089516399e-4,46,64,read,NA,within,pure,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,1,1,424,213,0.63,7.028563503383996e-4,46,64,generate,NA,within,mixed,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,1,1,425,213,0.63,7.028563503383996e-4,46,64,read,NA,within,mixed,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,2,1,426,214,0.55,0.0011249110724422652,24,64,generate,NA,within,pure,words,free recall,item,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,2,1,427,214,0.62,0.001096071609975956,24,64,read,NA,within,pure,words,free recall,item,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,2,1,428,215,0.58,0.001125049136132281,24,64,generate,NA,within,mixed,words,free recall,item,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,2,1,429,215,0.52,0.001105946171542962,24,64,read,NA,within,mixed,words,free recall,item,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,2,1,430,216,0.45,9.95394227339536e-4,24,64,generate,NA,within,pure,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,2,1,431,216,0.52,0.001105946171542962,24,64,read,NA,within,pure,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,2,1,432,217,0.5,0.00108327436100805,24,64,generate,NA,within,mixed,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,2,1,433,217,0.5,0.00108327436100805,24,64,read,NA,within,mixed,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,3,1,434,218,0.32,4.0727050297859497e-4,96,8,generate,NA,within,pure,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,3,1,435,218,0.44,6.17909814420225e-4,96,8,read,NA,within,pure,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,3,1,436,219,0.33,8.371346278125105e-4,96,4,generate,NA,within,mixed,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
116,3,1,437,219,0.32,8.002551280498559e-4,96,4,read,NA,within,mixed,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,immediate
118,2,1,438,220,0.49,0.0012001555663089995,22,35,generate,NA,within,pure,words,cued recall,item,medium,intentional,NA,verbal/speaking,anagram,full,timed,no,younger,long
118,2,1,439,220,0.48,0.0011822339294045312,22,35,read,NA,within,pure,words,cued recall,item,NA,intentional,NA,verbal/speaking,anagram,full,timed,no,younger,long
118,3,1,440,221,0.66,0.0012734156374913331,18,35,generate,NA,within,pure,words,cued recall,item,medium,intentional,NA,verbal/speaking,anagram,full,timed,no,younger,long
118,3,1,441,221,0.64,0.0013145645221038756,18,35,read,NA,within,pure,words,cued recall,item,NA,intentional,NA,verbal/speaking,anagram,full,timed,no,younger,long
118,4,1,442,222,0.62,0.0010299254330431269,30,35,generate,NA,within,mixed,words,cued recall,item,medium,intentional,NA,verbal/speaking,anagram,full,timed,no,younger,long
118,4,1,443,222,0.63,0.0010184419515916624,30,35,read,NA,within,mixed,words,cued recall,item,NA,intentional,NA,verbal/speaking,anagram,full,timed,no,younger,long
118,5,1,444,223,0.34,5.217414968645152e-4,42,35,generate,NA,within,mixed,words,cued recall,item,low,intentional,unrelated,verbal/speaking,anagram,full,timed,yes,younger,short
118,5,1,445,223,0.34,5.217414968645152e-4,42,35,read,NA,within,mixed,words,cued recall,item,NA,intentional,unrelated,verbal/speaking,anagram,full,timed,yes,younger,short
118,5,2,446,224,0.72,6.160569224527073e-4,47,35,generate,NA,within,mixed,words,cued recall,item,medium,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,short
118,5,2,447,224,0.75,5.599282215112707e-4,47,35,read,NA,within,mixed,words,cued recall,item,NA,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,short
118,6,1,448,225,0.84,5.330802669984071e-4,29,35,generate,NA,within,mixed,words,recognition,item,medium,intentional,NA,verbal/speaking,anagram,full,timed,no,younger,long
118,6,1,449,225,0.81,6.169838555943734e-4,29,35,read,NA,within,mixed,words,recognition,item,NA,intentional,NA,verbal/speaking,anagram,full,timed,no,younger,long
118,7,1,450,226,0.63,0.001162389397695398,24,35,generate,NA,within,mixed,words,recognition,item,low,intentional,NA,verbal/speaking,anagram,full,timed,no,younger,long
118,7,1,451,226,0.54,0.00120185908049044,24,35,read,NA,within,mixed,words,recognition,item,NA,intentional,NA,verbal/speaking,anagram,full,timed,no,younger,long
119,1,1,452,227,0.942,2.880196044654499e-4,32,24,generate,NA,within,mixed,words,recognition,item,medium,intentional,NA,writing/typing,word stem,full,timed,no,younger,immediate
119,1,1,453,227,0.795,6.646086109811596e-4,32,24,read,NA,within,mixed,words,recognition,item,NA,intentional,NA,writing/typing,word stem,full,timed,no,younger,immediate
124,1a,1,454,228,0.75,0.0011800390793187709,24,12,generate,NA,within,pure,words,free recall,item,low,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
124,1a,1,455,228,0.83,8.422101303324072e-4,24,12,read,NA,within,pure,words,free recall,item,NA,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
124,1a,1,456,229,0.67,0.001466362864077614,24,12,generate,NA,within,pure,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
124,1a,1,457,229,0.74,0.0012205074359664515,24,12,read,NA,within,pure,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
124,1a,1,458,230,0.49,0.0015413965001351464,24,12,generate,NA,within,pure,words,free recall,item,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1a,1,459,230,0.49,0.0015413965001351464,24,12,read,NA,within,pure,words,free recall,item,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1a,1,460,231,0.58,0.0016220602231532203,24,12,generate,NA,within,pure,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1a,1,461,231,0.63,0.0015626614935697015,24,12,read,NA,within,pure,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1a,1,462,232,0.47,0.001492902944780694,24,12,generate,NA,within,pure,words,free recall,item,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1a,1,463,232,0.39,0.0012187611676238075,24,12,read,NA,within,pure,words,free recall,item,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1a,1,464,233,0.52,0.001594518173646686,24,12,generate,NA,within,pure,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1a,1,465,233,0.73,0.00125999819966351,24,12,read,NA,within,pure,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1b,2,466,234,0.7,0.0013707906722155298,24,12,generate,NA,within,pure,words,free recall,item,low,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
124,1b,2,467,234,0.76,0.0011387746887663638,24,12,read,NA,within,pure,words,free recall,item,NA,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
124,1b,2,468,235,0.6,0.001607051458352443,24,12,generate,NA,within,pure,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
124,1b,2,469,235,0.7,0.0013707906722155298,24,12,read,NA,within,pure,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,no,younger,immediate
124,1b,2,470,236,0.59,0.0016160531915422186,24,12,generate,NA,within,pure,words,free recall,item,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1b,2,471,236,0.64,0.0015423426332919832,24,12,read,NA,within,pure,words,free recall,item,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1b,2,472,237,0.59,0.0016160531915422186,24,12,generate,NA,within,pure,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1b,2,473,237,0.64,0.0015423426332919832,24,12,read,NA,within,pure,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1b,2,474,238,0.58,0.0016220602231532203,24,12,generate,NA,within,pure,words,free recall,item,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1b,2,475,238,0.61,0.0015951053456154081,24,12,read,NA,within,pure,words,free recall,item,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1b,2,476,239,0.56,0.0016249723912615827,24,12,generate,NA,within,pure,words,NA,order,low,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
124,1b,2,477,239,0.72,0.0012983293494600442,24,12,read,NA,within,pure,words,NA,order,NA,intentional,NA,verbal/speaking,word fragment,full,timed,yes,younger,short
126,1,1,478,240,0.385,5.335555555555557e-4,18,20,generate,NA,between,pure,words,free recall,item,low,incidental,semantic,writing/typing,cue only,full,timed,yes,younger,immediate
126,1,2,479,240,0.448,0.001088888888888889,18,20,generate,NA,between,pure,words,free recall,item,medium,incidental,semantic,writing/typing,word stem,full,timed,yes,younger,immediate
126,1,3,480,240,0.41,0.0011044999999999998,18,20,read,NA,between,pure,words,free recall,item,NA,incidental,semantic,writing/typing,word stem,full,timed,yes,younger,immediate
126,1,1,481,241,0.638,0.0019845,18,20,generate,NA,between,pure,words,free recall,item,low,incidental,unrelated,writing/typing,cue only,full,timed,yes,younger,immediate
126,1,2,482,241,0.464,0.001120222222222222,18,20,generate,NA,between,pure,words,free recall,item,medium,incidental,unrelated,writing/typing,word stem,full,timed,yes,younger,immediate
126,1,3,483,241,0.384,8.405e-4,18,20,read,NA,between,pure,words,free recall,item,NA,incidental,unrelated,writing/typing,word stem,full,timed,yes,younger,immediate
126,2,1,484,242,0.95,1.6810000000000002e-4,10,20,generate,NA,between,pure,words,cued recall,item,low,incidental,semantic,writing/typing,cue only,full,timed,yes,younger,immediate
126,2,2,485,242,0.795,0.0013695125,20,20,read,NA,between,pure,words,cued recall,item,NA,incidental,semantic,writing/typing,cue only,full,timed,yes,younger,immediate
126,2,1,486,243,0.335,0.0043890249999999995,10,20,generate,NA,between,pure,words,cued recall,item,low,incidental,unrelated,writing/typing,cue only,full,timed,yes,younger,immediate
126,2,2,487,243,0.3275,0.00496125,20,20,read,NA,between,pure,words,cued recall,item,NA,incidental,unrelated,writing/typing,cue only,full,timed,yes,younger,immediate
126,4,1,488,244,0.258,3.206011002734836e-4,51,24,generate,NA,between,pure,words,free recall,item,medium,incidental,semantic,writing/typing,word fragment,full,timed,yes,younger,immediate
126,4,2,489,244,0.252,3.096020415742473e-4,51,24,read,NA,between,pure,words,free recall,item,NA,incidental,semantic,writing/typing,word fragment,full,timed,yes,younger,immediate
126,4,1,490,245,0.348,4.991080375510489e-4,51,24,generate,NA,between,pure,words,free recall,item,medium,incidental,unrelated,writing/typing,word fragment,full,timed,yes,younger,immediate
126,4,2,491,245,0.22,2.540924083023438e-4,51,24,read,NA,between,pure,words,free recall,item,NA,incidental,unrelated,writing/typing,word fragment,full,timed,yes,younger,immediate
126,4,1,492,246,0.393,5.882575959493633e-4,51,24,generate,NA,between,pure,words,free recall,item,medium,incidental,unrelated,writing/typing,word fragment,full,timed,yes,younger,immediate
126,4,2,493,246,0.364,5.314487221911386e-4,51,24,read,NA,between,pure,words,free recall,item,NA,incidental,unrelated,writing/typing,word fragment,full,timed,yes,younger,immediate
126,5,1,494,247,0.305,6.025338259091684e-4,30,24,generate,NA,between,pure,words,free recall,item,medium,intentional,category,writing/typing,word fragment,full,timed,no,younger,immediate
126,5,2,495,247,0.268,4.8622420652735327e-4,31,24,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word fragment,full,timed,no,younger,immediate
126,5,1,496,248,0.348,7.304550026054692e-4,30,24,generate,NA,between,pure,words,free recall,item,medium,intentional,category,writing/typing,word fragment,full,timed,no,younger,immediate
126,5,2,497,248,0.292,5.528331513402218e-4,31,24,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word fragment,full,timed,no,younger,immediate
126,5,1,498,249,0.445,9.928852799977214e-4,30,24,generate,NA,between,pure,words,free recall,item,medium,intentional,category,writing/typing,word fragment,full,timed,no,younger,immediate
126,5,2,499,249,0.301,5.784869182584939e-4,31,24,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word fragment,full,timed,no,younger,immediate
129,1,1,500,250,0.33,7.999858402214803e-4,20,32,generate,NA,within,mixed,words,free recall,item,high,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
129,1,1,501,250,0.19,3.589409036895594e-4,20,32,read,NA,within,mixed,words,free recall,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
129,2,1,502,251,0.22,2.0784344539424764e-4,64,26,generate,NA,between,pure,words,free recall,item,high,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
129,2,2,503,251,0.23,2.2153819949897408e-4,64,26,read,NA,between,pure,words,free recall,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
129,2,3,504,252,0.25,3.1527108626726834e-4,48,26,generate,NA,within,mixed,words,free recall,item,high,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
129,2,3,505,252,0.17,1.8501685569380865e-4,48,26,read,NA,within,mixed,words,free recall,item,NA,intentional,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
129,3,1,506,253,0.3,0.0010075768315334515,20,10,generate,NA,within,mixed,words,free recall,item,low,incidental,NA,verbal/speaking,word fragment,divided,timed,no,younger,immediate
129,3,1,507,253,0.17,4.504094577380424e-4,20,10,read,NA,within,mixed,words,free recall,item,NA,incidental,NA,verbal/speaking,word fragment,divided,timed,no,younger,immediate
129,4,1,508,254,0.08,1.5713611851666154e-4,19,26,generate,NA,between,pure,words,free recall,item,high,intentional,rhyme,verbal/speaking,word stem,divided,timed,yes,younger,immediate
129,4,2,509,254,0.06,1.3049700839869985e-4,19,26,read,NA,between,pure,words,free recall,item,NA,intentional,rhyme,verbal/speaking,word stem,divided,timed,yes,younger,immediate
129,4,3,510,255,0.12,2.3752867656485268e-4,16,26,generate,NA,within,mixed,words,free recall,item,high,intentional,rhyme,verbal/speaking,word stem,divided,timed,yes,younger,immediate
129,4,3,511,255,0.04,1.1469131840899549e-4,16,26,read,NA,within,mixed,words,free recall,item,NA,intentional,rhyme,verbal/speaking,word stem,divided,timed,yes,younger,immediate
139,1,1,512,256,0.33,5.600000000000001e-4,35,8,generate,NA,within,pure,words,cued recall,item,medium,incidental,semantic,verbal/speaking,word stem,full,timed,yes,younger,immediate
139,1,1,513,256,0.29,0.0010314285714285714,35,8,generate,NA,within,pure,words,cued recall,item,medium,incidental,semantic,verbal/speaking,word stem,full,timed,yes,younger,immediate
139,1,1,514,256,0.29,0.0017857142857142857,35,8,generate,NA,within,pure,words,cued recall,item,medium,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
139,1,1,515,256,0.07,2.857142857142858e-4,35,8,read,NA,within,pure,words,cued recall,item,NA,incidental,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
140,1,1,516,257,0.88,4.2918717596068746e-4,30,30,generate,NA,within,mixed,words,recognition,item,low,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
140,1,1,517,257,0.74,8.161817254572692e-4,30,30,read,NA,within,mixed,words,recognition,item,NA,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
140,1,1,518,258,0.68,9.606068166449208e-4,30,30,generate,NA,within,mixed,words,recognition,source,low,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
140,1,1,519,258,0.8,6.48193179654146e-4,30,30,read,NA,within,mixed,words,recognition,source,NA,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
147,1,1,520,259,0.59,0.0015403857927160961,37,8,generate,NA,within,mixed,words,cued recall,item,medium,incidental,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
147,1,1,521,259,0.331,9.262084524760981e-4,37,8,read,NA,within,mixed,words,cued recall,item,NA,incidental,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
147,1,2,522,260,0.24,6.092455359212713e-4,34,8,generate,NA,within,mixed,words,free recall,item,medium,incidental,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
147,1,2,523,260,0.07,1.6472238391888967e-4,34,8,read,NA,within,mixed,words,free recall,item,NA,incidental,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
147,2,1,524,261,0.6,0.0014359485026679251,24,16,generate,NA,between,pure,words,cued recall,item,medium,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
147,2,2,525,261,0.38,0.0010528054337551245,24,16,read,NA,between,pure,words,cued recall,item,NA,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
147,2,3,526,262,0.241,5.419408378159228e-4,24,16,generate,NA,between,pure,words,free recall,item,medium,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
147,2,4,527,262,0.168,3.307215602004615e-4,24,16,read,NA,between,pure,words,free recall,item,NA,intentional,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
150,1,1,528,263,0.38,9.434327362296754e-4,30,15,generate,NA,within,mixed,words,recognition,item,high,incidental,NA,covert/thinking,anagram,full,timed,yes,younger,short
150,1,1,529,263,0.28,6.06897370774897e-4,30,15,read,NA,within,mixed,words,recognition,item,NA,incidental,NA,covert/thinking,anagram,full,timed,yes,younger,short
150,1,2,530,264,0.5,0.0012505638033580698,30,15,generate,NA,within,mixed,words,cued recall,item,high,incidental,NA,covert/thinking,anagram,full,timed,yes,younger,short
150,1,2,531,264,0.38,9.434327362296754e-4,30,15,read,NA,within,mixed,words,cued recall,item,NA,incidental,NA,covert/thinking,anagram,full,timed,yes,younger,short
155,1,1,532,265,0.23,4.633364841985635e-4,19,40,generate,NA,between,pure,words,free recall,item,medium,intentional,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,1,2,533,265,0.33,7.910782124007009e-4,19,40,read,NA,between,pure,words,free recall,item,NA,intentional,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,1,1,534,266,0.04,1.0001746808387585e-4,19,40,generate,NA,between,pure,words,NA,order,medium,intentional,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,1,2,535,266,0.1,1.7462332480831607e-4,19,40,read,NA,between,pure,words,NA,order,NA,intentional,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,2a,1,536,267,0.52,6.23076923076923e-4,52,32,generate,NA,between,pure,words,free recall,item,medium,intentional,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,2a,2,537,267,0.63,4.923076923076923e-4,52,32,read,NA,between,pure,words,free recall,item,NA,intentional,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,2a,3,538,268,0.44,4.3269230769230765e-4,52,32,generate,NA,between,pure,words,free recall,item,medium,intentional,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,2a,4,539,268,0.45,5.557692307692309e-4,52,32,read,NA,between,pure,words,free recall,item,NA,intentional,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,2b,1,540,269,0.1,3.2e-4,20,32,generate,NA,between,pure,words,NA,order,medium,intentional,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,2b,2,541,269,0.21,6.05e-4,20,32,read,NA,between,pure,words,NA,order,NA,intentional,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,2b,3,542,270,0.11,1.7999999999999998e-4,20,32,generate,NA,between,pure,words,NA,order,medium,intentional,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,2b,4,543,270,0.21,7.199999999999999e-4,20,32,read,NA,between,pure,words,NA,order,NA,intentional,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,3a,1,544,271,0.3,2.7222222222222226e-4,18,32,generate,NA,between,pure,words,free recall,item,medium,incidental,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,3a,2,545,271,0.2,5.555555555555557e-4,18,32,read,NA,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,3b,1,546,272,0.05,1.3888888888888892e-4,18,32,generate,NA,between,pure,words,NA,order,medium,incidental,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
155,3b,2,547,272,0.11,2.7222222222222226e-4,18,32,read,NA,between,pure,words,NA,order,NA,incidental,NA,verbal/speaking,letter transposition,full,timed,yes,younger,immediate
160,1,1,548,273,0.72,0.0012711024306190496,20,16,generate,NA,between,pure,words,cued recall,item,medium,intentional,category,writing/typing,word fragment,full,timed,yes,younger,immediate
160,1,2,549,273,0.78,0.0010324586732982169,20,16,read,NA,between,pure,words,cued recall,item,NA,intentional,category,writing/typing,word fragment,full,timed,yes,younger,immediate
160,1,3,550,274,0.37,0.0011131164304826746,20,16,generate,NA,between,pure,words,free recall,item,medium,intentional,category,writing/typing,word fragment,full,timed,yes,younger,immediate
160,1,4,551,274,0.26,6.64271087603971e-4,20,16,read,NA,between,pure,words,free recall,item,NA,intentional,category,writing/typing,word fragment,full,timed,yes,younger,immediate
160,2,1,552,275,0.79,9.907645483481426e-4,20,16,generate,NA,between,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,immediate
160,2,2,553,275,0.69,0.0013751121862594046,20,16,read,NA,between,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,immediate
160,2,3,554,276,0.31,8.639138778492293e-4,20,16,generate,NA,between,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,immediate
160,2,4,555,276,0.3,8.227625585167415e-4,20,16,read,NA,between,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,immediate
