"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","ni","type","struct","precision","abs_yi","source","repo","branch","repo_license"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",119,0.388423099718296,0.0256410256410256,"ZCOR",42,"j","s",6.2449979983984,0.388423099718296,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",120,0.171666663500579,0.00518134715025907,"ZCOR",196,"j","s",13.8924439894498,0.171666663500579,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",121,0.192337169219545,0.024390243902439,"ZCOR",44,"j","s",6.40312423743285,0.192337169219545,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",122,0.331647108705132,0.0227272727272727,"ZCOR",47,"s","s",6.6332495807108,0.331647108705132,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",123,0.342828254415394,0.0294117647058824,"ZCOR",37,NA,NA,5.8309518948453,0.342828254415394,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",124,0.244774112659353,0.111111111111111,"ZCOR",12,"j","s",3,0.244774112659353,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",125,0.0902441878561468,0.000554323725055432,"ZCOR",1807,NA,NA,42.4735211631906,0.0902441878561468,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",126,0.37688590118819,0.0142857142857143,"ZCOR",73,"j","s",8.36660026534076,0.37688590118819,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",127,0.266108406873654,0.0142857142857143,"ZCOR",73,"s","s",8.36660026534076,0.266108406873654,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",128,0.447692023527421,0.0149253731343284,"ZCOR",70,"j","s",8.18535277187245,0.447692023527421,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",129,0.725005087752999,0.037037037037037,"ZCOR",30,"j","s",5.19615242270663,0.725005087752999,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",130,1.33307962969652,0.0175438596491228,"ZCOR",60,"j","s",7.54983443527075,1.33307962969652,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",131,-0.0701146706543251,0.0285714285714286,"ZCOR",38,"j","s",5.91607978309962,0.0701146706543251,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",132,0.775298706205584,0.111111111111111,"ZCOR",12,"j","s",3,0.775298706205584,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",133,0.171666663500579,0.0333333333333333,"ZCOR",33,"j","u",5.47722557505166,0.171666663500579,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",134,0.309519604203112,0.0333333333333333,"ZCOR",33,"j","u",5.47722557505166,0.309519604203112,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",135,0.484700278594052,0.04,"ZCOR",28,"s","s",5,0.484700278594052,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",136,0.244774112659353,0.0208333333333333,"ZCOR",51,"p","u",6.92820323027551,0.244774112659353,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",137,0.0200026673068496,0.0217391304347826,"ZCOR",49,"p","u",6.78232998312527,0.0200026673068496,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",138,0.234189466759367,0.0062111801242236,"ZCOR",164,"j","s",12.6885775404495,0.234189466759367,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",139,0.171666663500579,0.00520833333333333,"ZCOR",195,"j","s",13.856406460551,0.171666663500579,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",140,0.331647108705132,0.00617283950617284,"ZCOR",165,"j","s",12.7279220613579,0.331647108705132,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",141,0.37688590118819,0.027027027027027,"ZCOR",40,"j","s",6.08276253029822,0.37688590118819,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",142,0.0902441878561468,0.0103092783505155,"ZCOR",100,"p","s",9.84885780179611,0.0902441878561468,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",143,0.130739850028878,0.000238549618320611,"ZCOR",4195,"j","u",64.7456562249546,0.130739850028878,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",144,0.298566263660178,0.00568181818181818,"ZCOR",179,"j","s",13.2664991614216,0.298566263660178,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",145,0.536060336610567,0.0140845070422535,"ZCOR",74,"j","s",8.42614977317636,0.536060336610567,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",146,0.423648930193602,0.00934579439252336,"ZCOR",110,"j","s",10.3440804327886,0.423648930193602,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",147,0.234189466759367,0.0357142857142857,"ZCOR",31,"j","s",5.29150262212918,0.234189466759367,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",148,0.320545409301946,0.0149253731343284,"ZCOR",70,"j","s",8.18535277187245,0.320545409301946,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",149,0.497311287572031,0.0555555555555556,"ZCOR",21,"j","s",4.24264068711928,0.497311287572031,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",150,-0.120581028408444,0.0384615384615385,"ZCOR",29,"j","s",5.09901951359278,0.120581028408444,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",151,0.223656109021832,0.0208333333333333,"ZCOR",51,"j","u",6.92820323027551,0.223656109021832,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",152,0.677666067757962,0.0208333333333333,"ZCOR",51,"j","s",6.92820323027551,0.677666067757962,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",153,0.21317134656486,0.027027027027027,"ZCOR",40,"j","s",6.08276253029822,0.21317134656486,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",154,0.0200026673068496,0.027027027027027,"ZCOR",40,"j","s",6.08276253029822,0.0200026673068496,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",155,-0.0300090048631265,0.00793650793650794,"ZCOR",129,"j","s",11.2249721603218,0.0300090048631265,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",156,0.287682072451781,0.00518134715025907,"ZCOR",196,"j","s",13.8924439894498,0.287682072451781,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",157,-0.0400213538367682,0.0357142857142857,"ZCOR",31,"j","s",5.29150262212918,0.0400213538367682,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",158,0.192337169219545,0.00203665987780041,"ZCOR",494,"j","u",22.1585198061603,0.192337169219545,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",159,0.234189466759367,0.0102040816326531,"ZCOR",101,"j","s",9.89949493661167,0.234189466759367,"CRAN",NA,NA,"CRAN"
"metadat_dat.mcdaniel1994","metadat","dat.mcdaniel1994","Studies on the Validity of Employment Interviews",160,0.309519604203112,0.00581395348837209,"ZCOR",175,"j","s",13.114877048604,0.309519604203112,"CRAN",NA,NA,"CRAN"
