studyID,siteID,serviceType,samplingYear,plantingType,fieldDist,flowerstripPlantSpecRich,flowerstripAge,propSemiNatural,propArable,ES
entl01,entl01.4,pest control,2005,flowerstrip,30,24,NA,24.55852732,41.7982747,0.160907262458231
entl01,entl01.5,pest control,2005,control,3,NA,NA,42.06233091,45.70258105,0.0285776565643967
entl01,entl01.5,pest control,2005,control,30,NA,NA,38.20790214,45.70258105,1.69388946566549
entl01,entl01.5,pest control,2005,flowerstrip,3,24,NA,42.06233091,42.63853882,0.542735807526137
entl01,entl01.5,pest control,2005,flowerstrip,30,24,NA,38.20790214,42.63853882,-0.122564504327616
entl01,entl01.6,pest control,2005,control,3,NA,NA,20.92275451,43.85242735,-0.0772574189213988
entl01,entl01.6,pest control,2005,control,30,NA,NA,23.88922825,43.85242735,-0.0342480705063891
entl01,entl01.6,pest control,2005,flowerstrip,3,24,NA,20.92275451,43.10353941,-0.7419936988197379
entl01,entl01.6,pest control,2005,flowerstrip,30,24,NA,23.88922825,43.10353941,0.131052041649182
entl01,entl01.7,pest control,2005,control,3,NA,NA,33.46990667,42.00320221,-0.7312780071550671
entl01,entl01.7,pest control,2005,control,30,NA,NA,34.97420685,42.00320221,-0.90958886417249
entl01,entl01.7,pest control,2005,flowerstrip,3,24,NA,34.97420685,43.07612082,-1.11604327071198
entl01,entl01.7,pest control,2005,flowerstrip,30,24,NA,33.46990667,43.07612082,-0.639604233836921
entl01,entl01.8,pest control,2005,control,3,NA,NA,41.60075604,34.52095085,-0.972941911024437
entl01,entl01.8,pest control,2005,control,30,NA,NA,41.60075604,34.52095085,2.5133547816291
entl01,entl01.8,pest control,2005,flowerstrip,3,24,NA,40.93769085,36.96836044,0.147891603636566
entl01,entl01.8,pest control,2005,flowerstrip,30,24,NA,40.93769085,36.96836044,-0.979911113146212
entl01,entl01.9,pest control,2005,control,3,NA,NA,28.31745916,49.01828635,1.99826229730911
entl01,entl01.9,pest control,2005,control,30,NA,NA,28.31745916,49.01828635,-0.269225247302272
entl01,entl01.9,pest control,2005,flowerstrip,3,24,NA,28.50496327,48.83016393,1.40158684187013
entl01,entl01.9,pest control,2005,flowerstrip,30,24,NA,28.50496327,48.83016393,0.120610977777831
felt01,felt01.BRU,pollination,2013,flowerstrip,20,NA,14,11,NA,0.409629845310973
felt01,felt01.BRU1,pollination,2013,control,20,NA,NA,11,NA,-1.45232399701163
felt01,felt01.CRA,pollination,2013,flowerstrip,20,NA,3,17,NA,-0.707542460082589
felt01,felt01.CRA1,pollination,2013,control,20,NA,NA,17,NA,-1.07993322854711
felt01,felt01.EMC,pollination,2013,flowerstrip,20,NA,14,NA,NA,1.52680215070453
felt01,felt01.EMC1,pollination,2013,control,20,NA,NA,NA,NA,-0.335151691618069
felt01,felt01.GCR,pollination,2013,flowerstrip,20,NA,14,NA,NA,1.52680215070453
felt01,felt01.GCR1,pollination,2013,control,20,NA,NA,NA,NA,-0.335151691618069
felt01,felt01.MCL,pollination,2013,flowerstrip,20,NA,14,5,NA,0.0372390768464519
felt01,felt01.MCL1,pollination,2013,control,20,NA,NA,5,NA,0.409629845310973
gans02,gans02.AG,pollination,2016,flowerstrip,2,7,1.5,NA,NA,0.630952202667333
gans02,gans02.AG,pollination,2016,flowerstrip,50,7,1.5,NA,NA,0.0628636105894517
gans02,gans02.AG,pollination,2017,flowerstrip,2,7,13.5,NA,NA,-0.43889082626346
gans02,gans02.AG,pollination,2017,flowerstrip,50,7,13.5,NA,NA,-0.643039942288447
gans02,gans02.DBH,pollination,2017,control,2,NA,NA,NA,NA,-0.8735560212279431
gans02,gans02.DBH,pollination,2017,control,40,NA,NA,NA,NA,1.08306951120119
gans02,gans02.HL,pollination,2016,flowerstrip,2,4,7.5,8.3,52.51,1.1084758546285
gans02,gans02.HL,pollination,2017,flowerstrip,2,4,7.5,8.3,52.51,-0.836977032286549
gans02,gans02.HL,pollination,2017,flowerstrip,45,4,7.5,8.3,52.51,-1.29570136930786
gans02,gans02.HR,pollination,2017,control,2,NA,NA,NA,NA,-0.574687913359904
gans02,gans02.HR,pollination,2017,control,60,NA,NA,NA,NA,-0.161951622861438
gans02,gans02.HR,pollination,2017,control,80,NA,NA,NA,NA,-0.607796372047109
gans02,gans02.HS,pollination,2016,flowerstrip,40,3,7.5,3.74,84.28,-0.0435698648479222
gans02,gans02.HS,pollination,2017,control,2,NA,NA,NA,NA,-0.521451321973457
gans02,gans02.MM,pollination,2017,flowerstrip,2,2.67,7.5,20.84,73.81,-0.218316334122643
gans02,gans02.MM,pollination,2017,flowerstrip,40,2.67,7.5,20.84,73.81,-1.37296615480388
gans02,gans02.MW,pollination,2016,control,2,NA,NA,9.34,55.18,1.77792618333553
gans02,gans02.MW,pollination,2016,control,35,NA,NA,9.34,55.18,2.32871756725252
gans02,gans02.MZ,pollination,2016,control,2,NA,NA,NA,NA,1.34580244442821
gans02,gans02.MZ,pollination,2016,control,60,NA,NA,NA,NA,0.748753899109291
gans02,gans02.MZ,pollination,2017,control,2,NA,NA,NA,NA,-0.98790687403342
gans02,gans02.MZ,pollination,2017,control,85,NA,NA,NA,NA,-1.19061714036806
gans02,gans02.PN,pollination,2016,flowerstrip,2,2,1.5,29.65,36.17,1.38762012059015
gans02,gans02.PN,pollination,2016,flowerstrip,80,2,1.5,29.65,36.17,-0.678033746017553
gans02,gans02.PN,pollination,2017,control,2,NA,NA,22.45,51.61,-0.950082178016485
gans02,gans02.PN,pollination,2017,control,85,NA,NA,22.45,51.61,-0.628911629039323
gans02,gans02.PN1,pollination,2017,flowerstrip,2,9,13.5,22.45,51.61,-1.28134801541149
gans02,gans02.PN2,pollination,2017,flowerstrip,40,9,13.5,9.88,73.76,-0.821145977036851
gans02,gans02.SH,pollination,2016,control,2,NA,NA,NA,NA,0.468140779839017
gans02,gans02.SH,pollination,2016,control,60,NA,NA,NA,NA,0.465748637133769
gans02,gans02.SH,pollination,2017,control,2,NA,NA,NA,NA,-0.696745652199705
gans02,gans02.SH,pollination,2017,control,80,NA,NA,NA,NA,-0.309298575321523
gans02,gans02.THK,pollination,2017,flowerstrip,2,6,13.5,29.47,58.47,-0.233636117558157
gans02,gans02.THK,pollination,2017,flowerstrip,60,6,13.5,29.47,58.47,-0.926721353973723
gans02,gans02.TR,pollination,2016,flowerstrip,45,8,1.5,22.45,46,1.22628842707447
gans02,gans02.TR,pollination,2017,flowerstrip,2,8,13.5,NA,NA,0.343243202207507
gans02,gans02.TR,pollination,2017,flowerstrip,45,8,13.5,NA,NA,0.984590100922233
gans02,gans02.UT,pollination,2017,flowerstrip,2,7,13.5,49.5,27.57,-1.32418982997575
gans02,gans02.UT,pollination,2017,flowerstrip,55,7,13.5,49.5,27.57,-1.17769006322571
gans02,gans02.UW,pollination,2016,flowerstrip,2,6,1.5,44.28,49.72,1.16022947096545
gans02,gans02.UW,pollination,2017,flowerstrip,2,6,1.5,44.28,49.72,-0.266259543621071
gans02,gans02.UW,pollination,2017,flowerstrip,2,6,7.5,44.28,49.72,-0.182975842600221
gans02,gans02.UW,pollination,2017,flowerstrip,60,6,1.5,44.28,49.72,-1.09293396796467
gard01,gard01.BA,pest control,2011,control,4.5,NA,NA,31.1018,45.5331,0.148320385175046
gard01,gard01.BA,pest control,2012,flowerstrip,4.5,NA,11,29.51028652,52.43081695,0.705844976250887
gard01,gard01.BA,pollination,2011,control,4.5,NA,NA,31.1018,45.5331,-1.31481178620762
gard01,gard01.BA,pollination,2012,flowerstrip,4.5,NA,11,29.51028652,52.43081695,-0.987737974333069
gard01,gard01.FN,pest control,2011,control,4.5,NA,NA,47.4094,37.5867,0.240044018492909
gard01,gard01.FN,pest control,2012,control,4.5,NA,NA,56.16098903,18.4858735,2.73660493971317
gard01,gard01.FN,pollination,2011,control,4.5,NA,NA,47.4094,37.5867,NA
gard01,gard01.FN,pollination,2012,control,4.5,NA,NA,56.16098903,18.4858735,1.27612709056125
gard01,gard01.FW,pest control,2011,control,4.5,NA,NA,31.07115,38.5468,0.00887934015952275
gard01,gard01.FW,pest control,2012,flowerstrip,4.5,25,23,28.93060045,33.78024088,-0.542893869809378
gard01,gard01.FW,pollination,2011,control,4.5,NA,NA,31.07115,38.5468,-1.12062151007788
gard01,gard01.FW,pollination,2012,flowerstrip,4.5,25,23,28.93060045,33.78024088,0.90213133504098
gard01,gard01.JB,pest control,2011,flowerstrip,4.5,25,11,14.79001,79.9733,-0.55826305504933
gard01,gard01.JB,pest control,2012,flowerstrip,4.5,25,11,14.082607625,76.278070935,-0.582187770456113
gard01,gard01.JB,pest control,2012,flowerstrip,4.5,25,23,14.082607625,76.278070935,-0.556372009950747
gard01,gard01.JB,pollination,2011,flowerstrip,4.5,25,11,14.79001,79.9733,-0.711420857274824
gard01,gard01.JB,pollination,2012,flowerstrip,4.5,25,11,14.082607625,76.278070935,0.824018341874963
gard01,gard01.JB,pollination,2012,flowerstrip,4.5,25,23,14.082607625,76.278070935,-0.116468844834542
gard01,gard01.KG,pest control,2011,control,4.5,NA,NA,40.41642,40.085,3.8578834470399905
gard01,gard01.KG,pest control,2012,control,4.5,NA,NA,43.84845548,43.55564404,-0.318029539331523
gard01,gard01.KG,pollination,2011,control,4.5,NA,NA,40.41642,40.085,-0.129130019479255
gard01,gard01.KG,pollination,2012,control,4.5,NA,NA,43.84845548,43.55564404,0.302431802094821
gard01,gard01.MK,pest control,2012,flowerstrip,4.5,25,23,52.19674814,36.68108504,-0.0105274031943541
gard01,gard01.MK,pollination,2012,flowerstrip,4.5,25,23,52.19674814,36.68108504,NA
gard01,gard01.PK,pest control,2011,control,4.5,NA,NA,56.24802,15.0172,-0.365119751732908
gard01,gard01.PK,pest control,2012,flowerstrip,4.5,13,11,54.59053841,20.617095,-0.498491198109768
gard01,gard01.PK,pest control,2012,flowerstrip,4.5,13,23,54.59053841,20.617095,-0.421662855923228
gard01,gard01.PK,pollination,2011,control,4.5,NA,NA,56.24802,15.0172,NA
gard01,gard01.PK,pollination,2012,flowerstrip,4.5,13,11,54.59053841,20.617095,0.560061226970698
gard01,gard01.PK,pollination,2012,flowerstrip,4.5,13,23,54.59053841,20.617095,2.05959900962874
gard01,gard01.RC,pest control,2011,control,4.5,NA,NA,59.6808,22.3241,-0.166260529181132
gard01,gard01.RC,pollination,2011,control,4.5,NA,NA,59.6808,22.3241,-0.383921459697927
gard01,gard01.RC,pollination,2012,control,4.5,NA,NA,57.17125733,22.6393947,1.9386504038361
gard01,gard01.RT,pest control,2012,flowerstrip,4.5,NA,11,43.96134683,30.55399721,-0.145496112393319
gard01,gard01.RT,pollination,2012,flowerstrip,4.5,NA,11,43.96134683,30.55399721,0.464235785380497
gard01,gard01.SC,pest control,2012,flowerstrip,4.5,NA,11,8.683729083,86.33662744,-0.608086802900984
gard01,gard01.SC,pollination,2012,flowerstrip,4.5,NA,11,8.683729083,86.33662744,-0.0289773841317611
gard01,gard01.ST,pest control,2011,control,4.5,NA,NA,54.4408,32.957,-0.261965613943498
gard01,gard01.ST,pest control,2012,control,4.5,NA,NA,61.22350714,23.74158879,-0.311233911991137
gard01,gard01.ST,pollination,2011,control,4.5,NA,NA,54.4408,32.957,-0.695315798328255
gard01,gard01.ST,pollination,2012,control,4.5,NA,NA,61.22350714,23.74158879,1.59608242158293
gard01,gard01.TG,pest control,2011,flowerstrip,4.5,25,11,22.8911,50.7505,0.469130624959517
gard01,gard01.TG,pest control,2012,flowerstrip,4.5,25,11,29.188253495,57.44443738,-0.103967278822676
gard01,gard01.TG,pest control,2012,flowerstrip,4.5,25,23,29.188253495,57.44443738,-0.338416421285736
gard01,gard01.TG,pollination,2011,flowerstrip,4.5,25,11,22.8911,50.7505,-1.02419274962589
gard01,gard01.TG,pollination,2012,flowerstrip,4.5,25,11,29.188253495,57.44443738,-0.656940287563012
gard01,gard01.TG,pollination,2012,flowerstrip,4.5,25,23,29.188253495,57.44443738,-0.530942653817952
gard01,gard01.TP,pest control,2011,control,4.5,NA,NA,45.3989,38.8835,-0.275109787803631
gard01,gard01.TP,pollination,2011,control,4.5,NA,NA,45.3989,38.8835,-1.31081352053035
gard01,gard01.WE,pest control,2011,control,4.5,NA,NA,11.6629,84.1849,-0.48427720557630294
gard01,gard01.WE,pest control,2012,control,4.5,NA,NA,21.39953446,72.44147906,-0.619585501558322
gard01,gard01.WE,pollination,2011,control,4.5,NA,NA,11.6629,84.1849,NA
gard01,gard01.WE,pollination,2012,control,4.5,NA,NA,21.39953446,72.44147906,-0.906035857597387
gard01,gard01.WY,pest control,2011,control,4.5,NA,NA,59.286,6.4835,-0.422830854351404
gard01,gard01.WY,pest control,2012,control,4.5,NA,NA,54.66549675,6.885719658,-0.575930258425555
gard01,gard01.WY,pollination,2011,control,4.5,NA,NA,59.286,6.4835,-0.377443877313906
gard01,gard01.WY,pollination,2012,control,4.5,NA,NA,54.66549675,6.885719658,0.37143716384266
groo01,groo01.1,pest control,2014,control,NA,NA,NA,22,NA,-2.06284324402465
groo01,groo01.1,pest control,2014,flowerstrip,NA,NA,24,18,NA,0.866311261891128
groo01,groo01.2,pest control,2014,control,NA,NA,NA,10,NA,1.12606647279309
groo01,groo01.2,pest control,2014,flowerstrip,NA,NA,24,31,NA,0.8442044354313861
groo01,groo01.3,pest control,2014,control,NA,NA,NA,17,NA,-1.3996384502324
groo01,groo01.3,pest control,2014,flowerstrip,NA,NA,24,16,NA,-0.0898089824927005
groo01,groo01.4,pest control,2014,control,NA,NA,NA,14,NA,0.755777129592419
groo01,groo01.4,pest control,2014,flowerstrip,NA,NA,24,13,NA,0.777883956052161
groo01,groo01.5,pest control,2014,control,NA,NA,NA,15,NA,-1.04040252026159
groo01,groo01.5,pest control,2014,flowerstrip,NA,NA,24,18,NA,0.0759922159553623
groo01,groo01.6,pest control,2014,control,NA,NA,NA,14,NA,0.341274133472263
groo01,groo01.6,pest control,2014,flowerstrip,NA,NA,24,13,NA,1.16475341909764
groo01,groo01.7,pest control,2014,control,NA,NA,NA,30,NA,-0.266663594170634
groo01,groo01.7,pest control,2014,flowerstrip,NA,NA,24,16,NA,-1.47148563622656
groo01,groo01.8,pest control,2014,control,NA,NA,NA,41,NA,0.208633174713813
groo01,groo01.8,pest control,2014,flowerstrip,NA,NA,24,35,NA,0.169946228409265
jaco01,jaco01.K1,pest control,2016,control,10.6,NA,NA,NA,NA,-0.558589236030219
jaco01,jaco01.K1,pest control,2016,control,21.5,NA,NA,NA,NA,-0.207342347462476
jaco01,jaco01.K1,pest control,2016,control,43.5,NA,NA,NA,NA,-0.645988696565854
jaco01,jaco01.K1,pest control,2016,control,64,NA,NA,NA,NA,0.00703368781361133
jaco01,jaco01.K11,pest control,2016,control,5,NA,NA,NA,NA,1.06242339994204
jaco01,jaco01.K11,pest control,2016,control,8,NA,NA,NA,NA,1.24216946028891
jaco01,jaco01.K11,pest control,2016,control,20,NA,NA,NA,NA,0.453925269042991
jaco01,jaco01.K11,pest control,2016,control,30,NA,NA,NA,NA,0.293967765798527
jaco01,jaco01.K12,pest control,2016,control,7.5,NA,NA,NA,NA,-0.911485171023162
jaco01,jaco01.K12,pest control,2016,control,19,NA,NA,NA,NA,-1.61727704100905
jaco01,jaco01.K12,pest control,2016,control,37.5,NA,NA,NA,NA,-1.45237239848898
jaco01,jaco01.K12,pest control,2016,control,55,NA,NA,NA,NA,-1.20336638828368
jaco01,jaco01.K15,pest control,2016,control,8,NA,NA,NA,NA,0.305511090774931
jaco01,jaco01.K15,pest control,2016,control,16,NA,NA,NA,NA,0.224707815940098
jaco01,jaco01.K15,pest control,2016,control,33,NA,NA,NA,NA,-0.139731444029248
jaco01,jaco01.K15,pest control,2016,control,48,NA,NA,NA,NA,-0.540449725353011
jaco01,jaco01.K16,pest control,2016,control,8,NA,NA,NA,NA,0.096082194774446
jaco01,jaco01.K16,pest control,2016,control,20,NA,NA,NA,NA,-0.0308943799660047
jaco01,jaco01.K16,pest control,2016,control,39.5,NA,NA,NA,NA,-0.207342347462476
jaco01,jaco01.K16,pest control,2016,control,59.5,NA,NA,NA,NA,-0.525608307526205
jaco01,jaco01.K18,pest control,2016,control,5.4,NA,NA,NA,NA,-5.06048597682804
jaco01,jaco01.K18,pest control,2016,control,10.8,NA,NA,NA,NA,-4.84610994155195
jaco01,jaco01.K18,pest control,2016,control,20.8,NA,NA,NA,NA,-4.82961947729995
jaco01,jaco01.K18,pest control,2016,control,32,NA,NA,NA,NA,-5.39029526186817
jaco01,jaco01.K2,pest control,2016,control,11,NA,NA,NA,NA,0.707878418523895
jaco01,jaco01.K2,pest control,2016,control,21.5,NA,NA,NA,NA,0.641916561515867
jaco01,jaco01.K2,pest control,2016,control,43.5,NA,NA,NA,NA,0.582550890208643
jaco01,jaco01.K2,pest control,2016,control,64,NA,NA,NA,NA,0.260986837294513
jaco01,jaco01.K21,pest control,2016,control,3.3,NA,NA,NA,NA,0.45062717619259
jaco01,jaco01.K21,pest control,2016,control,7,NA,NA,NA,NA,0.706229372098693
jaco01,jaco01.K21,pest control,2016,control,13,NA,NA,NA,NA,-0.0721205405960214
jaco01,jaco01.K21,pest control,2016,control,19,NA,NA,NA,NA,0.514939986775417
jaco01,jaco01.K22,pest control,2016,control,4.5,NA,NA,NA,NA,0.7886816933587268
jaco01,jaco01.K22,pest control,2016,control,12.5,NA,NA,NA,NA,0.932148732351186
jaco01,jaco01.K22,pest control,2016,control,25,NA,NA,NA,NA,0.636969422240265
jaco01,jaco01.K22,pest control,2016,control,37.5,NA,NA,NA,NA,0.386314365609764
jaco01,jaco01.K24,pest control,2016,control,12.5,NA,NA,NA,NA,0.918956360949579
jaco01,jaco01.K24,pest control,2016,control,25,NA,NA,NA,NA,0.866186875343158
jaco01,jaco01.K24,pest control,2016,control,49.5,NA,NA,NA,NA,0.86948496819356
jaco01,jaco01.K24,pest control,2016,control,75,NA,NA,NA,NA,1.03603865713883
jaco01,jaco01.K26,pest control,2016,control,7.5,NA,NA,NA,NA,0.175236423184079
jaco01,jaco01.K26,pest control,2016,control,15,NA,NA,NA,NA,0.495151429673008
jaco01,jaco01.K26,pest control,2016,control,30,NA,NA,NA,NA,0.7903307397839271
jaco01,jaco01.K26,pest control,2016,control,45,NA,NA,NA,NA,0.681493675720684
jaco01,jaco01.K28,pest control,2016,control,25,NA,NA,NA,NA,0.8266097611383428
jaco01,jaco01.K28,pest control,2016,control,50,NA,NA,NA,NA,1.15641904617848
jaco01,jaco01.K28,pest control,2016,control,100,NA,NA,NA,NA,0.612233725862255
jaco01,jaco01.K28,pest control,2016,control,150,NA,NA,NA,NA,0.976672985831603
jaco01,jaco01.K29,pest control,2016,control,10.5,NA,NA,NA,NA,0.594094215185048
jaco01,jaco01.K29,pest control,2016,control,21,NA,NA,NA,NA,0.313756322900935
jaco01,jaco01.K29,pest control,2016,control,42,NA,NA,NA,NA,0.386314365609764
jaco01,jaco01.K29,pest control,2016,control,64,NA,NA,NA,NA,0.486906197547005
jaco01,jaco01.K3,pest control,2016,control,5.9,NA,NA,NA,NA,-0.0490338906432119
jaco01,jaco01.K3,pest control,2016,control,12,NA,NA,NA,NA,-0.443155986266171
jaco01,jaco01.K3,pest control,2016,control,22.5,NA,NA,NA,NA,-0.312881318675319
jaco01,jaco01.K3,pest control,2016,control,35.5,NA,NA,NA,NA,-0.8554175925663379
jaco01,jaco01.K30,pest control,2016,control,17.5,NA,NA,NA,NA,1.04758198211523
jaco01,jaco01.K30,pest control,2016,control,35,NA,NA,NA,NA,0.803523111185533
jaco01,jaco01.K30,pest control,2016,control,70,NA,NA,NA,NA,0.87113401461876006
jaco01,jaco01.K30,pest control,2016,control,105,NA,NA,NA,NA,0.849696411091152
jaco01,jaco01.K31,pest control,2016,control,8,NA,NA,NA,NA,-0.307934179399717
jaco01,jaco01.K31,pest control,2016,control,16,NA,NA,NA,NA,-0.769667178455904
jaco01,jaco01.K31,pest control,2016,control,32,NA,NA,NA,NA,-0.38873745423455
jaco01,jaco01.K31,pest control,2016,control,50,NA,NA,NA,NA,-0.7630709927551
jaco01,jaco01.K32,pest control,2016,control,2,NA,NA,NA,NA,0.942043010902389
jaco01,jaco01.K32,pest control,2016,control,5.5,NA,NA,NA,NA,0.912360175248777
jaco01,jaco01.K32,pest control,2016,control,9,NA,NA,NA,NA,0.650161793641871
jaco01,jaco01.K32,pest control,2016,control,14.5,NA,NA,NA,NA,0.445680036916988
jaco01,jaco01.K33,pest control,2016,control,12.5,NA,NA,NA,NA,0.335193926428543
jaco01,jaco01.K33,pest control,2016,control,25,NA,NA,NA,NA,-0.253515647368095
jaco01,jaco01.K33,pest control,2016,control,50,NA,NA,NA,NA,-0.298039900848512
jaco01,jaco01.K33,pest control,2016,control,75,NA,NA,NA,NA,-0.0358415192416069
jaco01,jaco01.K4,pest control,2016,control,5.5,NA,NA,NA,NA,-0.434910754140169
jaco01,jaco01.K4,pest control,2016,control,15,NA,NA,NA,NA,-0.505819750423797
jaco01,jaco01.K4,pest control,2016,control,30,NA,NA,NA,NA,-0.349160340029733
jaco01,jaco01.K4,pest control,2016,control,45,NA,NA,NA,NA,-0.184255697509667
jaco01,jaco01.K5,pest control,2016,control,5.5,NA,NA,NA,NA,0.618829911563058
jaco01,jaco01.K5,pest control,2016,control,12.5,NA,NA,NA,NA,0.453925269042991
jaco01,jaco01.K5,pest control,2016,control,25,NA,NA,NA,NA,-0.0193510549896
jaco01,jaco01.K5,pest control,2016,control,39,NA,NA,NA,NA,0.0845388697980425
jaco01,jaco01.K6,pest control,2016,control,5,NA,NA,NA,NA,-1.0137260493856
jaco01,jaco01.K6,pest control,2016,control,10,NA,NA,NA,NA,-0.594868257384633
jaco01,jaco01.K6,pest control,2016,control,20,NA,NA,NA,NA,-0.250217554517693
jaco01,jaco01.K6,pest control,2016,control,28,NA,NA,NA,NA,-0.542098771778212
jaco01,jaco01.K7,pest control,2016,control,8.5,NA,NA,NA,NA,-1.0021827244092
jaco01,jaco01.K7,pest control,2016,control,17,NA,NA,NA,NA,-0.0457357977928112
jaco01,jaco01.K7,pest control,2016,control,34,NA,NA,NA,NA,-0.410175057762158
jaco01,jaco01.K7,pest control,2016,control,51,NA,NA,NA,NA,-0.245270415242091
jaco01,jaco01.K8,pest control,2016,control,11.3,NA,NA,NA,NA,0.158745958932072
jaco01,jaco01.K8,pest control,2016,control,22.5,NA,NA,NA,NA,0.00373559496320948
jaco01,jaco01.K8,pest control,2016,control,45,NA,NA,NA,NA,-0.0308943799660047
jaco01,jaco01.K8,pest control,2016,control,68.5,NA,NA,NA,NA,-0.129837165478045
jaco01,jaco01.K9,pest control,2016,control,10.6,NA,NA,NA,NA,-0.276602297320904
jaco01,jaco01.K9,pest control,2016,control,21.3,NA,NA,NA,NA,-0.644339650140653
jaco01,jaco01.K9,pest control,2016,control,42.5,NA,NA,NA,NA,-0.8867494746451511
jaco01,jaco01.K9,pest control,2016,control,63.8,NA,NA,NA,NA,-0.756474807054298
jaco01,jaco01.NBS1,pest control,2016,flowerstrip,12,5,9,NA,NA,0.305511090774931
jaco01,jaco01.NBS1,pest control,2016,flowerstrip,21.5,5,9,NA,NA,0.165342144632874
jaco01,jaco01.NBS1,pest control,2016,flowerstrip,43,5,9,NA,NA,-0.110048608375637
jaco01,jaco01.NBS1,pest control,2016,flowerstrip,65.5,5,9,NA,NA,0.0449617555932262
jaco01,jaco01.NBS11,pest control,2016,flowerstrip,6.5,5,9,NA,NA,-0.545396864628612
jaco01,jaco01.NBS11,pest control,2016,flowerstrip,10,5,9,NA,NA,-1.36332389152814
jaco01,jaco01.NBS11,pest control,2016,flowerstrip,20,5,9,NA,NA,-1.35507865940214
jaco01,jaco01.NBS11,pest control,2016,flowerstrip,30,5,9,NA,NA,-1.2429435024885
jaco01,jaco01.NBS12,pest control,2016,flowerstrip,8,5,9,NA,NA,-0.0160529621391981
jaco01,jaco01.NBS12,pest control,2016,flowerstrip,20,5,9,NA,NA,0.10267838047525
jaco01,jaco01.NBS12,pest control,2016,flowerstrip,42,5,9,NA,NA,0.119168844727255
jaco01,jaco01.NBS12,pest control,2016,flowerstrip,60,5,9,NA,NA,0.336842972853745
jaco01,jaco01.NBS14,pest control,2016,flowerstrip,10,5,9,NA,NA,-1.22810208466169
jaco01,jaco01.NBS14,pest control,2016,flowerstrip,20,5,9,NA,NA,-0.685565810770669
jaco01,jaco01.NBS14,pest control,2016,flowerstrip,40,5,9,NA,NA,-1.17698164548047
jaco01,jaco01.NBS14,pest control,2016,flowerstrip,60,5,9,NA,NA,-1.34518438085094
jaco01,jaco01.NBS15,pest control,2016,flowerstrip,8,5,9,NA,NA,1.12673621052486
jaco01,jaco01.NBS15,pest control,2016,flowerstrip,12,5,9,NA,NA,1.11684193197366
jaco01,jaco01.NBS15,pest control,2016,flowerstrip,27,5,9,NA,NA,1.03274056428843
jaco01,jaco01.NBS15,pest control,2016,flowerstrip,36,5,9,NA,NA,1.09870242129645
jaco01,jaco01.NBS16,pest control,2016,flowerstrip,10,5,9,NA,NA,0.368174854932557
jaco01,jaco01.NBS16,pest control,2016,flowerstrip,21,5,9,NA,NA,0.25109255874331
jaco01,jaco01.NBS16,pest control,2016,flowerstrip,41,5,9,NA,NA,0.35003534425535
jaco01,jaco01.NBS16,pest control,2016,flowerstrip,62,5,9,NA,NA,0.239549233766905
jaco01,jaco01.NBS18,pest control,2016,flowerstrip,5.4,5,9,NA,NA,0.359929622806553
jaco01,jaco01.NBS18,pest control,2016,flowerstrip,12.5,5,9,NA,NA,-0.698758182172274
jaco01,jaco01.NBS18,pest control,2016,flowerstrip,21.5,5,9,NA,NA,-0.645988696565854
jaco01,jaco01.NBS18,pest control,2016,flowerstrip,31.5,5,9,NA,NA,-0.525608307526205
jaco01,jaco01.NBS2,pest control,2016,flowerstrip,12,5,9,NA,NA,0.851345457516352
jaco01,jaco01.NBS2,pest control,2016,flowerstrip,21.5,5,9,NA,NA,0.674897490019881
jaco01,jaco01.NBS2,pest control,2016,flowerstrip,43,5,9,NA,NA,0.0812407769476406
jaco01,jaco01.NBS2,pest control,2016,flowerstrip,64.5,5,9,NA,NA,0.247794465892908
jaco01,jaco01.NBS21,pest control,2016,flowerstrip,3.5,5,9,NA,NA,0.9057639895479739
jaco01,jaco01.NBS21,pest control,2016,flowerstrip,5.3,5,9,NA,NA,0.945341103752791
jaco01,jaco01.NBS21,pest control,2016,flowerstrip,13,5,9,NA,NA,0.935446825201586
jaco01,jaco01.NBS21,pest control,2016,flowerstrip,18.5,5,9,NA,NA,0.765595043405917
jaco01,jaco01.NBS22,pest control,2016,flowerstrip,6,5,9,NA,NA,1.07891386419404
jaco01,jaco01.NBS22,pest control,2016,flowerstrip,12,5,9,NA,NA,0.9519372894535929
jaco01,jaco01.NBS22,pest control,2016,flowerstrip,24,5,9,NA,NA,0.84474927181555
jaco01,jaco01.NBS22,pest control,2016,flowerstrip,35.5,5,9,NA,NA,0.7359122077523049
jaco01,jaco01.NBS24,pest control,2016,flowerstrip,11.5,4,9,NA,NA,1.02449533216242
jaco01,jaco01.NBS24,pest control,2016,flowerstrip,25,4,9,NA,NA,1.16136618545408
jaco01,jaco01.NBS24,pest control,2016,flowerstrip,50,4,9,NA,NA,1.17950569613129
jaco01,jaco01.NBS24,pest control,2016,flowerstrip,75,4,9,NA,NA,1.13333239622567
jaco01,jaco01.NBS26,pest control,2016,flowerstrip,7.2,5,9,NA,NA,0.196674026711688
jaco01,jaco01.NBS26,pest control,2016,flowerstrip,12.5,5,9,NA,NA,0.0515579412940287
jaco01,jaco01.NBS26,pest control,2016,flowerstrip,29,5,9,NA,NA,-0.383790314958948
jaco01,jaco01.NBS26,pest control,2016,flowerstrip,43.5,5,9,NA,NA,-0.5140649825498
jaco01,jaco01.NBS28,pest control,2016,flowerstrip,25,5,9,NA,NA,0.285722533672524
