"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","study_id","samp_id","es_id","authors","ni","sex","age","dep_status","comorbid_anx","emo_val","macro_micro","cue_type","spec_rated","dep_rated","cat_dim","quality","published","mode","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",73,0.18,0.00557291523809524,"from_dataset",43,45,73,"Robinaugh, Lubin, Babic & McNally (2013)",169,0.779,21,"ND-UDS","mixed/unknown","neutral","macro","open","researcher","self","dim",9,"yes","simulation",13.3954954493755,0.18,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",74,-0.185890291892537,0.0121049826058454,"from_dataset",44,46,74,"Stevens et al. (2017) - S1&S2",78,0.715,19.23,"ND-UDS","no","negative","macro","open","researcher","self","cat",11,"yes","simulation",9.08903791602208,0.185890291892537,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",75,0.173744166083216,0.00862878152845098,"from_dataset",44,47,75,"Stevens et al. (2017) - S3&S4",110,0.715,19.23,"ND-UDS","yes","negative","macro","open","researcher","self","cat",11,"yes","simulation",10.7652783457889,0.173744166083216,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",76,-0.143,0.0174458211200182,"from_dataset",44,46,76,"Stevens et al. (2017) - S1",56,0.715,19.23,"ND","no","negative","macro","open","researcher","self","dim",11,"yes","simulation",7.57101823906633,0.143,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",77,0.018,0.0475881954750476,"from_dataset",44,46,77,"Stevens et al. (2017) - S2",22,0.715,19.23,"UDS","no","negative","macro","open","researcher","self","dim",11,"yes","simulation",4.58406093069739,0.018,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",78,-0.021,0.0185021887866852,"from_dataset",44,47,78,"Stevens et al. (2017) - S3",55,0.715,19.23,"ND","yes","negative","macro","open","researcher","self","dim",11,"yes","simulation",7.35171133304741,0.021,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",79,-0.077,0.0182995769081667,"from_dataset",44,47,79,"Stevens et al. (2017) - S4",55,0.715,19.23,"UDS","yes","negative","macro","open","researcher","self","dim",11,"yes","simulation",7.39229816416487,0.077,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",80,-0.12,0.0140783675362319,"from_dataset",45,48,80,"Stöber (2000)",70,0.657142857142857,18.6,"ND-UDS","mixed/unknown","combined","micro","event","self","self","dim",12,"yes","simulation",8.42798687390227,0.12,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",81,-0.035,0.00548105220123626,"from_dataset",46,49,81,"Szőllősi, Pajkossy & Racsmány (2015) - FT1",183,0.737704918032787,25,"ND-UDS","mixed/unknown","combined","micro","single","self","self","dim",10,"yes","simulation",13.507283986115,0.035,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",82,0.01,0.00549340664835165,"from_dataset",46,49,82,"Szőllősi, Pajkossy & Racsmány (2015) - FT2",183,0.737704918032787,25,"ND-UDS","mixed/unknown","combined","macro","single","self","self","dim",10,"yes","simulation",13.4920867719092,0.01,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",83,-0.065,0.00544817500343407,"from_dataset",46,49,83,"Szőllősi, Pajkossy & Racsmány (2015) - FT3",183,0.737704918032787,25,"ND-UDS","mixed/unknown","combined","macro","single","self","self","dim",10,"yes","simulation",13.5479777693074,0.065,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",84,-0.01,0.00549340664835165,"from_dataset",46,49,84,"Szőllősi, Pajkossy & Racsmány (2015) - FT4",183,0.737704918032787,25,"ND-UDS","mixed/unknown","combined","micro","single","self","self","dim",10,"yes","simulation",13.4920867719092,0.01,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",85,0.005,0.00549423077266484,"from_dataset",46,49,85,"Szőllősi, Pajkossy & Racsmány (2015) - FT5",183,0.737704918032787,25,"ND-UDS","mixed/unknown","combined","micro","single","self","self","dim",10,"yes","simulation",13.491074840103,0.005,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",86,0.035,0.00548105220123626,"from_dataset",46,49,86,"Szőllősi, Pajkossy & Racsmány (2015) - FT6",183,0.737704918032787,25,"ND-UDS","mixed/unknown","combined","macro","single","self","self","dim",10,"yes","simulation",13.507283986115,0.035,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",87,-0.04,0.00692224,"from_dataset",47,50,87,"Tyser, Scott, Readdy & McCrea (2014)",145,0.53,14,"ND-UDS","mixed/unknown","neutral","micro","open","researcher","self","dim",14,"yes","intention",12.0192307692308,0.04,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",88,-0.3,0.0176191489361702,"from_dataset",48,51,88,"Williams et al. (1996) - S1",48,0.666666666666667,34,"ND-UDS","mixed/unknown","combined","macro","single","researcher","self","dim",14,"yes","simulation",7.53368637406708,0.3,"CRAN",NA,NA,"CRAN"
"psymetadata_gamble2019","psymetadata","gamble2019","Meta-analytic data collected from studying on the specificity of future thinking in depression",89,-0.22,0.0393714156521739,"from_dataset",48,52,89,"Williams et al. (1996) - S2",24,0.666666666666667,34,"ND-UDS","mixed/unknown","combined","macro","single","researcher","self","dim",14,"yes","simulation",5.03975569915166,0.22,"CRAN",NA,NA,"CRAN"
