Author,year,animal,Amniotes,Environment,Reproductive Unit,N,Zr
"Mappes, J., Kaitala, A. & Rinne, V.",1996,Elasmostethus_interstinctus,N,Captive,Single,17,0.140925576
"Miller, B. & Sinervo, B.",2007,Ariolimax_dolichophallus,N,Captive,Single,37,-0.192337169
"Murphy, M.",2004,Tyrannus_tyrannus,Y,Wild,Single,60,0.308822988
"Nieuwolt-Dacanay, P. M.",1997,Terrapene_ornata,Y,Wild,Single,203,0.03401311
"Nilsson, J. & Svensson, E.",1993,Parus_caeruleus,Y,Wild,Single,48,0.030009005
"Nol, E., Blanken, M. S. & Flynn, L.",1997,Charadrius_semipalmatus,Y,Wild,Single,35,0.342828254
"Peillon, J., Puzin, C., Acou, A. & Outreman, Y.",2009,Arctosa_fulvolineata,N,Wild,Single,28,0.211079993
"Platt, S., Rainwater, T., Thorbjarnarson, J. & McMurry, S.",2008,Crocodylus_moreletii,Y,Wild,Single,15,0.929362948
"Potti, J.",1993,Ficedula_hypoleuca,Y,Wild,Single,103,0.140925576
"Radder, R. & Shanbhag, B.",2003,Sitana_ponticeriana,Y,Wild,Single,29,-0.096374162
"Ramirez-Bautista, A. & Rosa, D.",2002,Cnemidophorus_communis,Y,Wild,Single,17,0.459896681
"Ramirez-Bautista, A. & Vitt, L.",1997,Anolis_nebulosus,Y,Wild,Single,23,0.249022949
"Randriamahazo, H & Mori, A",2001,Oplurus_cuvieri,Y,Wild,Single,17,0.34226926
"Robinson, T., Siefferman, L. & Risch, T.",2010,Sialia_sialis,Y,Wild,Single,59,0.22260549
"Roosenburg, W. & Dunham, A.",1997,Malaclemys_terrapin,Y,Wild,Single,92,0.108422867
"Roosenburg, W. & Dunham, A.",1997,Malaclemys_terrapin,Y,Wild,Single,95,0.046032487
"Rowe, J.",1992,Emydoidea_blandingii,Y,Wild,Single,17,0.575812545
"Rutstein, A., Gilbert, L., Slater, J. & Graves, J.",2004,Taeniopygia_guttata,Y,Captive,Single,39,0.664829868
"Salvante, K., Walzem, R. & Williams, T.",2007,Taeniopygia_guttata,Y,Captive,Single,56,0.458670484
"Salvante, K. & Williams, T.",2003,Taeniopygia_guttata,Y,Captive,Single,35,0.448906825
"Schwarzkopf, L.",1992,Eulamprus_tympanum,Y,Captive,Single,48,0.348445095
"Schwarzkopf, L.",1992,Eulamprus_tympanum,Y,Captive,Single,45,0.100335348
"Segers, F. H. I .D. & Taborsky, B.",2012,Eretmodus_cyanostictus,N,Captive,Single,10,0.010000333
"Shanbhag, B. A.,Radder, R. S. & Saidapur, S. K.",2000,Calotes_versicolor,Y,Wild,Single,131,-0.098808891
"Smith, H. G., Ottosson, U. & Ohlsson, T.",1993,Sturnus_vulgaris,Y,Wild,Single,106,-0.060072156
"Smith, H. G., Ottosson, U. & Ohlsson, T.",1993,Sturnus_vulgaris,Y,Wild,Single,129,0.100335348
"Takagi, M.",2003,Lanius_bucephalus,Y,Wild,Single,30,0.080171325
"Tanaka, K. & Mori, A.",2011,Elaphe_quadrivirgata,Y,Captive,Single,43,-0.342828254
"Tanaka, K. & Mori, A.",2011,Elaphe_quadrivirgata,Y,Captive,Single,12,-0.161386696
"Thorbjarnarson, J. B.",1994,Caiman_crocodilus,Y,Wild,Single,25,0.223656109
"Thorbjarnarson, J. B.",1994,Caiman_crocodilus,Y,Wild,Single,25,0.810743125
"Thorbjarnarson, J. B.",1996,Alligator_mississippiensis,Y,Wild,Single,5,0.411800034
"Thorbjarnarson, J. B.",1996,Caiman_crocodilus,Y,Wild,Single,12,0.758173745
"Thorbjarnarson, J. B.",1996,Caiman_latirostris,Y,Wild,Single,4,0.151140436
"Thorbjarnarson, J. B.",1996,Crocodylus_niloticus,Y,Wild,Single,4,0.829114038
"Thorbjarnarson, J. B.",1996,Crocodylus_porosus,Y,Wild,Single,6,0.632833187
"Thorbjarnarson, J. B.",1996,Crocodylus_acutus,Y,Wild,Single,4,1.020327758
"Thorbjarnarson, J. B. & Hernandez, G.",1993,Crocodylus_intermedius,Y,Captive,Single,53,1.10979538
"Timi, J. T., Lanfranchi, A. L. & Poulin, R.",2005,Lernanthropus_cynoscicola,N,Wild,Single,54,0.787516785
"Tucker, J. K., Paukstis, G. L. & Janzen, F. J.",1998,Trachemys_scripta,Y,Wild,Single,789,0.435611223
"Uller, T. & Olsson, M.",2005,Zootoca_vivipara,Y,Captive,Single,25,0.354092529
"Uller, T. & Olsson, M.",2005,Zootoca_vivipara,Y,Wild,Single,45,0.255412812
"Wallace, B. P., Sotherland, P. R., Tomillo, P. S., Reina, R. D., Spotila, J. R. & Paladino, F. V.",2007,Dermochelys_coriacea,Y,Wild,Single,99,0.291815377
"Wehrtmann, I. S. & Lardies, M. A.",1999,Austropandalus_grayi,N,Wild,Single,46,0.178883953
"Williams, T. D.",1996,Taeniopygia_guttata,Y,Captive,Single,56,0.213171347
"Tiwari, M. & Bjorndal, K.",2000,Caretta_caretta,Y,Wild,Single,12,-0.046032487
"Tiwari, M. & Bjorndal, K.",2000,Caretta_caretta,Y,Wild,Single,47,-0.018001944
"Tiwari, M. & Bjorndal, K.",2000,Caretta_caretta,Y,Wild,Single,26,-0.112471866
"Van-Damme, R., Bauwens, D., Brana, F. & Verheyen, R.",1992,Podarcis_muralis,Y,Captive,Single,14,0.22818496
"Mand, R. & Tilgar, V.",2003,Ficedula_hypoleuca,Y,Wild,Single,177,0.266108407
"O'Dwyer, T., Buttemer, W., Priddel, D. & Downing, J.",2006,Pterodroma_leucoptera,Y,Wild,Single,62,0.28010256100000003
"Rauter, C., Mcguire, M., Gwartney, M. & Space, J.",2010,Nicrophorus_pustulatus,N,Captive,Single,120,0.328932054
"Robb, L., Martin, K. & Hannon, S.",1992,Lagopus_lagopus,Y,Wild,Single,21,0.272144301
"Wendeln, H.",1997,Sterna_hirundo,Y,Wild,Single,34,0.595724174
"Cichon, M",1997,Ficedula_albicollis,Y,Wild,Single,29,0.010000333
"Cichon, M",1997,Ficedula_albicollis,Y,Wild,Single,28,0.276863823
"Galan, P. & Vicente, L.",2003,Teira_dugesii,Y,Wild,Single,25,0.439719039
"Jarvinen, A.",1991,Ficedula_hypoleuca,Y,Wild,Single,262,0.178883953
"Jarvinen, A.",1991,Poecile_cinctus,Y,Wild,Single,22,0.448906825
"Marangoni, F., Tejedo, M. & Gomez-Mestre, I.",2008,Epidalea_calamita,N,Wild,Single,165,0.739744818
"Marangoni, F., Tejedo, M. & Gomez-Mestre, I.",2008,Pelobates_cultripes,N,Wild,Single,61,0.484580165
"Naimi, M., Znari, M., Lovich, J., Feddadi, Y. & Baamrane, M.",2012,Mauremys_leprosa,Y,Wild,Single,28,0.562729769
"Rua, M. & P., Galan",2002,Iberolacerta_monticola,Y,Captive,Single,54,-0.140925576
"Pignati, M. & Pezzuti, C.",2012,Podocnemis_unifilis,Y,Wild,Single,11,1.162953264
"Tinkle, D. & Ballinger, R.",1972,Sceloporus_undulatus,Y,Wild,Single,194,0.792813632
"Bejakovic, D., Kalezic, M. Aleksic, I., Dzukic, G. & Crnobrnja-Isalovic, J.",1995,Podarcis_melisellensis,Y,Captive,Single,38,0.416526303
"Campos, Z., Magnusson, W., Sanaiotti, T. & Coutinho, M.",2008,Caiman_crocodilus,Y,Wild,Single,63,0.291409234
"Campos, Z., Magnusson, W., Sanaiotti, T. & Coutinho, M.",2008,Caiman_crocodilus,Y,Wild,Single,84,0.551938172
"Adamopoulou, C. & Valakos, E.",2000,Podarcis_milensis,Y,Wild,Single,126,0.153187103
"Arribas, O. & Galan, P.",2005,Iberolacerta_bonnali,Y,Captive,Single,9,0.050041729
"Arribas, O. & Galan, P.",2005,Iberolacerta_aranica,Y,Captive,Single,66,0.298566264
"Arribas, O. & Galan, P.",2005,Iberolacerta_aurelioi,Y,Captive,Single,11,0.342828254
"Busack, S.",1987,Atlantolacerta_andreanszkyi,Y,Wild,Single,8,2
"Das, I.",1996,Rana_hexadactyla,N,Wild,Single,126,0.477202013
"Purse, B. & Thompson, D.",2003,Coenagrion_mercuriale,N,Wild,Single,32,0.412118012
"Ramirez-Bautista, A. & Olivera-Becerril, V.",2004,Sceloporus_pyrocephalus,Y,Wild,Single,21,0.586046532
"Ramirez-Bautista, A., Luja, V. H., Balderas-Valdivia, C. & Ortiz-Pulido, R.",2006,Sceloporus_melanorhinus,Y,Wild,Single,30,0.473420107
"Ramirez-Bautista, A., Stephenson, B. P., Hernandez-Ibarra, X.,  Hernandez-Salinas, U.,  Cruz-Elizalde, R., Lozano, A. & Geoffrey, R.S.",2012,Sceloporus_spinosus,Y,Wild,Single,12,0.342828254
"de Oliveira, R. B., Pontes, G. M. F., Maciel, A. P., Gomes, L. R. & Di-Bernardo, M.",2011,Xenodon_dorbignyi,Y,Wild,Single,26,0.444089923
"Brown, G. & Shine, R.",2007,Tropidonophis_mairii,Y,Wild,Single,830,0.06771836
"Potti, J.",2008,Ficedula_hypoleuca,Y,Wild,Single,1244,0.366700959
"Rollinson, N. & R. Brooks",2008,Chrysemys_picta,Y,Wild,Single,168,0.575203771
"Lardner, B. & Loman, J.",2003,Rana_temporaria,N,Captive,Single,39,0.318455985
"Milanovich, J. R., Trauth, S. E., Saugey, D. A. & Jordan, R. R.",2006,Plethodon_albagula,N,Wild,Single,48,0.425435923
"Jones, P.",Unp,Galaxias_anomalus,N,Wild,Single,25,0.716923451
"Jones, P.",Unp,Galaxias_depressiceps,N,Wild,Single,19,0.641617671
"Jones, P.",Unp,Galaxias_eldoni,N,Wild,Single,22,0.646042831
"Jones, P.",Unp,Galaxias_pullus,N,Wild,Single,17,0.654960691
"Jones, P.",Unp,Galaxias_gollumoides,N,Wild,Single,18,0.83471571
"Jones, P.",Unp,Galaxias_southern,N,Wild,Single,20,0.739759773
"Jones, P.",Unp,Galaxias_D.,N,Wild,Single,8,1.214418484
"Jones, P.",Unp,Galaxias_vulgaris,N,Wild,Single,15,0.49858042
"Lyapkov, S. M., Kornilova, M. B. & Severtsov, A. S.",2002,Rana_temporaria,N,Captive,Single,290,0.470991401
"Dolenec, Z., Kralj, J., Mustafic, P. & Dolenec, P.",2008,Sturnus_vulgaris,Y,Wild,Single,45,0.070114671
"Qu, Y. F., Li, H., Gao, J. F. & Ji, X.",2011,Elaphe_carinata,Y,Wild,Single,17,0.050041729
"Qu, Y. F., Li, H., Gao, J. F. & Ji, X.",2011,Elaphe_carinata,Y,Wild,Single,65,0.677666068
"Qu, Y. F., Li, H., Gao, J. F. & Ji, X.",2011,Elaphe_carinata,Y,Wild,Single,37,0.725005088
