"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","author","study_id","study_year","es_id","group_id","ef_type","ef_component","domain","test","year","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_spaniol2020","psymetadata","spaniol2020","Studies on Executive function components in intellectual disability","Carney 2013 2013",-0.463686002107391,0.0805694277610516,"from_dataset","Carney 2013","1290",2013,"95","DS","shifting","shifting","verbal","D-KEFS category fluency switch",2013,3.52301798651532,0.463686002107391,"CRAN",NA,NA,"CRAN"
"psymetadata_spaniol2020","psymetadata","spaniol2020","Studies on Executive function components in intellectual disability","Carney 2013 2013",0.161582869841887,0.0787175092833653,"from_dataset","Carney 2013","1290",2013,"96","DS","shifting","shifting","visuospatial","D-KEFS design fluency switch",2013,3.56421856494345,0.161582869841887,"CRAN",NA,NA,"CRAN"
"psymetadata_spaniol2020","psymetadata","spaniol2020","Studies on Executive function components in intellectual disability","Carney 2013 2013",-0.652599961238555,0.0843870722222908,"from_dataset","Carney 2013","1290",2013,"97","WS","inhibition","inhibition","verbal","VIMI verbal",2013,3.44240560552186,0.652599961238555,"CRAN",NA,NA,"CRAN"
"psymetadata_spaniol2020","psymetadata","spaniol2020","Studies on Executive function components in intellectual disability","Carney 2013 2013",-0.66454866255252,0.0845444543772085,"from_dataset","Carney 2013","1290",2013,"98","WS","inhibition","inhibition","visuospatial","VIMI motor",2013,3.43920003998123,0.66454866255252,"CRAN",NA,NA,"CRAN"
"psymetadata_spaniol2020","psymetadata","spaniol2020","Studies on Executive function components in intellectual disability","Carney 2013 2013",0.303459854958903,0.0810490839639219,"from_dataset","Carney 2013","1290",2013,"99","WS","fluency","other","verbal","Category fluency",2013,3.51257773890498,0.303459854958903,"CRAN",NA,NA,"CRAN"
"psymetadata_spaniol2020","psymetadata","spaniol2020","Studies on Executive function components in intellectual disability","Carney 2013 2013",-1.34712819533994,0.0982757488750037,"from_dataset","Carney 2013","1290",2013,"100","WS","fluency","other","visuospatial","Design Fluency",2013,3.18989816711391,1.34712819533994,"CRAN",NA,NA,"CRAN"
"psymetadata_spaniol2020","psymetadata","spaniol2020","Studies on Executive function components in intellectual disability","Carney 2013 2013",-0.368984834927487,0.0814897032122698,"from_dataset","Carney 2013","1290",2013,"101","WS","shifting","shifting","verbal","D-KEFS category fluency switch",2013,3.50306851801905,0.368984834927487,"CRAN",NA,NA,"CRAN"
"psymetadata_spaniol2020","psymetadata","spaniol2020","Studies on Executive function components in intellectual disability","Carney 2013 2013",0.498483728080585,0.0826130653998163,"from_dataset","Carney 2013","1290",2013,"102","WS","shifting","shifting","visuospatial","D-KEFS design fluency switch",2013,3.47916985218073,0.498483728080585,"CRAN",NA,NA,"CRAN"
"psymetadata_spaniol2020","psymetadata","spaniol2020","Studies on Executive function components in intellectual disability","Roberts 2015 2015",-0.517062510372206,0.0798972877578125,"from_dataset","Roberts 2015","2523",2015,"103","DS","inhibition","inhibition","visuospatial","A not B",2015,3.53780573511577,0.517062510372206,"CRAN",NA,NA,"CRAN"
"psymetadata_spaniol2020","psymetadata","spaniol2020","Studies on Executive function components in intellectual disability","Pennington 2003 2003",-0.1491930322644,0.0716273085792522,"from_dataset","Pennington 2003","4000",2003,"104","DS","inhibition","inhibition","visuospatial","Tower",2003,3.7364629793473,0.1491930322644,"CRAN",NA,NA,"CRAN"
"psymetadata_spaniol2020","psymetadata","spaniol2020","Studies on Executive function components in intellectual disability","Pennington 2003 2003",0.430889573794897,0.0730863020071888,"from_dataset","Pennington 2003","4000",2003,"105","DS","fluency","other","verbal","Verbal Fluency",2003,3.69898019399329,0.430889573794897,"CRAN",NA,NA,"CRAN"
"psymetadata_spaniol2020","psymetadata","spaniol2020","Studies on Executive function components in intellectual disability","Pennington 2003 2003",0.442896703852141,0.0731799775918133,"from_dataset","Pennington 2003","4000",2003,"106","DS","fluency","other","visuospatial","Design Fluency",2003,3.69661195679157,0.442896703852141,"CRAN",NA,NA,"CRAN"
"psymetadata_spaniol2020","psymetadata","spaniol2020","Studies on Executive function components in intellectual disability","Pennington 2003 2003",0.605716885401898,0.074704401296973,"from_dataset","Pennington 2003","4000",2003,"107","DS","inhibition","inhibition","visuospatial","Stopping",2003,3.65870088324447,0.605716885401898,"CRAN",NA,NA,"CRAN"
