"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","author","te","sete","treat1","treat2","treat1long","treat2long","versus","year","precision","abs_yi","source","repo","branch","repo_license"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Dobbs, 2000 2000",-1.603,0.309136,"te","Dobbs, 2000",-1.603,0.556,"grp","wlc","Group","Waitlist","grp vs wlc",2000,1.79856115107914,1.603,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Carvey, 2008 2008",-0.327,0.234256,"te","Carvey, 2008",-0.327,0.484,"grp","wlc","Group","Waitlist","grp vs wlc",2008,2.06611570247934,0.327,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Neil, 2015 2015",-1.292,0.013456,"te","Neil, 2015",-1.292,0.116,"grp","wlc","Group","Waitlist","grp vs wlc",2015,8.62068965517241,1.292,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Barrett, 2005 2005",-1.302,0.125316,"te","Barrett, 2005",-1.302,0.354,"grp","wlc","Group","Waitlist","grp vs wlc",2005,2.82485875706215,1.302,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Edgar, 2015 2015",0.504,0.189225,"te","Edgar, 2015",0.504,0.435,"grp","wlc","Group","Waitlist","grp vs wlc",2015,2.29885057471264,0.504,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Leonard, 2010 2010",0.031,0.178084,"te","Leonard, 2010",0.031,0.422,"grp","wlc","Group","Waitlist","grp vs wlc",2010,2.3696682464455,0.031,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Miller, 1989 1989",-0.43,0.166464,"te","Miller, 1989",-0.43,0.408,"grp","cau","Group","Care As Usual","grp vs cau",1989,2.45098039215686,0.43,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Clear, 1989 1989",-0.656,0.217156,"te","Clear, 1989",-0.656,0.466,"grp","cau","Group","Care As Usual","grp vs cau",1989,2.14592274678112,0.656,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Plewe, 1991 1991",-0.708,0.0256,"te","Plewe, 1991",-0.708,0.16,"grp","cau","Group","Care As Usual","grp vs cau",1991,6.25,0.708,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Hayko, 1999 1999",-0.001,0.184041,"te","Hayko, 1999",-0.001,0.429,"grp","cau","Group","Care As Usual","grp vs cau",1999,2.33100233100233,0.001,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Knickerbocker, 1987 1987",-0.633,0.060025,"te","Knickerbocker, 1987",-0.633,0.245,"grp","cau","Group","Care As Usual","grp vs cau",1987,4.08163265306122,0.633,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Kurth, 1992 1992",-0.208,0.053361,"te","Kurth, 1992",-0.208,0.231,"grp","cau","Group","Care As Usual","grp vs cau",1992,4.32900432900433,0.208,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Menzies, 2003 2003",-0.805,0.081225,"te","Menzies, 2003",-0.805,0.285,"grp","cau","Group","Care As Usual","grp vs cau",2003,3.50877192982456,0.805,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Mcmahon, 1998 1998",-0.327,0.166464,"te","Mcmahon, 1998",-0.327,0.408,"grp","cau","Group","Care As Usual","grp vs cau",1998,2.45098039215686,0.327,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Isles, 2003 2003",-0.389,0.044521,"te","Isles, 2003",-0.389,0.211,"grp","cau","Group","Care As Usual","grp vs cau",2003,4.739336492891,0.389,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Santistevan-Gettel, 2012 2012",0.581,0.054289,"te","Santistevan-Gettel, 2012",0.581,0.233,"grp","cau","Group","Care As Usual","grp vs cau",2012,4.29184549356223,0.581,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Frenzel, 2006 2006",-0.701,0.023104,"te","Frenzel, 2006",-0.701,0.152,"grp","cau","Group","Care As Usual","grp vs cau",2006,6.57894736842105,0.701,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Fladland, 1997 1997",-0.733,0.022801,"te","Fladland, 1997",-0.733,0.151,"grp","cau","Group","Care As Usual","grp vs cau",1997,6.62251655629139,0.733,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Pylkka, 2008 2008",-0.339,0.009216,"te","Pylkka, 2008",-0.339,0.096,"grp","cau","Group","Care As Usual","grp vs cau",2008,10.4166666666667,0.339,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Metzger, 1988 1988",-0.325,0.219961,"te","Metzger, 1988",-0.325,0.469,"grp","cau","Group","Care As Usual","grp vs cau",1988,2.13219616204691,0.325,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Debenedictis, 1993 1993",-0.641,0.056169,"te","Debenedictis, 1993",-0.641,0.237,"grp","cau","Group","Care As Usual","grp vs cau",1993,4.21940928270042,0.641,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Bengston, 2004 2004",-0.149,0.006241,"te","Bengston, 2004",-0.149,0.079,"grp","cau","Group","Care As Usual","grp vs cau",2004,12.6582278481013,0.149,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Schlegel, 1989 1989",-1.459,0.070756,"te","Schlegel, 1989",-1.459,0.266,"grp","cau","Group","Care As Usual","grp vs cau",1989,3.7593984962406,1.459,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Cook, 2013 2013",-0.626,0.010404,"te","Cook, 2013",-0.626,0.102,"grp","cau","Group","Care As Usual","grp vs cau",2013,9.80392156862745,0.626,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Sheehan, 2013 2013",-0.074,0.009801,"te","Sheehan, 2013",-0.074,0.099,"grp","cau","Group","Care As Usual","grp vs cau",2013,10.1010101010101,0.074,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Tenbarge, 2000 2000",-0.332,0.077284,"te","Tenbarge, 2000",-0.332,0.278,"grp","cau","Group","Care As Usual","grp vs cau",2000,3.59712230215827,0.332,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Buchholtz, 2010 2010",0.435,0.145161,"te","Buchholtz, 2010",0.435,0.381,"grp","cau","Group","Care As Usual","grp vs cau",2010,2.6246719160105,0.435,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Sheppard, 1994 1994",-0.191,0.068121,"te","Sheppard, 1994",-0.191,0.261,"gsh","ush","Guided Self-Help","Unguided Self-Help","gsh vs ush",1994,3.83141762452107,0.191,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Warwick, 1986 1986",-0.319,0.156816,"te","Warwick, 1986",-0.319,0.396,"gsh","ush","Guided Self-Help","Unguided Self-Help","gsh vs ush",1986,2.52525252525253,0.319,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Weimer, 1999 1999",-0.418,0.014161,"te","Weimer, 1999",-0.418,0.119,"gsh","ush","Guided Self-Help","Unguided Self-Help","gsh vs ush",1999,8.40336134453782,0.418,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Rusciolelli, 2000 2000",-0.437,0.0169,"te","Rusciolelli, 2000",-0.437,0.13,"gsh","ush","Guided Self-Help","Unguided Self-Help","gsh vs ush",2000,7.69230769230769,0.437,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Jeffers, 1996 1996",-0.439,0.279841,"te","Jeffers, 1996",-0.439,0.529,"gsh","ush","Guided Self-Help","Unguided Self-Help","gsh vs ush",1996,1.89035916824197,0.439,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Whiting, 1990 1990",-0.226,0.140625,"te","Whiting, 1990",-0.226,0.375,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1990,2.66666666666667,0.226,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Tamburri, 2001 2001",0.373,0.093025,"te","Tamburri, 2001",0.373,0.305,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2001,3.27868852459016,0.373,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Hurla, 1985 1985",-1.243,0.198916,"te","Hurla, 1985",-1.243,0.446,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1985,2.24215246636771,1.243,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Cowan, 2010 2010",0.473,0.016641,"te","Cowan, 2010",0.473,0.129,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2010,7.75193798449612,0.473,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Wyatt, 2003 2003",-1.838,0.167281,"te","Wyatt, 2003",-1.838,0.409,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2003,2.44498777506112,1.838,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Vahlenkamp, 2006 2006",-0.556,0.097969,"te","Vahlenkamp, 2006",-0.556,0.313,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2006,3.19488817891374,0.556,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Campbell, 2000 2000",-2.905,0.235225,"te","Campbell, 2000",-2.905,0.485,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2000,2.06185567010309,2.905,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Lange, 1993 1993",-1.748,0.003969,"te","Lange, 1993",-1.748,0.063,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1993,15.8730158730159,1.748,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Shrednik, 2000 2000",-1.844,0.248004,"te","Shrednik, 2000",-1.844,0.498,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2000,2.00803212851406,1.844,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Chamberlain, 2011 2011",0.0150000000000001,0.1089,"te","Chamberlain, 2011",0.0150000000000001,0.33,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2011,3.03030303030303,0.0150000000000001,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Runnels, 2004 2004",-1.217,0.133225,"te","Runnels, 2004",-1.217,0.365,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2004,2.73972602739726,1.217,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Hall, 1997 1997",-0.00999999999999995,0.057121,"te","Hall, 1997",-0.00999999999999995,0.239,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1997,4.18410041841004,0.00999999999999995,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","James, 2012 2012",-1.803,0.168921,"te","James, 2012",-1.803,0.411,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2012,2.4330900243309,1.803,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Delaney, 1995 1995",-0.527,0.034225,"te","Delaney, 1995",-0.527,0.185,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1995,5.40540540540541,0.527,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Watkins Jr, 2004 2004",-1.492,0.212521,"te","Watkins Jr, 2004",-1.492,0.461,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2004,2.16919739696312,1.492,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Harbert, 1999 1999",-1.502,0.188356,"te","Harbert, 1999",-1.502,0.434,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1999,2.30414746543779,1.502,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Rodgers, 1993 1993",0.304,0.004225,"te","Rodgers, 1993",0.304,0.065,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1993,15.3846153846154,0.304,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Hopkins, 2003 2003",-0.169,0.064516,"te","Hopkins, 2003",-0.169,0.254,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2003,3.93700787401575,0.169,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Ebberts, 1992 1992",-0.226,0.011449,"te","Ebberts, 1992",-0.226,0.107,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1992,9.34579439252336,0.226,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Homrighausen, 2002 2002",0.373,0.026244,"te","Homrighausen, 2002",0.373,0.162,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2002,6.17283950617284,0.373,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Hanrahan, 1999 1999",-1.243,0.189225,"te","Hanrahan, 1999",-1.243,0.435,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1999,2.29885057471264,1.243,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Bond, 1988 1988",0.473,0.013924,"te","Bond, 1988",0.473,0.118,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1988,8.47457627118644,0.473,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Lemon, 2005 2005",-1.838,0.131044,"te","Lemon, 2005",-1.838,0.362,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2005,2.76243093922652,1.838,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Blevins, 2003 2003",-0.556,0.008649,"te","Blevins, 2003",-0.556,0.093,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2003,10.752688172043,0.556,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Reynolds, 1989 1989",-2.905,0.134689,"te","Reynolds, 1989",-2.905,0.367,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1989,2.72479564032698,2.905,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Marinkovich, 2003 2003",-1.748,0.110889,"te","Marinkovich, 2003",-1.748,0.333,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2003,3.003003003003,1.748,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Lesley, 1999 1999",-1.844,0.101124,"te","Lesley, 1999",-1.844,0.318,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1999,3.14465408805031,1.844,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Fourroux, 1999 1999",0.0150000000000001,0.075625,"te","Fourroux, 1999",0.0150000000000001,0.275,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1999,3.63636363636364,0.0150000000000001,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Orman, 2012 2012",-1.217,0.051076,"te","Orman, 2012",-1.217,0.226,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2012,4.42477876106195,1.217,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Underwood, 2008 2008",-0.00999999999999995,0.093025,"te","Underwood, 2008",-0.00999999999999995,0.305,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2008,3.27868852459016,0.00999999999999995,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Graesch, 2000 2000",-1.803,0.026569,"te","Graesch, 2000",-1.803,0.163,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2000,6.13496932515337,1.803,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Fay, 2002 2002",-0.527,0.077841,"te","Fay, 2002",-0.527,0.279,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",2002,3.584229390681,0.527,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Ristau, 1992 1992",-1.492,0.088209,"te","Ristau, 1992",-1.492,0.297,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1992,3.36700336700337,1.492,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Nelson, 1987 1987",-1.502,0.016641,"te","Nelson, 1987",-1.502,0.129,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1987,7.75193798449612,1.502,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Watson, 1997 1997",0.304,0.095481,"te","Watson, 1997",0.304,0.309,"gsh","wlc","Guided Self-Help","Waitlist","gsh vs wlc",1997,3.23624595469256,0.304,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Crane, 1984 1984",-0.733,0.121104,"te","Crane, 1984",-0.733,0.348,"gsh","cau","Guided Self-Help","Care As Usual","gsh vs cau",1984,2.8735632183908,0.733,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Reeve, 2013 2013",-0.511,0.063504,"te","Reeve, 2013",-0.511,0.252,"gsh","cau","Guided Self-Help","Care As Usual","gsh vs cau",2013,3.96825396825397,0.511,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Christenson, 2018 2018",-0.71,0.128881,"te","Christenson, 2018",-0.71,0.359,"gsh","cau","Guided Self-Help","Care As Usual","gsh vs cau",2018,2.78551532033426,0.71,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Ayers, 2008 2008",-0.429,0.1296,"te","Ayers, 2008",-0.429,0.36,"gsh","cau","Guided Self-Help","Care As Usual","gsh vs cau",2008,2.77777777777778,0.429,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Schwartz, 2012 2012",-0.573,0.0729,"te","Schwartz, 2012",-0.573,0.27,"gsh","cau","Guided Self-Help","Care As Usual","gsh vs cau",2012,3.7037037037037,0.573,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Gilly, 2014 2014",-0.675,0.159201,"te","Gilly, 2014",-0.675,0.399,"gsh","cau","Guided Self-Help","Care As Usual","gsh vs cau",2014,2.5062656641604,0.675,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Dahl, 2002 2002",-0.662,0.182329,"te","Dahl, 2002",-0.662,0.427,"gsh","cau","Guided Self-Help","Care As Usual","gsh vs cau",2002,2.34192037470726,0.662,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Allen, 2003 2003",-0.556,0.007225,"te","Allen, 2003",-0.556,0.085,"gsh","cau","Guided Self-Help","Care As Usual","gsh vs cau",2003,11.7647058823529,0.556,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Scott, 1993 1993",-0.558,0.009604,"te","Scott, 1993",-0.558,0.098,"tel","wlc","Telephone","Waitlist","tel vs wlc",1993,10.2040816326531,0.558,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Nelson, 2006 2006",-0.514,0.014161,"te","Nelson, 2006",-0.514,0.119,"tel","cau","Telephone","Care As Usual","tel vs cau",2006,8.40336134453782,0.514,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Staley, 1992 1992",-0.557,0.131769,"te","Staley, 1992",-0.557,0.363,"tel","cau","Telephone","Care As Usual","tel vs cau",1992,2.75482093663912,0.557,"CRAN",NA,NA,"CRAN"
"dmetar_TherapyFormats","dmetar","TherapyFormats","Differential Effects of Cognitive Behavioral Therapy Delivery Formats in Depressive Patients dataset","Maurath, 1994 1994",-0.962,0.090601,"te","Maurath, 1994",-0.962,0.301,"tel","cau","Telephone","Care As Usual","tel vs cau",1994,3.32225913621262,0.962,"CRAN",NA,NA,"CRAN"
